"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
1357.44080061097,-8.12930380572548,0.665665611722066,-12.2122934737384,2.67247898539075e-34,8.66662664304008e-32,"216"
975.937223025437,-8.16034397890143,0.673713834666316,-12.112477967657,9.07116538601129e-34,2.82403520797303e-31,"152"
8815.61006924835,-7.76249606422175,0.648133183666398,-11.9766990178013,4.70694957913661e-33,1.36783133407128e-30,"1807"
23113.1449935879,-7.7402339540423,0.646310563855785,-11.9760288426439,4.74514274957274e-33,1.36783133407128e-30,"4811"
268.733592191453,-9.22836037384326,0.779143862388965,-11.8442316230892,2.30521456919495e-32,6.40767321144438e-30,"20"
324.939671546965,-8.73584498518292,0.741121627605058,-11.7873297172731,4.53698785510133e-32,1.19529659392529e-29,"34"
280.001645063784,-9.02421998324095,0.76567065442141,-11.7860335003439,4.60733622224832e-32,1.19529659392529e-29,"24"
897.95541962675,-7.92970419040179,0.674523330000335,-11.7560117459508,6.57682129233905e-32,1.65120645542822e-29,"164"
8338.73234108836,-7.55150633539631,0.648175310362872,-11.6504072504223,2.28364852331316e-31,5.55426139279572e-29,"1977"
15678.6558908913,-7.52758856915651,0.646773651133482,-11.6386753788814,2.62053845991387e-31,6.18050025257869e-29,"3779"
12411.6396989251,-7.45225847623972,0.647162423856687,-11.5152830286853,1.10496149595238e-30,2.52938685970512e-28,"3151"
4687.73014892296,-7.47201515305821,0.650413360835738,-11.4881021869802,1.51401480206643e-30,3.36673634413801e-28,"1174"
1134.65162244878,-7.65199621685131,0.66721306000626,-11.4685947795739,1.89714927475438e-30,4.10153133483703e-28,"251"
2349.07418171152,-7.51786937667581,0.655655080736652,-11.4661955615889,1.95047183881786e-30,4.10284387068093e-28,"570"
280.202922573002,-8.56478883656575,0.75006648760454,-11.41870617886,3.37216652337791e-30,6.90672948722376e-28,"33"
707.740370858564,-7.65720587595088,0.68018603911431,-11.2575169668603,2.12666572326452e-29,4.24406136517121e-27,"156"
359.03456434394,-8.08268442880228,0.718744392985781,-11.2455617152372,2.43541392902554e-29,4.73870665240145e-27,"59"
9045.29089870316,-7.28322455009005,0.647818540909443,-11.2426923438552,2.51590256609078e-29,4.77591943216696e-27,"2580"
2643.09467227361,-7.34798991447046,0.654230103935612,-11.2315068815507,2.85566287221069e-29,5.291815270099e-27,"721"
7686.3516988569,-7.21553490372607,0.648249087611463,-11.1308061077454,8.88285328134178e-29,1.60779644392286e-26,"2297"
3871.02170117776,-7.23172182980341,0.65126279682945,-11.1041531391163,1.19747077662147e-28,2.11816251237384e-26,"1144"
257.935186840629,-8.27943548348709,0.750347080702841,-11.0341409947672,2.61538706167e-28,4.52345722243947e-26,"37"
2623.04098914263,-7.1430141261307,0.654012390497479,-10.9218330262785,9.06476353906708e-28,1.53371857879476e-25,"824"
2161.83356724622,-7.1094218768233,0.655826652176292,-10.8403979210534,2.21505484977562e-27,3.66803657357525e-25,"695"
596.043865513646,-7.37132061696816,0.684509318653318,-10.7687659117195,4.8343751121619e-27,7.83873781207418e-25,"160"
2252.82782859712,-7.02986882746829,0.655286920350515,-10.7279248358993,7.52674383190971e-27,1.19552341313782e-24,"765"
280.6949342622,-7.82782385450886,0.733056010860443,-10.6783434533478,1.28544953051184e-26,2.00093073919473e-24,"55"
472.318925594908,-7.38036563875239,0.694513165872343,-10.6266749162088,2.23955341410223e-26,3.41773416116816e-24,"126"
156.813445169626,-8.96532488616595,0.844755144131772,-10.6129272469603,2.59489621423717e-26,3.88386100680921e-24,"14"
968.739448672838,-7.02527111081315,0.668417905166287,-10.5102976094954,7.74487537558804e-26,1.1373276424189e-23,"330"
1656.962876425,-6.9052577325772,0.658655989442933,-10.4838608366978,1.0247307667645e-25,1.47694065883853e-23,"613"
9893.48809455705,-6.76949958859281,0.647429267877223,-10.4559678168219,1.37586830372153e-25,1.94697872870267e-23,"4018"
2097.84824517814,-6.80231480837943,0.655714997422646,-10.3738893194705,3.25980888336826e-25,4.53055223915272e-23,"833"
969.253824529727,-6.92806899815548,0.668110430622209,-10.3696465144294,3.40783010642365e-25,4.65318275759566e-23,"353"
11172.6822094009,-6.7077691244337,0.647159501100383,-10.364939575218,3.57984646419955e-25,4.80378362601123e-23,"4734"
15971.6909197703,-6.68267371565004,0.646565232702758,-10.3356527348606,4.86091374707508e-25,6.41228672770938e-23,"6885"
17778.6943861985,-6.67413639218483,0.646424674150615,-10.3246931298754,5.44927715985808e-25,7.06862068919591e-23,"7709"
517.950241276505,-7.1051859988001,0.688464799344719,-10.3203330156644,5.70250249994203e-25,7.2758322880408e-23,"167"
890.444546926479,-6.91155735495115,0.670048828290521,-10.3150055087544,6.02778517012867e-25,7.56681483534055e-23,"328"
1003.3487173267,-6.87881965126586,0.667207456084096,-10.3098662770322,6.35897392759665e-25,7.85585620293408e-23,"378"
3442.3918963192,-6.69443214102807,0.65154546720195,-10.2746968216619,9.16320838177165e-25,1.11433204430201e-22,"1472"
664.926940306013,-6.93508224136637,0.678370970995978,-10.2231412278511,1.56195654307476e-24,1.87026273457706e-22,"241"
2731.96782533773,-6.66019027796252,0.653157205066622,-10.1969177194994,2.04664806345953e-24,2.41349422392508e-22,"1196"
15417.2115790624,-6.58966510466743,0.646600331177331,-10.1912491951078,2.16958219991521e-24,2.49294208441797e-22,"7084"
676.306814016799,-6.90643485895978,0.677708128675824,-10.190869146655,2.17808122498294e-24,2.49294208441797e-22,"250"
1863.81337831132,-6.57509468433236,0.656729719395437,-10.011873210771,1.35168580554524e-23,1.52466240935632e-21,"865"
1954.44981297917,-6.55603597380474,0.656177730608084,-9.99125033964384,1.66468536969665e-23,1.850892318907e-21,"919"
891.831125323311,-6.66177916488275,0.669295630269613,-9.95341798690539,2.4366740521633e-23,2.67107523211084e-21,"390"
10448.089719035,-6.43878271648162,0.647237875756104,-9.94809320910003,2.57061299937961e-23,2.77876124641271e-21,"5324"
824.088623083176,-6.66330017846566,0.671242756303885,-9.92681130021619,3.18270863076604e-23,3.393290585377e-21,"360"
1299.18070547175,-6.55815342866249,0.661652702714465,-9.91177607490655,3.70009251751096e-23,3.89159730591727e-21,"610"
11107.8092959129,-6.39513274375985,0.647108778503009,-9.88262399801475,4.95189319939075e-23,5.13874463611442e-21,"5832"
157.171271852679,-7.86579062316374,0.79644297025443,-9.87615048024212,5.28232755337645e-23,5.37031621884898e-21,"30"
812.977119384681,-6.63142799191319,0.671502088595645,-9.87551357551534,5.31599404726953e-23,5.37031621884898e-21,"363"
4093.84021879534,-6.42214735417556,0.650391752192554,-9.87427551552688,5.3820463198024e-23,5.37031621884898e-21,"2110"
1469.14079359974,-6.51196321326165,0.659702327267638,-9.87106296901053,5.55725403532507e-23,5.47495039961202e-21,"712"
338.019222002254,-6.97740096001957,0.709325592996318,-9.83666884278881,7.82591911797148e-23,7.6136410618965e-21,"119"
2817.0837982298,-6.37170147401119,0.652699841480733,-9.76206989656404,1.6377781052106e-22,1.5736823447968e-20,"1503"
1583.49863489986,-6.40286837570174,0.658526424065243,-9.72302422760089,2.40529417620472e-22,2.28297616748797e-20,"827"
3417.95832396466,-6.32798421181473,0.651362428216695,-9.71499726986024,2.60256000704525e-22,2.44044873913653e-20,"1879"
12513.0353475915,-6.26438677100145,0.646874514580418,-9.68408343473652,3.52354754266003e-22,3.26473458625274e-20,"7185"
1006.43497246804,-6.4298350295717,0.666102984419749,-9.65291430899805,4.77782393198374e-22,4.37480043089759e-20,"516"
3068.91705493468,-6.26039158770795,0.652021166537504,-9.60151588475748,7.87771841356432e-22,7.12933516427571e-20,"1767"
2763.98633818331,-6.22718125452951,0.652749603493588,-9.53992345793999,1.42937773196199e-21,1.27871803308738e-19,"1628"
1392.5008402625,-6.29313359111073,0.660189265063487,-9.53231735827386,1.53810761634504e-21,1.36035131568335e-19,"784"
2379.08340710877,-6.21605007063077,0.653956191034038,-9.50530044038872,1.99471371479849e-21,1.74436593733445e-19,"1412"
2776.01477275713,-6.19979416608975,0.652700594989098,-9.49868012023691,2.12567382019619e-21,1.83823548250966e-19,"1666"
7833.52474944718,-6.14550085904069,0.647851890512758,-9.48596577248031,2.40148854016914e-21,2.05393245144356e-19,"4879"
4647.5214247541,-6.15546269848156,0.649672091884815,-9.47472236435994,2.67471032813607e-21,2.26274679172641e-19,"2875"
7723.37137167293,-6.1030441367904,0.647881172799381,-9.42000538527801,4.51064890764237e-21,3.77487961808393e-19,"4952"
486.091765248613,-6.47273015474242,0.687952016697795,-9.40869420779061,5.02338591303124e-21,4.15925665543853e-19,"242"
168.774787240373,-7.25750774887614,0.77298651996233,-9.38891890278995,6.06192457912328e-21,4.96631147361226e-19,"49"
11560.1073654761,-6.07371486140268,0.646986216362569,-9.38770364467702,6.13225913093889e-21,4.97160133501014e-19,"7562"
826.638138199932,-6.26641021362387,0.670206187298246,-9.34997368330066,8.76695367133007e-21,7.03435055917133e-19,"474"
2199.95749787139,-6.11403071019841,0.654590528272712,-9.34023705832055,9.61186690499868e-21,7.63358776751069e-19,"1400"
713.219591942819,-6.295150357126,0.674167192646717,-9.33766938793304,9.84778735125651e-21,7.74195241967974e-19,"401"
452.265242463928,-6.44805292007999,0.69093886902032,-9.3323059523669,1.03592150277945e-20,8.06257705613248e-19,"229"
3471.7972891888,-6.0634761272252,0.651141542947394,-9.31207076694702,1.25363950829664e-20,9.66047157729979e-19,"2287"
429.729136719265,-6.42535355082502,0.693155231892898,-9.26971803022881,1.86638664456274e-20,1.42412620143449e-18,"221"
611.650566918,-6.23640057061639,0.678698094282273,-9.18876982734337,3.97359444317267e-20,3.00257141273912e-18,"358"
2906.67260466003,-5.9923492090615,0.652257017452248,-9.18709810508126,4.03581648621415e-20,3.02026535694276e-18,"2010"
191.623991332708,-6.90304321173357,0.753672248834093,-9.15921107936819,5.22780972037356e-20,3.87505171939689e-18,"71"
475.763007419297,-6.22836315680248,0.687941288199386,-9.05362603414104,1.38297846727279e-19,1.01544541611171e-17,"280"
362.255004491421,-6.29999263690509,0.701119945568053,-8.98561319889536,2.57295500869554e-19,1.87152418996985e-17,"203"
101.077013335621,-7.74293267882652,0.86408867876037,-8.96080792301851,3.22308066650577e-19,2.32270711364948e-17,"21"
1534.44908920542,-5.89621255497923,0.658428394615962,-8.95497916431488,3.39799796492501e-19,2.42629524412948e-17,"1133"
3367.8611500326,-5.8095535657362,0.651225006937922,-8.92096203899307,4.62255042516328e-19,3.27066454173144e-17,"2638"
1535.00819339769,-5.8647251766941,0.658398276929514,-8.90756458848078,5.21658134651616e-19,3.65371620554745e-17,"1158"
407.95341267609,-6.18688646032029,0.694633536602513,-8.90669127577781,5.25782108468861e-19,3.65371620554745e-17,"247"
226.009618309664,-6.51907174873966,0.734463696913094,-8.87596184282343,6.93316119656986e-19,4.77529146839851e-17,"109"
89.7865962955987,-7.96532431476548,0.898070043019149,-8.86937981806798,7.35543937653466e-19,5.0217004094359e-17,"16"
931.94197922912,-5.90502857644422,0.666857438623164,-8.85500893359774,8.36771099845267e-19,5.6631212783441e-17,"684"
1296.88068384344,-5.82237118643614,0.660755539606682,-8.81168728438045,1.23276114815376e-18,8.27118966903512e-17,"1007"
146.574144011073,-6.85841181886493,0.783291741900274,-8.75588424081474,2.02509482403087e-18,1.34712077054977e-16,"56"
830.104584192011,-5.85823744538977,0.669398441607919,-8.75149549395137,2.10543755341668e-18,1.38869665069848e-16,"629"
899.010023152069,-5.79540413126626,0.667493208254039,-8.6823417221357,3.87702521867588e-18,2.53570481318944e-16,"711"
864.959858690475,-5.78699189054741,0.668344998531123,-8.65868960382132,4.77218341326345e-18,3.09515862545245e-16,"688"
454.322745891485,-5.96082747039512,0.689051226104932,-8.65077550778115,5.11506352376648e-18,3.29012722359294e-16,"321"
1241.81517704016,-5.70560752033065,0.661333604481952,-8.62742718903581,6.27474561845178e-18,4.00297911052543e-16,"1044"
1870.16828957937,-5.63550552608016,0.655916790749348,-8.59179945621137,8.561773032731e-18,5.4175837003045e-16,"1649"
4713.57471318128,-5.5755089704904,0.649456537512557,-8.58488389668817,9.09282124152563e-18,5.70721191312854e-16,"4329"
934.312581004349,-5.69717234303595,0.666551236537281,-8.54723842781033,1.26068585298313e-17,7.84953439501414e-16,"790"
4361.64846651917,-5.5455784602365,0.64979313172955,-8.53437531030202,1.40914715011953e-17,8.70427957887328e-16,"4088"
10465.2933009723,-5.5036082231244,0.647110376775255,-8.50489873234691,1.8175417319109e-17,1.11385254326477e-15,"10092"
443.658525546806,-5.82446638286236,0.689704486792502,-8.44487239737888,3.04377747501559e-17,1.85075938187862e-15,"344"
695.245776407086,-5.67447936209166,0.673706567618682,-8.42277578226522,3.67667692132947e-17,2.21826174253545e-15,"597"
901.358260759606,-5.59668462957027,0.667210984644463,-8.38817819007067,4.93733467789637e-17,2.95594429215903e-15,"816"
272.468408195822,-6.00339652107819,0.717026759302274,-8.37262548878927,5.63484667932054e-17,3.34778715306502e-15,"187"
741.436196280954,-5.614831939394,0.671888188305096,-8.35679512919845,6.44450762449924e-17,3.79981839708163e-15,"663"
1771.55133468974,-5.47824131665227,0.656429062292124,-8.3455191601714,7.09017235722566e-17,4.1490835681419e-15,"1738"
2207.3858891886,-5.43366500048336,0.654209576616975,-8.30569468056664,9.92371150690864e-17,5.7638990043485e-15,"2232"
890.649312079546,-5.54164765333372,0.667416119748308,-8.30313726228782,1.01397614720063e-16,5.84576026197224e-15,"837"
639.017332883883,-5.58780874529334,0.676030246459066,-8.26561943723872,1.38971225803378e-16,7.95303713549773e-15,"582"
181.272869335701,-6.21044036009003,0.752084339077978,-8.25763818949315,1.48583135993356e-16,8.44104049223571e-15,"108"
226.993641688061,-6.02986851978971,0.730715758925355,-8.25200284260694,1.55761716859542e-16,8.78473508925954e-15,"153"
3663.96848347763,-5.36467291694145,0.650625698720532,-8.24540581088509,1.64600638501227e-16,9.21645157881333e-15,"3882"
158.490757746439,-6.29694907258297,0.767025907831236,-8.20956503332147,2.21991203712548e-16,1.23411252749626e-14,"89"
3861.2953375715,-5.3230150244565,0.650341567090415,-8.18495279068708,2.72410418862577e-16,1.5036668723457e-14,"4208"
1407.68611012458,-5.39312978001395,0.659255437081305,-8.18063754451649,2.82345998460821e-16,1.54753444085956e-14,"1463"
284.362657763497,-5.83439774301577,0.713464840439437,-8.1775546772876,2.89662005001118e-16,1.57653103840818e-14,"219"
777.297858325505,-5.4697093351054,0.67051873473621,-8.1574295418565,3.42229582147582e-16,1.84970335962127e-14,"767"
1385.12764021222,-5.37838101916048,0.659474210898158,-8.15555927780027,3.47567703003289e-16,1.86559960860317e-14,"1454"
1454.21199251381,-5.36155699102028,0.658794451684475,-8.138436772367,4.00414060650755e-16,2.1269238573114e-14,"1544"
2612.86036689486,-5.31239001005775,0.652784723335694,-8.13804278830505,4.01718883495793e-16,2.1269238573114e-14,"2868"
1730.01266169556,-5.3272171388039,0.656631078221306,-8.11295309572364,4.94041450672439e-16,2.59805716931324e-14,"1880"
1271.37363143975,-5.34400345060867,0.660717888366166,-8.08817733665938,6.05641834616098e-16,3.16356402605174e-14,"1366"
1604.43149585848,-5.31079561624721,0.657511114630401,-8.07711915141163,6.63147436496894e-16,3.44085099883688e-14,"1763"
1214.22825704122,-5.33789871345409,0.661436124964214,-8.07016507261815,7.02031879754835e-16,3.61717838625781e-14,"1310"
1914.55069951412,-5.28968918498314,0.655524206831979,-8.06940328038713,7.06425690236652e-16,3.61717838625781e-14,"2134"
422.419541528211,-5.55273057442292,0.691237463324818,-8.03302897923755,9.50951947553664e-16,4.83742418811122e-14,"394"
4672.64684800245,-5.2095230350765,0.649435031512487,-8.02162307589705,1.04356947181453e-15,5.27409168774838e-14,"5498"
3145.19076799657,-5.21865563359328,0.651487142410284,-8.01037394887949,1.14360175800738e-15,5.74235644036865e-14,"3678"
594.83968810219,-5.422594958702,0.678037081486748,-7.99749026529899,1.26980810504745e-15,6.33520287281044e-14,"606"
916.540042977834,-5.32870472562798,0.666620055562748,-7.99361597533935,1.31037498459057e-15,6.495954461827e-14,"995"
1939.2561295248,-5.23756999813544,0.655376801474614,-7.99169269701151,1.33098473444269e-15,6.55636341023255e-14,"2239"
618.382181392941,-5.35608211286266,0.676738945315138,-7.91454688686268,2.48155190613044e-15,1.2147118544285e-13,"659"
3839.09818198605,-5.14599154638882,0.650343326373399,-7.91273061120675,2.51803841051422e-15,1.22329427357463e-13,"4715"
113.08308374175,-6.42927384978502,0.812585973073858,-7.91211522574565,2.53052008281531e-15,1.22329427357463e-13,"58"
388.771932085052,-5.44916553132356,0.694867361329075,-7.84202257089889,4.43346648784536e-15,2.12997960956175e-13,"389"
1090.92823630861,-5.19644864192037,0.663166450435544,-7.83581352540909,4.65816762443211e-15,2.22420359637761e-13,"1295"
1148.58798656402,-5.18501932347122,0.662270242237423,-7.82915944698659,4.91142444077119e-15,2.33083026966599e-13,"1374"
7194.31865132489,-5.07204466270492,0.647941100759768,-7.82794092975041,4.95924829155476e-15,2.33926239110125e-13,"9287"
607.628504377499,-5.28810828411639,0.67721070113279,-7.80866025192871,5.77990718206957e-15,2.70994081915949e-13,"678"
1079.86146094549,-5.17562236884959,0.663337497262982,-7.80239680434905,6.07422963938124e-15,2.83088199301223e-13,"1300"
101.747938366346,-6.46282609234553,0.829667275313537,-7.78966012598627,6.71896828870543e-15,3.10496895858839e-13,"51"
5619.48685055752,-5.05293069513636,0.648707730861317,-7.789225339472,6.74212712323575e-15,3.10496895858839e-13,"7348"
5216.852622148,-5.04912685295628,0.648977915532831,-7.78012122155311,7.24550878607596e-15,3.31716440482525e-13,"6839"
6634.51315106269,-5.04051673190848,0.648170329615164,-7.77653110857631,7.45402602194619e-15,3.39267160987177e-13,"8748"
561.907732025138,-5.27397743143011,0.679734047361527,-7.75888371621476,8.56801630374448e-15,3.87702737744438e-13,"633"
469.795262289693,-5.32006617912345,0.686364116040987,-7.75108438041618,9.11111155017618e-15,4.09894688988562e-13,"513"
3236.61343617745,-5.04074931145806,0.651281930063367,-7.73973463530244,9.96245251561796e-15,4.45619355914107e-13,"4267"
1784.14236109968,-5.07340859117202,0.656205835046985,-7.73142864663609,1.0634627897554e-14,4.7296747958093e-13,"2301"
3987.26366954702,-5.01679332434231,0.6501372960593,-7.71651365757783,1.19554771758784e-14,5.28690220794669e-13,"5342"
1496.53689902101,-5.06808904340183,0.658299645627494,-7.69875705852903,1.37396105165239e-14,6.04154738136191e-13,"1937"
1404.40206511787,-5.06951832149981,0.659150885652485,-7.69098309938787,1.4600872235662e-14,6.38419037135716e-13,"1816"
3677.30101506522,-5.00139147853036,0.650550646717898,-7.68793560311247,1.49528033078164e-14,6.50154570640977e-13,"4978"
781.770691863672,-5.1354201763184,0.670100083843173,-7.66366144422133,1.80705862734636e-14,7.81352072035372e-13,"967"
2963.65301629243,-4.98440082532789,0.651832017915314,-7.64675666173775,2.06111837606195e-14,8.83685354380532e-13,"4058"
2167.12546139665,-5.00274106297951,0.654258814127431,-7.64642516838163,2.06643626490115e-14,8.83685354380532e-13,"2931"
1578.79025844865,-5.01623765936687,0.657608902607641,-7.6279953624043,2.38432137981786e-14,1.01405318574439e-12,"2116"
1024.97486748374,-5.04767245342905,0.664234155370056,-7.59923652317595,2.9788290200659e-14,1.26001229691157e-12,"1345"
586.188242849687,-5.14790672958919,0.678217754109019,-7.59034498640049,3.19054872473252e-14,1.34227247159963e-12,"719"
6087.47759055195,-4.90698323980147,0.648428784005822,-7.56749755846343,3.80482323885919e-14,1.59209350903447e-12,"8780"
193.927500604864,-5.60984766245655,0.742070561916755,-7.55972268724205,4.03929598629476e-14,1.68116794980386e-12,"174"
5927.13060688717,-4.89668197620249,0.648515541358485,-7.5506008166668,4.33254869196737e-14,1.79362906753096e-12,"8608"
2020.84205156556,-4.9206855928083,0.654895101683574,-7.51370040813931,5.74790411675514e-14,2.36698083284155e-12,"2888"
2148.7043625071,-4.90318179315925,0.65431904618734,-7.49356422028316,6.70280135114954e-14,2.74567910084194e-12,"3107"
159.497145292526,-5.70659370523194,0.761889221499141,-7.49005701117977,6.88437033284676e-14,2.80529080107572e-12,"134"
633.385050269642,-5.04972160080764,0.67573966953956,-7.4728802058468,7.84582683472464e-14,3.18042032576364e-12,"830"
922.86910243434,-4.96758548289218,0.666272530072388,-7.4557861215627,8.93335613442874e-14,3.6025031499616e-12,"1278"
390.605793835701,-5.17320876486901,0.694196750871097,-7.45207861946562,9.18809416003746e-14,3.68613076533874e-12,"471"
390.650522171082,-5.16709564418654,0.694183292607822,-7.44341688889607,9.81138387878738e-14,3.91600003736421e-12,"473"
2463.36349220398,-4.85415709683711,0.653154256773816,-7.4318693424945,1.0707354075977e-13,4.25180289659842e-12,"3681"
738.085058771178,-4.98091101691081,0.671453203868405,-7.41810596511353,1.18807033656948e-13,4.69378245153311e-12,"1013"
1467.78704230214,-4.88322242832618,0.658505672721342,-7.41561178682907,1.21064640424702e-13,4.75881866881541e-12,"2151"
79.1223759509197,-6.48727828674794,0.875774138963156,-7.40747870727073,1.28723143668538e-13,5.03443330237302e-12,"39"
4457.06590712442,-4.81110310751003,0.649602296806253,-7.40622859734895,1.29941769970082e-13,5.05668397838576e-12,"6855"
1190.15251136974,-4.89277414022737,0.661575276067704,-7.39564236636716,1.40726292814144e-13,5.44911809439048e-12,"1733"
3486.10543056249,-4.79327582362297,0.650823940518472,-7.36493470078015,1.77233600974404e-13,6.82875800189995e-12,"5426"
993.854408989645,-4.88677531709458,0.664761450659938,-7.35117132956983,1.96477380715445e-13,7.53292341925275e-12,"1453"
4600.19945695495,-4.77316707459232,0.649463558993534,-7.34939937506154,1.99099472786754e-13,7.59603527793778e-12,"7257"
2014.33756641138,-4.81161738372437,0.654910155587245,-7.34698850319383,2.02722297275681e-13,7.69652507169087e-12,"3097"
2663.77660143919,-4.79366318989377,0.652552627930065,-7.3460177535405,2.04199264877446e-13,7.71496542981145e-12,"4145"
1145.70649657576,-4.82567488063086,0.662185812070575,-7.28749361986714,3.15774254376121e-13,1.18728068686442e-11,"1745"
1250.51832591575,-4.80359117117883,0.660773826882185,-7.26964503700796,3.60433349172815e-13,1.34867920990962e-11,"1933"
867.490497283388,-4.84874300043925,0.66755132092704,-7.26347600317189,3.77267392844233e-13,1.40491488923764e-11,"1301"
1053.3703851634,-4.81580577477363,0.66365225718008,-7.2565198455535,3.97176481362186e-13,1.47201169259138e-11,"1615"
2447.02226090968,-4.73879181254579,0.653195681845742,-7.25478129181035,4.02311365426063e-13,1.48397599863083e-11,"3950"
1785.21932879269,-4.75587622668181,0.656139699495266,-7.24826775508364,4.22135489389675e-13,1.54975495939615e-11,"2849"
577.514433429492,-4.91048097703567,0.678531789597603,-7.2369210290763,4.58985218175563e-13,1.67712767749315e-11,"831"
1309.34101289109,-4.7742813102041,0.660076487542005,-7.23292133610543,4.72713242695882e-13,1.71921830275797e-11,"2064"
1077.13652013106,-4.79196140609135,0.663245095707613,-7.22502350504201,5.01015173327945e-13,1.81367492744716e-11,"1678"
937.827242975659,-4.8063303786277,0.6658886347929,-7.21791922477027,5.27890548502773e-13,1.90211673101717e-11,"1447"
333.885338623299,-5.06175889747947,0.702025979521643,-7.21021592524044,5.58632223438337e-13,2.00361041245188e-11,"434"
6251.36857564343,-4.66365473699231,0.64833498227399,-7.19327949979634,6.32532694798548e-13,2.25825778147573e-11,"10610"
554.754686007921,-4.88318041375267,0.679849481029125,-7.18273757650111,6.83291799104274e-13,2.42833793261578e-11,"813"
752.394638449463,-4.8165205686908,0.670894622301872,-7.17925052397213,7.00946011890186e-13,2.47975582297333e-11,"1153"
194.844431480188,-5.30459849164267,0.740531979787004,-7.16322675648446,7.87998430690847e-13,2.77510940546012e-11,"215"
2986.21846149248,-4.66403799815579,0.651753668053457,-7.15613617041162,8.29827173078574e-13,2.90925445408583e-11,"5067"
1287.87838719558,-4.72082650417826,0.660313315965481,-7.14937347170664,8.71748580403185e-13,3.04251982120089e-11,"2104"
264.554980477116,-5.10951252188845,0.716252757030412,-7.13367239670046,9.77257720065252e-13,3.39553430145887e-11,"333"
3837.50191248771,-4.63403254417493,0.650302897952544,-7.1259601622029,1.03357611076129e-12,3.57525460891337e-11,"6643"
1893.76597413705,-4.66839934632202,0.655509047834197,-7.12179238676632,1.06532448782549e-12,3.66877012776362e-11,"3204"
1207.72725953088,-4.68634416606291,0.661299790890911,-7.08656532274025,1.37481338378586e-12,4.71373240793189e-11,"2019"
5751.21323656113,-4.59190949201351,0.648606151043189,-7.07965763912058,1.44511028756549e-12,4.93302340707114e-11,"10239"
5263.26175775033,-4.58491630805271,0.648921608985727,-7.06543940680139,1.60108539756651e-12,5.44159285993894e-11,"9414"
102.418863397071,-5.79540197845211,0.82050750155541,-7.06319194823442,1.62720698590885e-12,5.5063269440559e-11,"81"
206.761045215554,-5.18105733319871,0.735049373898976,-7.04858410492407,1.80747490062609e-12,6.08986023877614e-11,"248"
2234.3605630676,-4.60704473621528,0.653943697576595,-7.04501741249011,1.85438315995175e-12,6.22097591978642e-11,"3938"
