"ENTREZ_GENE_ID","Original ID","Value","Gene Name","Species"
"3020","ENSG00000163041","","H3.3 histone A(H3-3A)","Homo sapiens"
"3021","ENSG00000132475","","H3.3 histone B(H3-3B)","Homo sapiens"
"3024","ENSG00000124610","","H1.1 linker histone, cluster member(H1-1)","Homo sapiens"
"3026","ENSG00000148702","","hyaluronan binding protein 2(HABP2)","Homo sapiens"
"3028","ENSG00000072506","","hydroxysteroid 17-beta dehydrogenase 10(HSD17B10)","Homo sapiens"
"3029","ENSG00000063854","","hydroxyacylglutathione hydrolase(HAGH)","Homo sapiens"
"3030","ENSG00000084754","","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha(HADHA)","Homo sapiens"
"3031","ENSG00000251596","","HADHA pseudogene 1(HADHAP1)","Homo sapiens"
"3032","ENSG00000138029","","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta(HADHB)","Homo sapiens"
"3033","ENSG00000138796","","hydroxyacyl-CoA dehydrogenase(HADH)","Homo sapiens"
"3034","ENSG00000084110","","histidine ammonia-lyase(HAL)","Homo sapiens"
"3035","ENSG00000170445","","histidyl-tRNA synthetase 1(HARS1)","Homo sapiens"
"3036","ENSG00000105509","","hyaluronan synthase 1(HAS1)","Homo sapiens"
"3037","ENSG00000170961","","hyaluronan synthase 2(HAS2)","Homo sapiens"
"3038","ENSG00000103044","","hyaluronan synthase 3(HAS3)","Homo sapiens"
"3039","ENSG00000206172","","hemoglobin subunit alpha 1(HBA1)","Homo sapiens"
"3040","ENSG00000188536","","hemoglobin subunit alpha 2(HBA2)","Homo sapiens"
"3041","ENSG00000225323","","hemoglobin subunit alpha pseudogene 1(HBAP1)","Homo sapiens"
"3042","ENSG00000206177","","hemoglobin subunit mu(HBM)","Homo sapiens"
"3043","ENSG00000244734","","hemoglobin subunit beta(HBB)","Homo sapiens"
"3045","ENSG00000223609","","hemoglobin subunit delta(HBD)","Homo sapiens"
"3046","ENSG00000213931","","hemoglobin subunit epsilon 1(HBE1)","Homo sapiens"
"3047","ENSG00000213934","","hemoglobin subunit gamma 1(HBG1)","Homo sapiens"
"3048","ENSG00000196565","","hemoglobin subunit gamma 2(HBG2)","Homo sapiens"
"3049","ENSG00000086506","","hemoglobin subunit theta 1(HBQ1)","Homo sapiens"
"3050","ENSG00000130656","","hemoglobin subunit zeta(HBZ)","Homo sapiens"
"3051","ENSG00000206178","","hemoglobin subunit zeta pseudogene 1(HBZP1)","Homo sapiens"
"3052","ENSG00000004961","","holocytochrome c synthase(HCCS)","Homo sapiens"
"3053","ENSG00000099937","","serpin family D member 1(SERPIND1)","Homo sapiens"
"3054","ENSG00000172534","","host cell factor C1(HCFC1)","Homo sapiens"
"3055","ENSG00000101336","","HCK proto-oncogene, Src family tyrosine kinase(HCK)","Homo sapiens"
"3059","ENSG00000180353","","hematopoietic cell-specific Lyn substrate 1(HCLS1)","Homo sapiens"
"3060","ENSG00000161610","","hypocretin neuropeptide precursor(HCRT)","Homo sapiens"
"3061","ENSG00000121764","","hypocretin receptor 1(HCRTR1)","Homo sapiens"
"3062","ENSG00000137252","","hypocretin receptor 2(HCRTR2)","Homo sapiens"
"3064","ENSG00000197386","","huntingtin(HTT)","Homo sapiens"
"3065","ENSG00000116478","","histone deacetylase 1(HDAC1)","Homo sapiens"
"3066","ENSG00000196591","","histone deacetylase 2(HDAC2)","Homo sapiens"
"3067","ENSG00000140287","","histidine decarboxylase(HDC)","Homo sapiens"
"3068","ENSG00000143321","","heparin binding growth factor(HDGF)","Homo sapiens"
"3069","ENSG00000115677","","high density lipoprotein binding protein(HDLBP)","Homo sapiens"
"3070","ENSG00000119969","","helicase, lymphoid specific(HELLS)","Homo sapiens"
"3071","ENSG00000123338","","NCK associated protein 1 like(NCKAP1L)","Homo sapiens"
"3073","ENSG00000213614","","hexosaminidase subunit alpha(HEXA)","Homo sapiens"
"3074","ENSG00000049860","","hexosaminidase subunit beta(HEXB)","Homo sapiens"
"3075","ENSG00000000971","","complement factor H(CFH)","Homo sapiens"
"3077","ENSG00000010704","","homeostatic iron regulator(HFE)","Homo sapiens"
"3078","ENSG00000244414","","complement factor H related 1(CFHR1)","Homo sapiens"
"3080","ENSG00000080910","","complement factor H related 2(CFHR2)","Homo sapiens"
"3081","ENSG00000113924","","homogentisate 1,2-dioxygenase(HGD)","Homo sapiens"
"3082","ENSG00000019991","","hepatocyte growth factor(HGF)","Homo sapiens"
"3083","ENSG00000109758","","HGF activator(HGFAC)","Homo sapiens"
"3084","ENSG00000157168","","neuregulin 1(NRG1)","Homo sapiens"
"3087","ENSG00000152804","","hematopoietically expressed homeobox(HHEX)","Homo sapiens"
"3090","ENSG00000177374","","HIC ZBTB transcriptional repressor 1(HIC1)","Homo sapiens"
"3091","ENSG00000100644","","hypoxia inducible factor 1 subunit alpha(HIF1A)","Homo sapiens"
"3092","ENSG00000127946","","huntingtin interacting protein 1(HIP1)","Homo sapiens"
"3093","ENSG00000078140","","ubiquitin conjugating enzyme E2 K(UBE2K)","Homo sapiens"
"3094","ENSG00000169567","","histidine triad nucleotide binding protein 1(HINT1)","Homo sapiens"
"3096","ENSG00000095951","","HIVEP zinc finger 1(HIVEP1)","Homo sapiens"
"3097","ENSG00000010818","","HIVEP zinc finger 2(HIVEP2)","Homo sapiens"
"3098","ENSG00000156515","","hexokinase 1(HK1)","Homo sapiens"
"3099","ENSG00000159399","","hexokinase 2(HK2)","Homo sapiens"
"3101","ENSG00000160883","","hexokinase 3(HK3)","Homo sapiens"
"3104","ENSG00000204859","","zinc finger and BTB domain containing 48(ZBTB48)","Homo sapiens"
"3105","ENSG00000206503","","major histocompatibility complex, class I, A(HLA-A)","Homo sapiens"
"3106","ENSG00000234745","","major histocompatibility complex, class I, B(HLA-B)","Homo sapiens"
"3107","ENSG00000204525","","major histocompatibility complex, class I, C(HLA-C)","Homo sapiens"
"3108","ENSG00000204257","","major histocompatibility complex, class II, DM alpha(HLA-DMA)","Homo sapiens"
"3109","ENSG00000242574","","major histocompatibility complex, class II, DM beta(HLA-DMB)","Homo sapiens"
"3110","ENSG00000130675","","motor neuron and pancreas homeobox 1(MNX1)","Homo sapiens"
"3111","ENSG00000204252","","major histocompatibility complex, class II, DO alpha(HLA-DOA)","Homo sapiens"
"3112","ENSG00000241106","","major histocompatibility complex, class II, DO beta(HLA-DOB)","Homo sapiens"
"3113","ENSG00000231389","","major histocompatibility complex, class II, DP alpha 1(HLA-DPA1)","Homo sapiens"
"3115","ENSG00000223865","","major histocompatibility complex, class II, DP beta 1(HLA-DPB1)","Homo sapiens"
"3116","ENSG00000224557","","major histocompatibility complex, class II, DP beta 2 (pseudogene)(HLA-DPB2)","Homo sapiens"
"3117","ENSG00000196735","","major histocompatibility complex, class II, DQ alpha 1(HLA-DQA1)","Homo sapiens"
"3118","ENSG00000237541","","major histocompatibility complex, class II, DQ alpha 2(HLA-DQA2)","Homo sapiens"
"3119","ENSG00000179344","","major histocompatibility complex, class II, DQ beta 1(HLA-DQB1)","Homo sapiens"
"3120","ENSG00000232629","","major histocompatibility complex, class II, DQ beta 2(HLA-DQB2)","Homo sapiens"
"3122","ENSG00000204287","","major histocompatibility complex, class II, DR alpha(HLA-DRA)","Homo sapiens"
"3123","ENSG00000196126","","major histocompatibility complex, class II, DR beta 1(HLA-DRB1)","Homo sapiens"
"3127","ENSG00000198502","","major histocompatibility complex, class II, DR beta 5(HLA-DRB5)","Homo sapiens"
"3131","ENSG00000108924","","HLF transcription factor, PAR bZIP family member(HLF)","Homo sapiens"
"3133","ENSG00000204592","","major histocompatibility complex, class I, E(HLA-E)","Homo sapiens"
"3134","ENSG00000204642","","major histocompatibility complex, class I, F(HLA-F)","Homo sapiens"
"3135","ENSG00000204632","","major histocompatibility complex, class I, G(HLA-G)","Homo sapiens"
"3136","ENSG00000206341","","major histocompatibility complex, class I, H (pseudogene)(HLA-H)","Homo sapiens"
"3138","ENSG00000230795","","major histocompatibility complex, class I, K (pseudogene)(HLA-K)","Homo sapiens"
"3140","ENSG00000153029","","major histocompatibility complex, class I-related(MR1)","Homo sapiens"
"3141","ENSG00000159267","","holocarboxylase synthetase(HLCS)","Homo sapiens"
"3142","ENSG00000136630","","H2.0 like homeobox(HLX)","Homo sapiens"
"3145","ENSG00000256269","","hydroxymethylbilane synthase(HMBS)","Homo sapiens"
"3146","ENSG00000189403","","high mobility group box 1(HMGB1)","Homo sapiens"
"3148","ENSG00000164104","","high mobility group box 2(HMGB2)","Homo sapiens"
"3149","ENSG00000029993","","high mobility group box 3(HMGB3)","Homo sapiens"
"3150","ENSG00000205581","","high mobility group nucleosome binding domain 1(HMGN1)","Homo sapiens"
"3151","ENSG00000198830","","high mobility group nucleosomal binding domain 2(HMGN2)","Homo sapiens"
"3155","ENSG00000117305","","3-hydroxy-3-methylglutaryl-CoA lyase(HMGCL)","Homo sapiens"
"3156","ENSG00000113161","","3-hydroxy-3-methylglutaryl-CoA reductase(HMGCR)","Homo sapiens"
"3157","ENSG00000112972","","3-hydroxy-3-methylglutaryl-CoA synthase 1(HMGCS1)","Homo sapiens"
"3158","ENSG00000134240","","3-hydroxy-3-methylglutaryl-CoA synthase 2(HMGCS2)","Homo sapiens"
"3159","ENSG00000137309","","high mobility group AT-hook 1(HMGA1)","Homo sapiens"
"3161","ENSG00000072571","","hyaluronan mediated motility receptor(HMMR)","Homo sapiens"
"3162","ENSG00000100292","","heme oxygenase 1(HMOX1)","Homo sapiens"
"3163","ENSG00000103415","","heme oxygenase 2(HMOX2)","Homo sapiens"
"3164","ENSG00000123358","","nuclear receptor subfamily 4 group A member 1(NR4A1)","Homo sapiens"
"3166","ENSG00000215612","","H6 family homeobox 1(HMX1)","Homo sapiens"
"3167","ENSG00000188816","","H6 family homeobox 2(HMX2)","Homo sapiens"
"3169","ENSG00000129514","","forkhead box A1(FOXA1)","Homo sapiens"
"3170","ENSG00000125798","","forkhead box A2(FOXA2)","Homo sapiens"
"3171","ENSG00000170608","","forkhead box A3(FOXA3)","Homo sapiens"
"3172","ENSG00000101076","","hepatocyte nuclear factor 4 alpha(HNF4A)","Homo sapiens"
"3174","ENSG00000164749","","hepatocyte nuclear factor 4 gamma(HNF4G)","Homo sapiens"
"3175","ENSG00000169856","","one cut homeobox 1(ONECUT1)","Homo sapiens"
"3176","ENSG00000150540","","histamine N-methyltransferase(HNMT)","Homo sapiens"
"3177","ENSG00000174669","","solute carrier family 29 member 2(SLC29A2)","Homo sapiens"
"3178","ENSG00000135486","","heterogeneous nuclear ribonucleoprotein A1(HNRNPA1)","Homo sapiens"
"3181","ENSG00000122566","","heterogeneous nuclear ribonucleoprotein A2/B1(HNRNPA2B1)","Homo sapiens"
"3182","ENSG00000197451","","heterogeneous nuclear ribonucleoprotein A/B(HNRNPAB)","Homo sapiens"
"3183","ENSG00000092199","","heterogeneous nuclear ribonucleoprotein C(HNRNPC)","Homo sapiens"
"3184","ENSG00000138668","","heterogeneous nuclear ribonucleoprotein D(HNRNPD)","Homo sapiens"
"3185","ENSG00000169813","","heterogeneous nuclear ribonucleoprotein F(HNRNPF)","Homo sapiens"
"3187","ENSG00000169045","","heterogeneous nuclear ribonucleoprotein H1(HNRNPH1)","Homo sapiens"
"3188","ENSG00000126945","","heterogeneous nuclear ribonucleoprotein H2(HNRNPH2)","Homo sapiens"
"3189","ENSG00000096746","","heterogeneous nuclear ribonucleoprotein H3(HNRNPH3)","Homo sapiens"
"3190","ENSG00000165119","","heterogeneous nuclear ribonucleoprotein K(HNRNPK)","Homo sapiens"
"3191","ENSG00000104824","","heterogeneous nuclear ribonucleoprotein L(HNRNPL)","Homo sapiens"
"3192","ENSG00000153187","","heterogeneous nuclear ribonucleoprotein U(HNRNPU)","Homo sapiens"
"3195","ENSG00000107807","","T cell leukemia homeobox 1(TLX1)","Homo sapiens"
"3196","ENSG00000115297","","T cell leukemia homeobox 2(TLX2)","Homo sapiens"
"3198","ENSG00000105991","","homeobox A1(HOXA1)","Homo sapiens"
"3199","ENSG00000105996","","homeobox A2(HOXA2)","Homo sapiens"
"3200","ENSG00000105997","","homeobox A3(HOXA3)","Homo sapiens"
"3201","ENSG00000197576","","homeobox A4(HOXA4)","Homo sapiens"
"3202","ENSG00000106004","","homeobox A5(HOXA5)","Homo sapiens"
"3203","ENSG00000106006","","homeobox A6(HOXA6)","Homo sapiens"
"3204","ENSG00000122592","","homeobox A7(HOXA7)","Homo sapiens"
"3205","ENSG00000078399","","homeobox A9(HOXA9)","Homo sapiens"
"3206","ENSG00000253293","","homeobox A10(HOXA10)","Homo sapiens"
"3207","ENSG00000005073","","homeobox A11(HOXA11)","Homo sapiens"
"3208","ENSG00000121905","","hippocalcin(HPCA)","Homo sapiens"
"3209","ENSG00000106031","","homeobox A13(HOXA13)","Homo sapiens"
"3211","ENSG00000120094","","homeobox B1(HOXB1)","Homo sapiens"
"3212","ENSG00000173917","","homeobox B2(HOXB2)","Homo sapiens"
"3213","ENSG00000120093","","homeobox B3(HOXB3)","Homo sapiens"
"3214","ENSG00000182742","","homeobox B4(HOXB4)","Homo sapiens"
"3215","ENSG00000120075","","homeobox B5(HOXB5)","Homo sapiens"
"3216","ENSG00000108511","","homeobox B6(HOXB6)","Homo sapiens"
"3217","ENSG00000260027","","homeobox B7(HOXB7)","Homo sapiens"
"3218","ENSG00000120068","","homeobox B8(HOXB8)","Homo sapiens"
"3219","ENSG00000170689","","homeobox B9(HOXB9)","Homo sapiens"
"3221","ENSG00000198353","","homeobox C4(HOXC4)","Homo sapiens"
"3222","ENSG00000172789","","homeobox C5(HOXC5)","Homo sapiens"
"3223","ENSG00000197757","","homeobox C6(HOXC6)","Homo sapiens"
"3224","ENSG00000037965","","homeobox C8(HOXC8)","Homo sapiens"
"3225","ENSG00000180806","","homeobox C9(HOXC9)","Homo sapiens"
"3226","ENSG00000180818","","homeobox C10(HOXC10)","Homo sapiens"
"3227","ENSG00000123388","","homeobox C11(HOXC11)","Homo sapiens"
"3228","ENSG00000123407","","homeobox C12(HOXC12)","Homo sapiens"
"3229","ENSG00000123364","","homeobox C13(HOXC13)","Homo sapiens"
"3231","ENSG00000128645","","homeobox D1(HOXD1)","Homo sapiens"
"3232","ENSG00000128652","","homeobox D3(HOXD3)","Homo sapiens"
"3233","ENSG00000170166","","homeobox D4(HOXD4)","Homo sapiens"
"3234","ENSG00000175879","","homeobox D8(HOXD8)","Homo sapiens"
"3235","ENSG00000128709","","homeobox D9(HOXD9)","Homo sapiens"
"3236","ENSG00000128710","","homeobox D10(HOXD10)","Homo sapiens"
"3237","ENSG00000128713","","homeobox D11(HOXD11)","Homo sapiens"
"3238","ENSG00000170178","","homeobox D12(HOXD12)","Homo sapiens"
"3239","ENSG00000128714","","homeobox D13(HOXD13)","Homo sapiens"
"3240","ENSG00000257017","","haptoglobin(HP)","Homo sapiens"
"3241","ENSG00000115756","","hippocalcin like 1(HPCAL1)","Homo sapiens"
"3242","ENSG00000158104","","4-hydroxyphenylpyruvate dioxygenase(HPD)","Homo sapiens"
"3248","ENSG00000164120","","15-hydroxyprostaglandin dehydrogenase(HPGD)","Homo sapiens"
"3249","ENSG00000105707","","hepsin(HPN)","Homo sapiens"
"3250","ENSG00000261701","","haptoglobin-related protein(HPR)","Homo sapiens"
"3251","ENSG00000165704","","hypoxanthine phosphoribosyltransferase 1(HPRT1)","Homo sapiens"
"3255","ENSG00000256752","","hypoxanthine phosphoribosyltransferase 1 pseudogene 3(HPRT1P3)","Homo sapiens"
"3257","ENSG00000107521","","HPS1 biogenesis of lysosomal organelles complex 3 subunit 1(HPS1)","Homo sapiens"
"3263","ENSG00000110169","","hemopexin(HPX)","Homo sapiens"
"3265","ENSG00000174775","","HRas proto-oncogene, GTPase(HRAS)","Homo sapiens"
"3266","ENSG00000187682","","ES cell expressed Ras(ERAS)","Homo sapiens"
"3267","ENSG00000173744","","ArfGAP with FG repeats 1(AGFG1)","Homo sapiens"
"3268","ENSG00000106351","","ArfGAP with FG repeats 2(AGFG2)","Homo sapiens"
"3269","ENSG00000196639","","histamine receptor H1(HRH1)","Homo sapiens"
"3270","ENSG00000130528","","histidine rich calcium binding protein(HRC)","Homo sapiens"
"3273","ENSG00000113905","","histidine rich glycoprotein(HRG)","Homo sapiens"
"3274","ENSG00000113749","","histamine receptor H2(HRH2)","Homo sapiens"
"3275","ENSG00000160310","","protein arginine methyltransferase 2(PRMT2)","Homo sapiens"
"3276","ENSG00000126457","","protein arginine methyltransferase 1(PRMT1)","Homo sapiens"
"3280","ENSG00000114315","","hes family bHLH transcription factor 1(HES1)","Homo sapiens"
"3281","ENSG00000230989","","heat shock factor binding protein 1(HSBP1)","Homo sapiens"
"3283","ENSG00000203857","","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1(HSD3B1)","Homo sapiens"
"3284","ENSG00000203859","","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2(HSD3B2)","Homo sapiens"
"3290","ENSG00000117594","","hydroxysteroid 11-beta dehydrogenase 1(HSD11B1)","Homo sapiens"
"3291","ENSG00000176387","","hydroxysteroid 11-beta dehydrogenase 2(HSD11B2)","Homo sapiens"
"3292","ENSG00000108786","","hydroxysteroid 17-beta dehydrogenase 1(HSD17B1)","Homo sapiens"
"3293","ENSG00000130948","","hydroxysteroid 17-beta dehydrogenase 3(HSD17B3)","Homo sapiens"
"3294","ENSG00000086696","","hydroxysteroid 17-beta dehydrogenase 2(HSD17B2)","Homo sapiens"
"3295","ENSG00000133835","","hydroxysteroid 17-beta dehydrogenase 4(HSD17B4)","Homo sapiens"
"3297","ENSG00000185122","","heat shock transcription factor 1(HSF1)","Homo sapiens"
"3298","ENSG00000025156","","heat shock transcription factor 2(HSF2)","Homo sapiens"
"3299","ENSG00000102878","","heat shock transcription factor 4(HSF4)","Homo sapiens"
"3300","ENSG00000135924","","DnaJ heat shock protein family (Hsp40) member B2(DNAJB2)","Homo sapiens"
"3301","ENSG00000086061","","DnaJ heat shock protein family (Hsp40) member A1(DNAJA1)","Homo sapiens"
"3303","ENSG00000204389","","heat shock protein family A (Hsp70) member 1A(HSPA1A)","Homo sapiens"
"3304","ENSG00000204388","","heat shock protein family A (Hsp70) member 1B(HSPA1B)","Homo sapiens"
"3305","ENSG00000204390","","heat shock protein family A (Hsp70) member 1 like(HSPA1L)","Homo sapiens"
"3306","ENSG00000126803","","heat shock protein family A (Hsp70) member 2(HSPA2)","Homo sapiens"
"3308","ENSG00000170606","","heat shock protein family A (Hsp70) member 4(HSPA4)","Homo sapiens"
"3309","ENSG00000044574","","heat shock protein family A (Hsp70) member 5(HSPA5)","Homo sapiens"
"3310","ENSG00000173110","","heat shock protein family A (Hsp70) member 6(HSPA6)","Homo sapiens"
"3311","ENSG00000225217","","heat shock protein family A (Hsp70) member 7 (pseudogene)(HSPA7)","Homo sapiens"
"3312","ENSG00000109971","","heat shock protein family A (Hsp70) member 8(HSPA8)","Homo sapiens"
"3313","ENSG00000113013","","heat shock protein family A (Hsp70) member 9(HSPA9)","Homo sapiens"
"3314","ENSG00000234176","","heat shock protein family A (Hsp70) member 8 pseudogene 1(HSPA8P1)","Homo sapiens"
"3315","ENSG00000106211","","heat shock protein family B (small) member 1(HSPB1)","Homo sapiens"
"3316","ENSG00000170276","","heat shock protein family B (small) member 2(HSPB2)","Homo sapiens"
"3320","ENSG00000080824","","heat shock protein 90 alpha family class A member 1(HSP90AA1)","Homo sapiens"
"3321","ENSG00000143061","","immunoglobulin superfamily member 3(IGSF3)","Homo sapiens"
"3326","ENSG00000096384","","heat shock protein 90 alpha family class B member 1(HSP90AB1)","Homo sapiens"
"3327","ENSG00000183199","","heat shock protein 90 alpha family class B member 3, pseudogene(HSP90AB3P)","Homo sapiens"
"3329","ENSG00000144381","","heat shock protein family D (Hsp60) member 1(HSPD1)","Homo sapiens"
"3336","ENSG00000115541","","heat shock protein family E (Hsp10) member 1(HSPE1)","Homo sapiens"
"3337","ENSG00000132002","","DnaJ heat shock protein family (Hsp40) member B1(DNAJB1)","Homo sapiens"
"3338","ENSG00000110011","","DnaJ heat shock protein family (Hsp40) member C4(DNAJC4)","Homo sapiens"
"3339","ENSG00000142798","","heparan sulfate proteoglycan 2(HSPG2)","Homo sapiens"
"3340","ENSG00000070614","","N-deacetylase and N-sulfotransferase 1(NDST1)","Homo sapiens"
"3344","ENSG00000170802","","forkhead box N2(FOXN2)","Homo sapiens"
"3346","ENSG00000126550","","histatin 1(HTN1)","Homo sapiens"
"3347","ENSG00000205649","","histatin 3(HTN3)","Homo sapiens"
"3350","ENSG00000178394","","5-hydroxytryptamine receptor 1A(HTR1A)","Homo sapiens"
"3351","ENSG00000135312","","5-hydroxytryptamine receptor 1B(HTR1B)","Homo sapiens"
"3352","ENSG00000179546","","5-hydroxytryptamine receptor 1D(HTR1D)","Homo sapiens"
"3354","ENSG00000168830","","5-hydroxytryptamine receptor 1E(HTR1E)","Homo sapiens"
"3355","ENSG00000179097","","5-hydroxytryptamine receptor 1F(HTR1F)","Homo sapiens"
"3356","ENSG00000102468","","5-hydroxytryptamine receptor 2A(HTR2A)","Homo sapiens"
"3357","ENSG00000135914","","5-hydroxytryptamine receptor 2B(HTR2B)","Homo sapiens"
"3358","ENSG00000147246","","5-hydroxytryptamine receptor 2C(HTR2C)","Homo sapiens"
"3359","ENSG00000166736","","5-hydroxytryptamine receptor 3A(HTR3A)","Homo sapiens"
"3360","ENSG00000164270","","5-hydroxytryptamine receptor 4(HTR4)","Homo sapiens"
"3361","ENSG00000157219","","5-hydroxytryptamine receptor 5A(HTR5A)","Homo sapiens"
"3362","ENSG00000158748","","5-hydroxytryptamine receptor 6(HTR6)","Homo sapiens"
"3363","ENSG00000148680","","5-hydroxytryptamine receptor 7(HTR7)","Homo sapiens"
"3364","ENSG00000136273","","HUS1 checkpoint clamp component(HUS1)","Homo sapiens"
"3371","ENSG00000041982","","tenascin C(TNC)","Homo sapiens"
"3373","ENSG00000114378","","hyaluronidase 1(HYAL1)","Homo sapiens"
"3375","ENSG00000121351","","islet amyloid polypeptide(IAPP)","Homo sapiens"
"3376","ENSG00000196305","","isoleucyl-tRNA synthetase 1(IARS1)","Homo sapiens"
"3381","ENSG00000029559","","integrin binding sialoprotein(IBSP)","Homo sapiens"
"3382","ENSG00000003147","","islet cell autoantigen 1(ICA1)","Homo sapiens"
"3383","ENSG00000090339","","intercellular adhesion molecule 1(ICAM1)","Homo sapiens"
"3384","ENSG00000108622","","intercellular adhesion molecule 2(ICAM2)","Homo sapiens"
"3385","ENSG00000076662","","intercellular adhesion molecule 3(ICAM3)","Homo sapiens"
"3386","ENSG00000105371","","intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)(ICAM4)","Homo sapiens"
"3394","ENSG00000140968","","interferon regulatory factor 8(IRF8)","Homo sapiens"
"3396","ENSG00000167862","","mitochondrial ribosomal protein L58(MRPL58)","Homo sapiens"
"3397","ENSG00000125968","","inhibitor of DNA binding 1(ID1)","Homo sapiens"
"3398","ENSG00000115738","","inhibitor of DNA binding 2(ID2)","Homo sapiens"
"3399","ENSG00000117318","","inhibitor of DNA binding 3(ID3)","Homo sapiens"
"3400","ENSG00000172201","","inhibitor of DNA binding 4(ID4)","Homo sapiens"
"3416","ENSG00000119912","","insulin degrading enzyme(IDE)","Homo sapiens"
"3417","ENSG00000138413","","isocitrate dehydrogenase (NADP(+)) 1(IDH1)","Homo sapiens"
"3418","ENSG00000182054","","isocitrate dehydrogenase (NADP(+)) 2(IDH2)","Homo sapiens"
"3419","ENSG00000166411","","isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha(IDH3A)","Homo sapiens"
"3420","ENSG00000101365","","isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta(IDH3B)","Homo sapiens"
"3421","ENSG00000067829","","isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma(IDH3G)","Homo sapiens"
"3422","ENSG00000067064","","isopentenyl-diphosphate delta isomerase 1(IDI1)","Homo sapiens"
"3423","ENSG00000241489,ENSG00000010404","","iduronate 2-sulfatase(IDS)","Homo sapiens"
"3425","ENSG00000127415","","alpha-L-iduronidase(IDUA)","Homo sapiens"
"3426","ENSG00000205403","","complement factor I(CFI)","Homo sapiens"
"3428","ENSG00000163565","","interferon gamma inducible protein 16(IFI16)","Homo sapiens"
"3429","ENSG00000165949","","interferon alpha inducible protein 27(IFI27)","Homo sapiens"
"3430","ENSG00000068079","","interferon induced protein 35(IFI35)","Homo sapiens"
"3431","ENSG00000135899","","SP110 nuclear body protein(SP110)","Homo sapiens"
"3433","ENSG00000119922","","interferon induced protein with tetratricopeptide repeats 2(IFIT2)","Homo sapiens"
"3434","ENSG00000185745","","interferon induced protein with tetratricopeptide repeats 1(IFIT1)","Homo sapiens"
"3437","ENSG00000119917","","interferon induced protein with tetratricopeptide repeats 3(IFIT3)","Homo sapiens"
"3439","ENSG00000197919","","interferon alpha 1(IFNA1)","Homo sapiens"
"3440","ENSG00000188379","","interferon alpha 2(IFNA2)","Homo sapiens"
"3441","ENSG00000236637","","interferon alpha 4(IFNA4)","Homo sapiens"
"3442","ENSG00000147873","","interferon alpha 5(IFNA5)","Homo sapiens"
"3443","ENSG00000120235","","interferon alpha 6(IFNA6)","Homo sapiens"
"3444","ENSG00000214042","","interferon alpha 7(IFNA7)","Homo sapiens"
"3445","ENSG00000120242","","interferon alpha 8(IFNA8)","Homo sapiens"
"3446","ENSG00000186803","","interferon alpha 10(IFNA10)","Homo sapiens"
"3447","ENSG00000233816","","interferon alpha 13(IFNA13)","Homo sapiens"
"3448","ENSG00000228083","","interferon alpha 14(IFNA14)","Homo sapiens"
"3449","ENSG00000147885","","interferon alpha 16(IFNA16)","Homo sapiens"
"3451","ENSG00000234829","","interferon alpha 17(IFNA17)","Homo sapiens"
"3452","ENSG00000137080","","interferon alpha 21(IFNA21)","Homo sapiens"
"3454","ENSG00000142166","","interferon alpha and beta receptor subunit 1(IFNAR1)","Homo sapiens"
"3455","ENSG00000159110","","interferon alpha and beta receptor subunit 2(IFNAR2)","Homo sapiens"
"3456","ENSG00000171855","","interferon beta 1(IFNB1)","Homo sapiens"
"3458","ENSG00000111537","","interferon gamma(IFNG)","Homo sapiens"
"3459","ENSG00000027697","","interferon gamma receptor 1(IFNGR1)","Homo sapiens"
"3460","ENSG00000159128","","interferon gamma receptor 2(IFNGR2)","Homo sapiens"
"3461","ENSG00000231195","","interferon alpha 11, pseudogene(IFNA11P)","Homo sapiens"
"3463","ENSG00000226393","","interferon alpha 20, pseudogene(IFNA20P)","Homo sapiens"
"3467","ENSG00000177047","","interferon omega 1(IFNW1)","Homo sapiens"
"3474","ENSG00000238271","","interferon omega 1 pseudogene 19(IFNWP19)","Homo sapiens"
"3475","ENSG00000006652","","interferon related developmental regulator 1(IFRD1)","Homo sapiens"
"3476","ENSG00000089289","","immunoglobulin binding protein 1(IGBP1)","Homo sapiens"
"3479","ENSG00000017427","","insulin like growth factor 1(IGF1)","Homo sapiens"
"3480","ENSG00000140443","","insulin like growth factor 1 receptor(IGF1R)","Homo sapiens"
"3481","ENSG00000167244","","insulin like growth factor 2(IGF2)","Homo sapiens"
"3482","ENSG00000197081","","insulin like growth factor 2 receptor(IGF2R)","Homo sapiens"
"3483","ENSG00000099769","","insulin like growth factor binding protein acid labile subunit(IGFALS)","Homo sapiens"
"3484","ENSG00000146678","","insulin like growth factor binding protein 1(IGFBP1)","Homo sapiens"
"3485","ENSG00000115457","","insulin like growth factor binding protein 2(IGFBP2)","Homo sapiens"
"3486","ENSG00000146674","","insulin like growth factor binding protein 3(IGFBP3)","Homo sapiens"
