"ENTREZ_GENE_ID","Original ID","Value","Gene Name","Species"
"81075","ENSG00000242610","","olfactory receptor family 5 subfamily BH member 1 pseudogene(OR5BH1P)","Homo sapiens"
"81076","ENSG00000229082","","olfactory receptor family 5 subfamily AW member 1 pseudogene(OR5AW1P)","Homo sapiens"
"81077","ENSG00000274901","","olfactory receptor family 4 subfamily W member 1 pseudogene(OR4W1P)","Homo sapiens"
"81078","ENSG00000218549","","olfactory receptor family 4 subfamily K member 12 pseudogene(OR4K12P)","Homo sapiens"
"81079","ENSG00000179381","","olfactory receptor family 4 subfamily K member 11 pseudogene(OR4K11P)","Homo sapiens"
"81090","ENSG00000267450","","olfactory receptor family 1 subfamily AB member 1 pseudogene(OR1AB1P)","Homo sapiens"
"81099","ENSG00000176695","","olfactory receptor family 4 subfamily F member 17(OR4F17)","Homo sapiens"
"81104","ENSG00000285135","","olfactory receptor family 4 subfamily Q member 1 pseudogene(OR4Q1P)","Homo sapiens"
"81109","ENSG00000283680","","olfactory receptor family 11 subfamily K member 1 pseudogene(OR11K1P)","Homo sapiens"
"81110","ENSG00000258855","","olfactory receptor family 11 subfamily J member 2 pseudogene(OR11J2P)","Homo sapiens"
"81111","ENSG00000284788","","olfactory receptor family 11 subfamily J member 1 pseudogene(OR11J1P)","Homo sapiens"
"81113","ENSG00000258721","","olfactory receptor family 11 subfamily H member 3 pseudogene(OR11H3P)","Homo sapiens"
"81114","ENSG00000258275","","olfactory receptor family 7 subfamily K member 1 pseudogene(OR7K1P)","Homo sapiens"
"81115","ENSG00000258550","","olfactory receptor family 7 subfamily E member 106 pseudogene(OR7E106P)","Homo sapiens"
"81116","ENSG00000258423","","olfactory receptor family 7 subfamily E member 105 pseudogene(OR7E105P)","Homo sapiens"
"81126","ENSG00000258822","","olfactory receptor family 4 subfamily K member 16 pseudogene(OR4K16P)","Homo sapiens"
"81127","ENSG00000169488","","olfactory receptor family 4 subfamily K member 15(OR4K15)","Homo sapiens"
"81136","ENSG00000231667","","olfactory receptor family 7 subfamily E member 111 pseudogene(OR7E111P)","Homo sapiens"
"81138","ENSG00000227019","","olfactory receptor family 7 subfamily E member 101 pseudogene(OR7E101P)","Homo sapiens"
"81140","ENSG00000224622","","olfactory receptor family 9 subfamily R member 1 pseudogene(OR9R1P)","Homo sapiens"
"81153","ENSG00000186124","","olfactory receptor family 9 subfamily M member 1, pseudogene(OR9M1P)","Homo sapiens"
"81155","ENSG00000272685","","olfactory receptor family 9 subfamily I member 3 pseudogene(OR9I3P)","Homo sapiens"
"81159","ENSG00000181325","","olfactory receptor family 9 subfamily G member 3 pseudogene(OR9G3P)","Homo sapiens"
"81160","ENSG00000254825","","olfactory receptor family 9 subfamily G member 2 pseudogene(OR9G2P)","Homo sapiens"
"81163","ENSG00000255341","","olfactory receptor family 8 subfamily Q member 1 pseudogene(OR8Q1P)","Homo sapiens"
"81164","ENSG00000254903","","olfactory receptor family 8 subfamily L member 1 pseudogene(OR8L1P)","Homo sapiens"
"81166","ENSG00000254947","","olfactory receptor family 8 subfamily K member 4 pseudogene(OR8K4P)","Homo sapiens"
"81168","ENSG00000167822","","olfactory receptor family 8 subfamily J member 3(OR8J3)","Homo sapiens"
"81169","ENSG00000254658","","olfactory receptor family 8 subfamily J member 2 (gene/pseudogene)(OR8J2)","Homo sapiens"
"81175","ENSG00000228915","","olfactory receptor family 7 subfamily E member 128 pseudogene(OR7E128P)","Homo sapiens"
"81182","ENSG00000227806","","olfactory receptor family 5 subfamily W member 1 pseudogene(OR5W1P)","Homo sapiens"
"81185","ENSG00000227892","","olfactory receptor family 5 subfamily P member 4 pseudogene(OR5P4P)","Homo sapiens"
"81188","ENSG00000197866","","olfactory receptor family 5 subfamily M member 12 pseudogene(OR5M12P)","Homo sapiens"
"81191","ENSG00000205025","","olfactory receptor family 5 subfamily G member 5 pseudogene(OR5G5P)","Homo sapiens"
"81193","ENSG00000241356","","olfactory receptor family 5 subfamily G member 3 (gene/pseudogene)(OR5G3)","Homo sapiens"
"81194","ENSG00000182365","","olfactory receptor family 5 subfamily F member 2 pseudogene(OR5F2P)","Homo sapiens"
"81196","ENSG00000181837","","olfactory receptor family 5 subfamily D member 17 pseudogene(OR5D17P)","Homo sapiens"
"81198","ENSG00000255019","","olfactory receptor family 5 subfamily D member 15 pseudogene(OR5D15P)","Homo sapiens"
"81201","ENSG00000255386","","olfactory receptor family 5 subfamily BR member 1 pseudogene(OR5BR1P)","Homo sapiens"
"81202","ENSG00000273228","","olfactory receptor family 5 subfamily BQ member 1 pseudogene(OR5BQ1P)","Homo sapiens"
"81204","ENSG00000254848","","olfactory receptor family 5 subfamily BN member 1 pseudogene(OR5BN1P)","Homo sapiens"
"81205","ENSG00000272569","","olfactory receptor family 5 subfamily BL member 1 pseudogene(OR5BL1P)","Homo sapiens"
"81207","ENSG00000225538","","olfactory receptor family 5 subfamily BE member 1 pseudogene(OR5BE1P)","Homo sapiens"
"81208","ENSG00000255218","","olfactory receptor family 5 subfamily BC member 1 pseudogene(OR5BC1P)","Homo sapiens"
"81209","ENSG00000198261","","olfactory receptor family 5 subfamily BB member 1 pseudogene(OR5BB1P)","Homo sapiens"
"81210","ENSG00000255303","","olfactory receptor family 5 subfamily BA member 1 pseudogene(OR5BA1P)","Homo sapiens"
"81211","ENSG00000255431","","olfactory receptor family 5 subfamily B member 19 pseudogene(OR5B19P)","Homo sapiens"
"81215","ENSG00000273408","","olfactory receptor family 5 subfamily B member 15 pseudogene(OR5B15P)","Homo sapiens"
"81221","ENSG00000184741","","olfactory receptor family 5 subfamily AQ member 1 pseudogene(OR5AQ1P)","Homo sapiens"
"81223","ENSG00000254795","","olfactory receptor family 5 subfamily AP member 1 pseudogene(OR5AP1P)","Homo sapiens"
"81224","ENSG00000235678","","olfactory receptor family 5 subfamily AN member 2 pseudogene(OR5AN2P)","Homo sapiens"
"81226","ENSG00000255172","","olfactory receptor family 5 subfamily AM member 1 pseudogene(OR5AM1P)","Homo sapiens"
"81228","ENSG00000181282","","olfactory receptor family 5 subfamily AK member 3 pseudogene(OR5AK3P)","Homo sapiens"
"81230","ENSG00000255083","","olfactory receptor family 5 subfamily AK member 1 pseudogene(OR5AK1P)","Homo sapiens"
"81236","ENSG00000255481","","olfactory receptor family 56 subfamily A member 7 pseudogene(OR56A7P)","Homo sapiens"
"81242","ENSG00000249633","","olfactory receptor family 52 subfamily V member 1 pseudogene(OR52V1P)","Homo sapiens"
"81243","ENSG00000232381","","olfactory receptor family 52 subfamily U member 1 pseudogene(OR52U1P)","Homo sapiens"
"81244","ENSG00000233646","","olfactory receptor family 52 subfamily T member 1 pseudogene(OR52T1P)","Homo sapiens"
"81246","ENSG00000277514","","olfactory receptor family 52 subfamily Q member 1 pseudogene(OR52Q1P)","Homo sapiens"
"81248","ENSG00000181109","","olfactory receptor family 52 subfamily P member 1 (gene/pseudogene)(OR52P1)","Homo sapiens"
"81251","ENSG00000236965","","olfactory receptor family 52 subfamily N member 3 pseudogene(OR52N3P)","Homo sapiens"
"81261","ENSG00000248553","","olfactory receptor family 52 subfamily H member 2 pseudogene(OR52H2P)","Homo sapiens"
"81264","ENSG00000233563","","olfactory receptor family 52 subfamily E member 7 pseudogene(OR52E7P)","Homo sapiens"
"81270","ENSG00000231049","","olfactory receptor family 52 subfamily B member 5 pseudogene(OR52B5P)","Homo sapiens"
"81274","ENSG00000180909","","olfactory receptor family 52 subfamily B member 1 pseudogene(OR52B1P)","Homo sapiens"
"81278","ENSG00000248424","","olfactory receptor family 51 subfamily K member 1 pseudogene(OR51K1P)","Homo sapiens"
"81282","ENSG00000176893","","olfactory receptor family 51 subfamily G member 2(OR51G2)","Homo sapiens"
"81285","ENSG00000167332","","olfactory receptor family 51 subfamily E member 2(OR51E2)","Homo sapiens"
"81295","ENSG00000230484","","olfactory receptor family 51 subfamily A member 10 pseudogene(OR51A10P)","Homo sapiens"
"81298","ENSG00000254624","","olfactory receptor family 4 subfamily R member 3 pseudogene(OR4R3P)","Homo sapiens"
"81300","ENSG00000181927","","olfactory receptor family 4 subfamily P member 4(OR4P4)","Homo sapiens"
"81304","ENSG00000254770","","olfactory receptor family 4 subfamily D member 7 pseudogene(OR4D7P)","Homo sapiens"
"81309","ENSG00000181939","","olfactory receptor family 4 subfamily C member 15(OR4C15)","Homo sapiens"
"81310","ENSG00000233301","","olfactory receptor family 4 subfamily C member 14 pseudogene(OR4C14P)","Homo sapiens"
"81315","ENSG00000225997","","olfactory receptor family 4 subfamily A member 8 (gene/pseudogene)(OR4A8)","Homo sapiens"
"81316","ENSG00000255349","","olfactory receptor family 4 subfamily A member 7 pseudogene(OR4A7P)","Homo sapiens"
"81318","ENSG00000221840","","olfactory receptor family 4 subfamily A member 5(OR4A5)","Homo sapiens"
"81320","ENSG00000254464","","olfactory receptor family 4 subfamily A member 3 pseudogene(OR4A3P)","Homo sapiens"
"81322","ENSG00000181943","","olfactory receptor family 4 subfamily A member 21 pseudogene(OR4A21P)","Homo sapiens"
"81324","ENSG00000254940","","olfactory receptor family 4 subfamily A member 19 pseudogene(OR4A19P)","Homo sapiens"
"81325","ENSG00000254637","","olfactory receptor family 4 subfamily A member 18 pseudogene(OR4A18P)","Homo sapiens"
"81327","ENSG00000181961","","olfactory receptor family 4 subfamily A member 16(OR4A16)","Homo sapiens"
"81328","ENSG00000181958","","olfactory receptor family 4 subfamily A member 15(OR4A15)","Homo sapiens"
"81330","ENSG00000181950","","olfactory receptor family 4 subfamily A member 13 pseudogene(OR4A13P)","Homo sapiens"
"81331","ENSG00000254723","","olfactory receptor family 4 subfamily A member 12 pseudogene(OR4A12P)","Homo sapiens"
"81336","ENSG00000232511","","olfactory receptor family 2 subfamily AH member 1 pseudogene(OR2AH1P)","Homo sapiens"
"81340","ENSG00000254403","","olfactory receptor family 10 subfamily Y member 1 pseudogene(OR10Y1P)","Homo sapiens"
"81341","ENSG00000172772","","olfactory receptor family 10 subfamily W member 1(OR10W1)","Homo sapiens"
"81342","ENSG00000254743","","olfactory receptor family 10 subfamily V member 3 pseudogene(OR10V3P)","Homo sapiens"
"81343","ENSG00000255538","","olfactory receptor family 10 subfamily V member 2 pseudogene(OR10V2P)","Homo sapiens"
"81345","ENSG00000272900","","olfactory receptor family 10 subfamily Q member 2 pseudogene(OR10Q2P)","Homo sapiens"
"81352","ENSG00000273336","","olfactory receptor family 7 subfamily M member 1 pseudogene(OR7M1P)","Homo sapiens"
"81354","ENSG00000235623","","olfactory receptor family 7 subfamily E member 110 pseudogene(OR7E110P)","Homo sapiens"
"81356","ENSG00000273327","","olfactory receptor family 6 subfamily L member 2 pseudogene(OR6L2P)","Homo sapiens"
"81358","ENSG00000225072","","olfactory receptor family 7 subfamily E member 116 pseudogene(OR7E116P)","Homo sapiens"
"81363","ENSG00000270432","","olfactory receptor family 7 subfamily E member 108 pseudogene(OR7E108P)","Homo sapiens"
"81366","ENSG00000236110","","olfactory receptor family 2 subfamily AM member 1 pseudogene(OR2AM1P)","Homo sapiens"
"81377","ENSG00000243641","","olfactory receptor family 13 subfamily C member 7 (gene/pseudogene)(OR13C7)","Homo sapiens"
"81390","ENSG00000217874","","olfactory receptor family 4 subfamily F member 7 pseudogene(OR4F7P)","Homo sapiens"
"81392","ENSG00000244623","","olfactory receptor family 2 subfamily AE member 1(OR2AE1)","Homo sapiens"
"81399","ENSG00000284662","","olfactory receptor family 4 subfamily F member 16(OR4F16)","Homo sapiens"
"81406","ENSG00000168126","","olfactory receptor family 2 subfamily W member 6 pseudogene(OR2W6P)","Homo sapiens"
"81407","ENSG00000216629","","olfactory receptor family 2 subfamily W member 4 pseudogene(OR2W4P)","Homo sapiens"
"81419","ENSG00000250710","","olfactory receptor family 7 subfamily E member 99 pseudogene(OR7E99P)","Homo sapiens"
"81428","ENSG00000215160","","olfactory receptor family 7 subfamily E member 122 pseudogene(OR7E122P)","Homo sapiens"
"81430","ENSG00000242525","","olfactory receptor family 7 subfamily E member 100 pseudogene(OR7E100P)","Homo sapiens"
"81431","ENSG00000213439","","olfactory receptor family 5 subfamily AC member 1 (gene/pseudogene)(OR5AC1)","Homo sapiens"
"81438","ENSG00000275771","","olfactory receptor family 4 subfamily G member 6 pseudogene(OR4G6P)","Homo sapiens"
"81439","ENSG00000228336","","olfactory receptor family 9 subfamily H member 1 pseudogene (gene/pseudogene)(OR9H1)","Homo sapiens"
"81440","ENSG00000230576","","olfactory receptor family 6 subfamily R member 1 pseudogene(OR6R1P)","Homo sapiens"
"81442","ENSG00000188340","","olfactory receptor family 6 subfamily N member 2(OR6N2)","Homo sapiens"
"81448","ENSG00000196171","","olfactory receptor family 6 subfamily K member 2(OR6K2)","Homo sapiens"
"81449","ENSG00000231237","","olfactory receptor family 6 subfamily K member 1 pseudogene(OR6K1P)","Homo sapiens"
"81458","ENSG00000227152","","olfactory receptor family 2 subfamily T member 7 (gene/pseudogene)(OR2T7)","Homo sapiens"
"81462","ENSG00000237492","","olfactory receptor family 2 subfamily L member 9 pseudogene(OR2L9P)","Homo sapiens"
"81465","ENSG00000232215","","olfactory receptor family 2 subfamily L member 6 pseudogene(OR2L6P)","Homo sapiens"
"81466","ENSG00000197454","","olfactory receptor family 2 subfamily L member 5(OR2L5)","Homo sapiens"
"81469","ENSG00000177476","","olfactory receptor family 2 subfamily G member 3(OR2G3)","Homo sapiens"
"81470","ENSG00000177489","","olfactory receptor family 2 subfamily G member 2(OR2G2)","Homo sapiens"
"81472","ENSG00000196242","","olfactory receptor family 2 subfamily C member 3(OR2C3)","Homo sapiens"
"81474","ENSG00000229724","","olfactory receptor family 2 subfamily AQ member 1 pseudogene(OR2AQ1P)","Homo sapiens"
"81487","ENSG00000180409","","olfactory receptor family 10 subfamily AA member 1 pseudogene(OR10AA1P)","Homo sapiens"
"81488","ENSG00000255529","","RNA polymerase II subunit M(POLR2M)","Homo sapiens"
"81490","ENSG00000174915","","phosphatidylserine synthase 2(PTDSS2)","Homo sapiens"
"81491","ENSG00000112218","","G protein-coupled receptor 63(GPR63)","Homo sapiens"
"81492","ENSG00000104941","","radial spoke head 6 homolog A(RSPH6A)","Homo sapiens"
"81493","ENSG00000162520","","syncoilin, intermediate filament protein(SYNC)","Homo sapiens"
"81494","ENSG00000134389","","complement factor H related 5(CFHR5)","Homo sapiens"
"81501","ENSG00000164935","","dendrocyte expressed seven transmembrane protein(DCSTAMP)","Homo sapiens"
"81502","ENSG00000101294","","histocompatibility minor 13(HM13)","Homo sapiens"
"81532","ENSG00000182208","","MOB kinase activator 2(MOB2)","Homo sapiens"
"81533","ENSG00000129636","","integrin alpha FG-GAP repeat containing 1(ITFG1)","Homo sapiens"
"81537","ENSG00000126821","","sphingosine-1-phosphate phosphatase 1(SGPP1)","Homo sapiens"
"81539","ENSG00000111371","","solute carrier family 38 member 1(SLC38A1)","Homo sapiens"
"81542","ENSG00000139921","","thioredoxin related transmembrane protein 1(TMX1)","Homo sapiens"
"81543","ENSG00000160233","","leucine rich repeat containing 3(LRRC3)","Homo sapiens"
"81544","ENSG00000158555","","glycerophosphodiester phosphodiesterase domain containing 5(GDPD5)","Homo sapiens"
"81545","ENSG00000145868","","F-box protein 38(FBXO38)","Homo sapiens"
"81550","ENSG00000083544","","tudor domain containing 3(TDRD3)","Homo sapiens"
"81551","ENSG00000015592","","stathmin 4(STMN4)","Homo sapiens"
"81552","ENSG00000154978","","VOPP1 WW domain binding protein(VOPP1)","Homo sapiens"
"81553","ENSG00000197872","","CYFIP related Rac1 interactor A(CYRIA)","Homo sapiens"
"81554","ENSG00000274523","","RCC1 like(RCC1L)","Homo sapiens"
"81555","ENSG00000145817","","Yip1 domain family member 5(YIPF5)","Homo sapiens"
"81556","ENSG00000138614","","integrator complex subunit 14(INTS14)","Homo sapiens"
"81557","ENSG00000187243","","MAGE family member D4B(MAGED4B)","Homo sapiens"
"81558","ENSG00000121104","","family with sequence similarity 117 member A(FAM117A)","Homo sapiens"
"81559","ENSG00000154370","","tripartite motif containing 11(TRIM11)","Homo sapiens"
"81562","ENSG00000114988","","lectin, mannose binding 2 like(LMAN2L)","Homo sapiens"
"81563","ENSG00000116667","","chromosome 1 open reading frame 21(C1orf21)","Homo sapiens"
"81565","ENSG00000166579","","nudE neurodevelopment protein 1 like 1(NDEL1)","Homo sapiens"
"81566","ENSG00000110925","","cysteine and serine rich nuclear protein 2(CSRNP2)","Homo sapiens"
"81567","ENSG00000239264","","thioredoxin domain containing 5(TXNDC5)","Homo sapiens"
"81569","ENSG00000117148","","actin like 8(ACTL8)","Homo sapiens"
"81570","ENSG00000162129","","ClpB family mitochondrial disaggregase(CLPB)","Homo sapiens"
"81571","ENSG00000236901","","MIR600 host gene(MIR600HG)","Homo sapiens"
"81572","ENSG00000088356","","p53 and DNA damage regulated 1(PDRG1)","Homo sapiens"
"81573","ENSG00000118454","","ankyrin repeat domain 13C(ANKRD13C)","Homo sapiens"
"81575","ENSG00000178878","","apolipoprotein L domain containing 1(APOLD1)","Homo sapiens"
"81576","ENSG00000104957","","YJU2 splicing factor homolog B(YJU2B)","Homo sapiens"
"81577","ENSG00000141098","","Gfo/Idh/MocA-like oxidoreductase domain containing 2(GFOD2)","Homo sapiens"
"81578","ENSG00000124749","","collagen type XXI alpha 1 chain(COL21A1)","Homo sapiens"
"81579","ENSG00000123739","","phospholipase A2 group XIIA(PLA2G12A)","Homo sapiens"
"81602","ENSG00000102543","","cytidine and dCMP deaminase domain containing 1(CDADC1)","Homo sapiens"
"81603","ENSG00000171206","","tripartite motif containing 8(TRIM8)","Homo sapiens"
"81605","ENSG00000167118","","ubiquitin related modifier 1(URM1)","Homo sapiens"
"81606","ENSG00000213626","","LBH regulator of Wnt signaling pathway(LBH)","Homo sapiens"
"81607","ENSG00000143217","","nectin cell adhesion molecule 4(NECTIN4)","Homo sapiens"
"81608","ENSG00000145216","","factor interacting with PAPOLA and CPSF1(FIP1L1)","Homo sapiens"
"81609","ENSG00000143376","","sorting nexin 27(SNX27)","Homo sapiens"
"81610","ENSG00000101447","","family with sequence similarity 83 member D(FAM83D)","Homo sapiens"
"81611","ENSG00000143401","","acidic nuclear phosphoprotein 32 family member E(ANP32E)","Homo sapiens"
"81614","ENSG00000140157","","NIPA magnesium transporter 2(NIPA2)","Homo sapiens"
"81615","ENSG00000152128","","transmembrane protein 163(TMEM163)","Homo sapiens"
"81616","ENSG00000130377","","acyl-CoA synthetase bubblegum family member 2(ACSBG2)","Homo sapiens"
"81617","ENSG00000102547","","calcium binding protein 39 like(CAB39L)","Homo sapiens"
"81618","ENSG00000135916","","integral membrane protein 2C(ITM2C)","Homo sapiens"
"81619","ENSG00000108219","","tetraspanin 14(TSPAN14)","Homo sapiens"
"81620","ENSG00000167513","","chromatin licensing and DNA replication factor 1(CDT1)","Homo sapiens"
"81621","ENSG00000107821","","Kazal type serine peptidase inhibitor domain 1(KAZALD1)","Homo sapiens"
"81622","ENSG00000110057","","unc-93B1 regulator of TLR signaling(UNC93B1)","Homo sapiens"
"81623","ENSG00000125788","","defensin beta 126(DEFB126)","Homo sapiens"
"81624","ENSG00000139734","","diaphanous related formin 3(DIAPH3)","Homo sapiens"
"81626","ENSG00000157060","","SHC binding and spindle associated 1 like(SHCBP1L)","Homo sapiens"
"81627","ENSG00000121486","","tRNA methyltransferase 1L(TRMT1L)","Homo sapiens"
"81628","ENSG00000166925","","TSC22 domain family member 4(TSC22D4)","Homo sapiens"
"81629","ENSG00000162526","","testis specific serine kinase 3(TSSK3)","Homo sapiens"
"81631","ENSG00000140941","","microtubule associated protein 1 light chain 3 beta(MAP1LC3B)","Homo sapiens"
"81669","ENSG00000221978","","cyclin L2(CCNL2)","Homo sapiens"
"81671","ENSG00000062716","","vacuole membrane protein 1(VMP1)","Homo sapiens"
"81688","ENSG00000112308","","chromosome 6 open reading frame 62(C6orf62)","Homo sapiens"
"81689","ENSG00000135070","","iron-sulfur cluster assembly 1(ISCA1)","Homo sapiens"
"81691","ENSG00000005189","","RNA exonuclease 5(REXO5)","Homo sapiens"
"81693","ENSG00000166126","","amnion associated transmembrane protein(AMN)","Homo sapiens"
"81694","ENSG00000217315","","olfactory receptor family 2 subfamily W member 2 pseudogene(OR2W2P)","Homo sapiens"
"81695","ENSG00000187763","","olfactory receptor family 2 subfamily B member 7 pseudogene(OR2B7P)","Homo sapiens"
"81696","ENSG00000243729","","olfactory receptor family 5 subfamily V member 1(OR5V1)","Homo sapiens"
"81697","ENSG00000168131","","olfactory receptor family 2 subfamily B member 2(OR2B2)","Homo sapiens"
"81704","ENSG00000107099","","dedicator of cytokinesis 8(DOCK8)","Homo sapiens"
"81706","ENSG00000198729","","protein phosphatase 1 regulatory inhibitor subunit 14C(PPP1R14C)","Homo sapiens"
"81786","ENSG00000146054","","tripartite motif containing 7(TRIM7)","Homo sapiens"
"81788","ENSG00000163545","","NUAK family kinase 2(NUAK2)","Homo sapiens"
"81789","ENSG00000164296","","tigger transposable element derived 6(TIGD6)","Homo sapiens"
"81790","ENSG00000120925","","ring finger protein 170(RNF170)","Homo sapiens"
"81792","ENSG00000151388","","ADAM metallopeptidase with thrombospondin type 1 motif 12(ADAMTS12)","Homo sapiens"
"81793","ENSG00000174123","","toll like receptor 10(TLR10)","Homo sapiens"
"81794","ENSG00000142303","","ADAM metallopeptidase with thrombospondin type 1 motif 10(ADAMTS10)","Homo sapiens"
"81796","ENSG00000137571","","solute carrier organic anion transporter family member 5A1(SLCO5A1)","Homo sapiens"
"81797","ENSG00000112462","","olfactory receptor family 12 subfamily D member 3(OR12D3)","Homo sapiens"
"81831","ENSG00000171208","","neuropilin and tolloid like 2(NETO2)","Homo sapiens"
"81832","ENSG00000166342","","neuropilin and tolloid like 1(NETO1)","Homo sapiens"
"81833","ENSG00000118434","","sperm acrosome associated 1(SPACA1)","Homo sapiens"
"81839","ENSG00000173218","","VANGL planar cell polarity protein 1(VANGL1)","Homo sapiens"
"81844","ENSG00000169871","","tripartite motif containing 56(TRIM56)","Homo sapiens"
"81846","ENSG00000133812","","SET binding factor 2(SBF2)","Homo sapiens"
"81847","ENSG00000118518","","ring finger protein 146(RNF146)","Homo sapiens"
"81848","ENSG00000187678","","sprouty RTK signaling antagonist 4(SPRY4)","Homo sapiens"
"81849","ENSG00000117069","","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5(ST6GALNAC5)","Homo sapiens"
"81850","ENSG00000221880","","keratin associated protein 1-3(KRTAP1-3)","Homo sapiens"
"81851","ENSG00000188581","","keratin associated protein 1-1(KRTAP1-1)","Homo sapiens"
"81853","ENSG00000137210","","transmembrane protein 14B(TMEM14B)","Homo sapiens"
"81855","ENSG00000107819","","sideroflexin 3(SFXN3)","Homo sapiens"
"81856","ENSG00000213020","","zinc finger protein 611(ZNF611)","Homo sapiens"
"81857","ENSG00000104973","","mediator complex subunit 25(MED25)","Homo sapiens"
"81858","ENSG00000179526","","SHANK associated RH domain interactor(SHARPIN)","Homo sapiens"
"81870","ENSG00000198083","","keratin associated protein 9-9(KRTAP9-9)","Homo sapiens"
"81871","ENSG00000198090","","keratin associated protein 4-6(KRTAP4-6)","Homo sapiens"
"81872","ENSG00000212725","","keratin associated protein 2-1(KRTAP2-1)","Homo sapiens"
"81873","ENSG00000136950","","actin related protein 2/3 complex subunit 5 like(ARPC5L)","Homo sapiens"
"81875","ENSG00000143319","","interferon stimulated exonuclease gene 20 like 2(ISG20L2)","Homo sapiens"
"81876","ENSG00000174903","","RAB1B, member RAS oncogene family(RAB1B)","Homo sapiens"
"81887","ENSG00000001497","","LAS1 like ribosome biogenesis factor(LAS1L)","Homo sapiens"
"81888","ENSG00000178922","","hydroxypyruvate isomerase (putative)(HYI)","Homo sapiens"
"81889","ENSG00000180185","","fumarylacetoacetate hydrolase domain containing 1(FAHD1)","Homo sapiens"
"81890","ENSG00000213339","","queuine tRNA-ribosyltransferase catalytic subunit 1(QTRT1)","Homo sapiens"
"81892","ENSG00000119705","","SRA stem-loop interacting RNA binding protein(SLIRP)","Homo sapiens"
"81893","ENSG00000260727","","solute carrier family 7 member 5 pseudogene 1(SLC7A5P1)","Homo sapiens"
"81894","ENSG00000155287","","solute carrier family 25 member 28(SLC25A28)","Homo sapiens"
"81926","ENSG00000129968","","abhydrolase domain containing 17A, depalmitoylase(ABHD17A)","Homo sapiens"
"81928","ENSG00000149679","","Cdk5 and Abl enzyme substrate 2(CABLES2)","Homo sapiens"
"81929","ENSG00000085415","","SEH1 like nucleoporin(SEH1L)","Homo sapiens"
"81930","ENSG00000121621","","kinesin family member 18A(KIF18A)","Homo sapiens"
"81931","ENSG00000184635","","zinc finger protein 93(ZNF93)","Homo sapiens"
"81932","ENSG00000119431","","haloacid dehalogenase like hydrolase domain containing 3(HDHD3)","Homo sapiens"
"83259","ENSG00000099715","","protocadherin 11 Y-linked(PCDH11Y)","Homo sapiens"
"83394","ENSG00000091622","","PITPNM family member 3(PITPNM3)","Homo sapiens"
"83401","ENSG00000119915","","ELOVL fatty acid elongase 3(ELOVL3)","Homo sapiens"
"83416","ENSG00000143297","","Fc receptor like 5(FCRL5)","Homo sapiens"
"83417","ENSG00000163518","","Fc receptor like 4(FCRL4)","Homo sapiens"
"83439","ENSG00000152284","","transcription factor 7 like 1(TCF7L1)","Homo sapiens"
"83440","ENSG00000159322","","ADP dependent glucokinase(ADPGK)","Homo sapiens"
"83442","ENSG00000142669","","SH3 domain binding glutamate rich protein like 3(SH3BGRL3)","Homo sapiens"
"83443","ENSG00000169976","","splicing factor 3b subunit 5(SF3B5)","Homo sapiens"
"83444","ENSG00000115274","","INO80 complex subunit B(INO80B)","Homo sapiens"
"83445","ENSG00000111305","","germ cell associated 1(GSG1)","Homo sapiens"
"83446","ENSG00000123171","","coiled-coil domain containing 70(CCDC70)","Homo sapiens"
"83447","ENSG00000151475","","solute carrier family 25 member 31(SLC25A31)","Homo sapiens"
"83448","ENSG00000129317","","pseudouridine synthase 7 like(PUS7L)","Homo sapiens"
"83449","ENSG00000118557","","polyamine modulated factor 1 binding protein 1(PMFBP1)","Homo sapiens"
"83450","ENSG00000171962","","dynein regulatory complex subunit 3(DRC3)","Homo sapiens"
"83451","ENSG00000106077","","abhydrolase domain containing 11(ABHD11)","Homo sapiens"
"83452","ENSG00000172007","","RAB33B, member RAS oncogene family(RAB33B)","Homo sapiens"
"83460","ENSG00000127774","","ER membrane protein complex subunit 6(EMC6)","Homo sapiens"
"83461","ENSG00000111665","","cell division cycle associated 3(CDCA3)","Homo sapiens"
"83463","ENSG00000213347","","MAX dimerization protein 3(MXD3)","Homo sapiens"
"83464","ENSG00000138613","","aph-1B gamma-secretase subunit(APH1B)","Homo sapiens"
"83468","ENSG00000120820","","glycosyltransferase 8 domain containing 2(GLT8D2)","Homo sapiens"
"83473","ENSG00000167216","","katanin catalytic subunit A1 like 2(KATNAL2)","Homo sapiens"
"83475","ENSG00000129932","","deoxyhypusine hydroxylase(DOHH)","Homo sapiens"
"83478","ENSG00000138639","","Rho GTPase activating protein 24(ARHGAP24)","Homo sapiens"
"83479","ENSG00000118197","","DEAD-box helicase 59(DDX59)","Homo sapiens"
"83480","ENSG00000110060","","pseudouridine synthase 3(PUS3)","Homo sapiens"
"83481","ENSG00000261150","","epiplakin 1(EPPK1)","Homo sapiens"
"83482","ENSG00000261678","","scratch family transcriptional repressor 1(SCRT1)","Homo sapiens"
"83483","ENSG00000130300","","plasmalemma vesicle associated protein(PLVAP)","Homo sapiens"
"83538","ENSG00000204815","","outer dynein arm docking complex subunit 4(ODAD4)","Homo sapiens"
"83539","ENSG00000154080","","carbohydrate sulfotransferase 9(CHST9)","Homo sapiens"
"83540","ENSG00000143228","","NUF2 component of NDC80 kinetochore complex(NUF2)","Homo sapiens"
