gene_ID	counts	Control1	Control2	Control3
10717	AOC3	4	0	3
100287722	AOC4P	0	0	0
23431	AOX1	3	1	1
9179	AOX3P-AOX2P	0	0	0
11154	AP1AR	386	318	649
91056	AP1B1	1004	964	1535
55745	AP1B1P1	0	0	0
55317	AP1G1	559	474	847
9907	AP1G2	58	68	82
317	AP1M1	156	151	242
320	AP1M2	379	325	586
321	AP1S1	2413	1722	2479
9546	AP1S2	54	31	61
322	AP1S3	130	135	212
54518	AP2A1	50	54	48
323	AP2A2	225	207	256
10307	AP2B1	618	660	825
324	AP2M1	477	433	646
10297	AP2S1	1783	1534	1988
147495	AP3B1	300	269	480
164284	AP3B2	75	52	86
325	AP3D1	611	641	1134
327	AP3M1	128	121	196
100506013	AP3M2	167	146	280
328	AP3S1	309	240	605
27301	AP3S2	3	2	5
51107	AP4B1	40	32	83
83464	AP4B1-AS1	0	0	0
8539	AP4E1	143	99	235
51074	AP4M1	19	33	67
200558	AP4S1	28	17	22
8862	AP5B1	149	139	191
187	AP5M1	69	81	148
333	AP5S1	63	47	74
334	AP5Z1	242	162	328
57136	APAF1	104	130	216
335	APBA1	1	0	1
104326055	APBA2	20	36	41
336	APBA3	28	19	29
337	APBB1	20	17	25
116519	APBB1IP	0	0	0
338	APBB2	52	48	57
339	APBB3	42	23	30
10930	APC	253	220	399
200315	APC2	7	6	14
100913187	APCDD1	0	1	0
9582	APCDD1L	0	0	1
100874530	APCDD1L-AS1	0	0	2
27350	APCS	0	0	0
140564	APEH	776	678	956
200316	APELA	0	0	0
60489	APEX1	947	944	1343
164668	APEX2	92	75	137
403314	APH1A	3178	2491	3834
55911	APH1B	3	3	3
341	API5	256	222	414
342	APIP	120	98	186
344	APITD1-CORT	0	0	0
345	APLF	6	3	3
346	APLN	3459	2801	6506
100533990	APLNR	0	0	0
347	APLP1	319	261	371
348	APLP2	2739	2941	4804
319	APMAP	190	148	379
350	APOA1	1	0	1
8542	APOA1-AS	0	0	0
23780	APOA2	1	1	0
80833	APOA4	0	0	0
80832	APOA5	2	2	5
80831	APOB	0	0	1
80830	APOBEC1	0	0	0
81575	APOBEC2	6	3	8
55937	APOBEC3A	0	0	0
79135	APOBEC3A_B	0	0	0
139322	APOBEC3B	9	9	8
644649	APOBEC3B-AS1	0	0	0
351	APOBEC3C	0	1	0
10513	APOBEC3D	3	5	13
26060	APOBEC3F	13	15	31
55198	APOBEC3G	0	0	0
353	APOBEC3H	0	0	0
100505854	APOBEC4	0	0	3
54840	APOBR	0	0	0
358	APOC1	59	73	106
89872	APOC1P1	1	0	1
282679	APOC2	0	0	0
375318	APOC3	2	0	0
653437	APOC4	0	0	0
359	APOC4-APOC2	0	0	0
360	APOD	12	13	28
361	APOE	6	7	8
147429	APOF	8	9	12
362	APOH	1	0	4
363	APOL1	0	1	0
364	APOL2	14	15	27
375719	APOL3	4	5	12
441432	APOL4	0	0	0
343	APOL5	0	0	0
366	APOL6	0	0	0
9716	APOLD1	66	55	107
367	APOM	0	1	1
369	APOO	55	42	109
116985	APOOL	201	178	375
116984	APOOP5	0	0	0
64411	APOPT1	251	196	298
23237	APP	505	493	827
372	APPBP2	201	145	283
374	APPL1	892	638	1372
9870	APPL2	125	101	204
375	APRT	664	668	1009
377	APTR	23	10	56
378	APTX	562	519	1071
106144532	AQP1	19	20	27
381	AQP10	0	0	0
382	AQP11	6	5	7
55738	AQP12A	0	0	0
84364	AQP12B	0	0	0
26286	AQP2	0	0	0
10565	AQP3	53	7	80
10564	AQP4	0	0	0
57221	AQP4-AS1	0	0	1
27236	AQP5	0	0	0
23647	AQP6	2	2	1
10139	AQP7	0	0	0
383	AQP7P1	0	0	0
384	AQP7P3	0	0	0
503582	AQP8	0	0	0
503640	AQP9	0	0	0
55082	AQR	218	172	363
392	AR	2664	2358	3984
79658	ARAF	108	79	139
9824	ARAP1	202	136	196
89839	ARAP2	118	102	189
94134	ARAP3	1	1	1
55843	ARC	0	0	1
55114	ARCN1	400	280	694
93663	AREG	19	8	31
84986	AREL1	110	99	195
100533184	ARF1	2946	2262	4634
57569	ARF3	825	660	1118
57584	ARF4	722	412	1334
58504	ARF4-AS1	12	4	29
57636	ARF5	4125	3708	4314
83478	ARF6	462	340	773
9938	ARFGAP1	224	149	225
23092	ARFGAP2	101	86	141
100874239	ARFGAP3	545	534	881
100874372	ARFGEF1	364	314	556
201176	ARFGEF2	488	471	757
146880	ARFGEF3	1440	1282	1947
109286553	ARFIP1	269	193	394
79822	ARFIP2	153	156	239
9411	ARFRP1	144	110	169
257106	ARG1	0	2	0
57514	ARG2	66	36	78
100874246	ARGFX	1	0	0
9743	ARGFXP2	0	0	0
115703	ARGLU1	835	784	1361
2909	ARHGAP1	273	255	432
158763	ARHGAP10	33	27	52
80728	ARHGAP11A	483	364	710
393	ARHGAP11B	18	15	35
343578	ARHGAP12	169	136	309
143872	ARHGAP15	21	13	25
9912	ARHGAP17	59	53	81
23526	ARHGAP18	186	122	256
394	ARHGAP19	125	94	226
84837	ARHGAP19-SLIT1	0	0	1
395	ARHGAP20	10	15	9
23779	ARHGAP21	386	342	605
64333	ARHGAP22	1	1	0
396	ARHGAP23	0	0	1
397	ARHGAP24	4	6	7
398	ARHGAP25	0	0	0
9138	ARHGAP26	123	78	175
9639	ARHGAP26-AS1	0	0	0
55160	ARHGAP26-IT1	0	1	0
9826	ARHGAP27	6	0	9
23365	ARHGAP27P1	3	1	1
22899	ARHGAP27P1-BPTFP1-KPNA2P3	9	2	20
27237	ARHGAP28	0	0	0
9828	ARHGAP29	199	177	284
23370	ARHGAP30	0	3	2
128272	ARHGAP31	13	4	5
9181	ARHGAP31-AS1	0	0	0
115557	ARHGAP32	99	73	139
26084	ARHGAP33	17	25	23
100507524	ARHGAP35	629	629	911
64283	ARHGAP36	0	0	0
50650	ARHGAP39	28	25	29
100874200	ARHGAP4	2	5	1
100271715	ARHGAP40	0	0	0
728377	ARHGAP42	38	32	52
445328	ARHGAP44	16	10	16
389337	ARHGAP45	91	70	210
54848	ARHGAP5	588	457	914
100874374	ARHGAP5-AS1	17	10	14
84904	ARHGAP6	84	81	106
50649	ARHGAP8	1	0	0
55701	ARHGAP9	0	2	2
7984	ARHGDIA	577	416	643
9459	ARHGDIB	1	2	0
8874	ARHGDIG	3	0	0
100874226	ARHGEF1	19	13	41
100874238	ARHGEF10	165	152	180
23229	ARHGEF10L	80	72	147
100874355	ARHGEF11	203	215	306
8289	ARHGEF12	815	678	1096
57492	ARHGEF15	1	0	0
196528	ARHGEF16	339	197	377
1820	ARHGEF17	9	8	14
10620	ARHGEF18	93	81	135
138715	ARHGEF19	49	43	59
5926	ARHGEF2	37	12	49
51742	ARHGEF25	33	17	32
10865	ARHGEF26	152	123	267
84159	ARHGEF26-AS1	12	11	19
25820	ARHGEF28	207	170	297
10425	ARHGEF3	8	12	10
646450	ARHGEF3-AS1	0	0	0
400	ARHGEF33	1	2	2
285598	ARHGEF34P	1	1	0
115761	ARHGEF35	3	0	1
392509	ARHGEF37	211	168	311
200894	ARHGEF38	222	171	326
80117	ARHGEF38-IT1	11	2	9
120534	ARHGEF39	95	79	132
644100	ARHGEF4	7	6	18
54622	ARHGEF40	14	7	11
339231	ARHGEF5	168	158	193
51326	ARHGEF6	21	11	34
100506084	ARHGEF7	125	131	220
402	ARHGEF7-AS1	0	0	0
100528018	ARHGEF7-AS2	0	0	0
23568	ARHGEF9	121	74	184
403	ARHGEF9-IT1	0	0	4
10124	ARID1A	900	777	1320
10123	ARID1B	174	159	344
379	ARID2	413	295	581
26225	ARID3A	76	51	119
221079	ARID3B	18	12	30
390790	ARID3C	0	0	5
84100	ARID4A	401	339	669
23204	ARID4B	1244	1135	2413
51329	ARID5A	8	5	17
10550	ARID5B	572	533	855
151188	ARIH1	387	284	632
127829	ARIH2	1042	967	1632
55207	ARIH2OS	0	1	0
132946	ARL1	795	591	1196
55156	ARL10	4	7	3
83787	ARL11	5	12	23
221481	ARL13A	6	1	7
84071	ARL13B	160	159	288
101929716	ARL14	0	0	1
219681	ARL14EP	201	194	214
79798	ARL14EPL	0	0	0
93436	ARL15	5	5	7
79637	ARL16	88	47	103
25852	ARL17A	2	0	1
80210	ARL17B	0	0	0
51309	ARL2	398	357	512
9823	ARL2-SNX15	0	0	0
51566	ARL2BP	145	176	281
100131755	ARL3	392	305	527
64860	ARL4A	206	215	312
100528062	ARL4C	9	5	20
54470	ARL4D	3	11	13
387715	ARL5A	91	64	140
405	ARL5B	63	64	89
9915	ARL5C	0	0	0
10552	ARL6	29	26	45
10095	ARL6IP1	840	711	1547
10109	ARL6IP4	1477	1282	2058
10094	ARL6IP5	426	314	608
10093	ARL6IP6	30	26	47
100526693	ARL8A	851	544	1229
10092	ARL8B	179	140	327
81873	ARL9	10	5	9
348110	ARMC1	623	532	823
10776	ARMC10	39	57	80
10777	ARMC12	2	3	7
407	ARMC2	2	5	7
408	ARMC2-AS1	1	0	0
409	ARMC3	4	5	5
92714	ARMC4	2	8	8
85026	ARMC4P1	2	2	2
27106	ARMC5	30	29	52
57561	ARMC6	86	62	119
100129716	ARMC7	24	18	43
91947	ARMC8	97	86	168
645432	ARMC9	104	84	177
410	ARMCX1	0	0	0
411	ARMCX2	0	1	1
414	ARMCX3	375	278	532
100506356	ARMCX4	77	86	155
416	ARMCX5	76	50	95
22901	ARMCX5-GPRASP2	3	6	1
347527	ARMCX6	14	9	11
340075	ARMS2	0	0	0
79642	ARMT1	43	28	80
153642	ARNT	243	165	371
417	ARNT2	6	3	11
419	ARNTL	28	13	52
420	ARNTL2	41	49	92
116969	ARNTL2-AS1	3	3	2
9048	ARPC1A	342	269	1075
64801	ARPC1B	346	221	642
421	ARPC2	1299	1107	1625
170302	ARPC3	867	614	1301
105378553	ARPC4	872	667	944
57412	ARPC4-TTLL3	0	0	0
427	ARPC5	1267	1084	2001
56624	ARPC5L	670	521	1148
653308	ARPIN	211	160	323
50807	ARPP19	626	523	835
29065	ARPP21	0	0	0
100507117	ARR3	6	3	0
8853	ARRB1	80	73	99
55616	ARRB2	154	139	239
51665	ARRDC1	54	38	97
136371	ARRDC1-AS1	60	51	71
140456	ARRDC2	74	45	118
142689	ARRDC3	95	59	99
79754	ARRDC3-AS1	8	2	11
142686	ARRDC4	63	36	62
142685	ARRDC5	0	0	0
92591	ARSA	226	193	306
339201	ARSB	25	16	39
127247	ARSD	125	118	202
401036	ARSD-AS1	0	0	0
51676	ARSE	0	0	0
51130	ARSF	0	0	0
51666	ARSG	4	7	5
140458	ARSH	0	0	0
140459	ARSI	0	0	0
140460	ARSJ	12	2	10
140461	ARSK	56	39	111
140462	ART1	0	0	1
728619	ART3	1	0	0
51008	ART4	1	1	2
84164	ART5	0	0	0
10973	ARTN	23	23	35
429	ARV1	56	36	73
430	ARVCF	122	66	160
56676	ARX	18	20	58
121549	AS-PTPRE	0	0	0
647219	AS3MT	0	0	0
25842	ASAH1	198	165	289
55723	ASAH2	0	0	0
432	ASAH2B	26	10	47
433	ASAP1	60	51	102
55870	ASAP1-IT1	6	3	1
645676	ASAP1-IT2	1	1	1
9070	ASAP2	221	159	335
41	ASAP3	18	10	19
40	ASB1	139	121	250
9311	ASB10	0	0	0
55515	ASB11	0	3	4
51802	ASB12	0	1	0
434	ASB13	21	24	49
435	ASB14	26	23	34
438	ASB15	1	3	1
8623	ASB16	1	3	2
80161	ASB16-AS1	32	32	70
440	ASB17	0	0	0
54529	ASB18	0	0	0
389652	ASB2	0	0	0
443	ASB3	22	18	24
554235	ASB4	33	15	32
374569	ASB5	0	0	0
444	ASB6	127	91	176
253982	ASB7	71	47	121
57168	ASB8	171	155	330
259266	ASB9	112	113	160
54829	ASB9P1	0	4	3
151516	ASCC1	97	89	129
79058	ASCC2	88	67	116
80150	ASCC3	385	346	579
445	ASCL1	1	0	1
28990	ASCL2	12	12	16
431705	ASCL3	0	0	0
460	ASCL4	0	0	1
23245	ASCL5	2	0	1
100128505	ASF1A	129	127	152
171023	ASF1B	663	451	919
55252	ASGR1	1	0	5
80816	ASGR2	0	0	0
136991	ASH1L	1044	925	1549
84896	ASH1L-AS1	28	29	39
29028	ASH2L	162	152	291
54454	ASIC1	36	29	34
55210	ASIC2	0	0	0
83858	ASIC3	5	2	15
219293	ASIC4	0	1	0
79915	ASIC5	0	0	0
79969	ASIP	0	0	0
85300	ASL	171	132	278
11101	ASMT	0	0	0
466	ASMTL	0	0	0
1386	ASMTL-AS1	0	0	0
467	ASNA1	373	279	460
468	ASNS	433	465	799
22809	ASNSD1	247	213	375
22926	ASNSP1	1	0	1
1388	ASPA	0	0	0
11016	ASPDH	0	0	0
55729	ASPG	0	0	0
80063	ASPH	299	251	511
83734	ASPHD1	308	266	361
60673	ASPHD2	1	3	2
9140	ASPM	1663	1410	2788
9776	ASPN	19	1	19
22863	ASPRV1	8	6	5
55054	ASPSCR1	29	30	38
89849	ASRGL1	2043	2002	3366
23130	ASS1	3	0	3
55102	ASTE1	22	16	28
64422	ASTL	0	0	0
115201	ASTN1	1	1	0
23192	ASTN2	16	14	15
84938	ASTN2-AS1	0	1	1
84971	ASXL1	204	189	333
9474	ASXL2	274	287	496
10533	ASXL3	7	9	8
79065	ASZ1	0	0	1
285973	ATAD1	475	384	876
471	ATAD2	2305	2141	3763
51062	ATAD2B	226	199	374
64225	ATAD3A	375	297	354
25923	ATAD3B	123	73	142
472	ATAD3C	4	0	0
23300	ATAD5	351	296	587
1822	ATAT1	38	26	63
474	ATCAY	30	37	53
220202	ATE1	300	268	478
84913	ATE1-AS1	15	28	35
475	ATF1	214	131	317
57194	ATF2	86	54	118
23120	ATF3	198	179	324
57205	ATF4	976	870	1333
23250	ATF5	102	66	137
100874205	ATF6	287	248	427
400165	ATF6B	111	66	84
23200	ATF7	172	169	265
286410	ATF7IP	590	467	960
479	ATF7IP2	36	26	61
57130	ATG10	215	148	246
23400	ATG101	349	251	522
79572	ATG12	503	377	645
84239	ATG13	124	112	158
101929198	ATG14	74	98	120
344905	ATG16L1	66	48	101
100874218	ATG16L2	86	41	70
476	ATG2A	272	279	372
84852	ATG2B	147	93	222
477	ATG3	306	299	583
478	ATG4A	261	214	414
480	ATG4B	296	233	494
481	ATG4C	66	66	117
482	ATG4D	1	2	3
483	ATG5	130	104	233
23439	ATG7	27	14	33
91419	ATG9A	329	263	335
487	ATG9B	8	4	7
100289092	ATIC	472	389	712
488	ATL1	80	75	103
489	ATL2	243	136	319
490	ATL3	762	670	1134
338758	ATM	189	157	322
491	ATMIN	457	458	559
100874325	ATN1	129	192	212
492	ATOH1	0	0	0
493	ATOH7	4	2	7
27032	ATOH8	34	37	36
9914	ATOX1	129	137	168
495	ATP10A	0	0	0
496	ATP10B	0	1	0
537	ATP10D	55	46	124
92270	ATP11A	0	0	0
10159	ATP11A-AS1	1	4	2
535	ATP11AUN	0	0	0
23545	ATP11B	102	65	166
50617	ATP11C	97	78	183
533	ATP12A	1	3	0
527	ATP13A1	53	59	78
442211	ATP13A2	79	59	106
9114	ATP13A3	577	386	706
245972	ATP13A4	0	0	0
8992	ATP13A4-AS1	0	0	0
155066	ATP13A5	0	0	0
401431	ATP13A5-AS1	0	0	0
523	ATP1A1	3941	3075	5576
525	ATP1A1-AS1	10	8	21
101927750	ATP1A2	0	0	0
526	ATP1A3	12	15	17
528	ATP1A4	1	0	0
245973	ATP1B1	205	169	298
51382	ATP1B2	0	1	1
529	ATP1B3	321	324	554
90423	ATP1B4	0	0	0
9296	ATP23	33	14	56
9550	ATP2A1	6	9	7
534	ATP2A1-AS1	13	10	25
100532737	ATP2A2	927	703	1682
127124	ATP2A3	2	1	1
51606	ATP2B1	1124	918	1769
538	ATP2B1-AS1	30	27	40
540	ATP2B2	2	1	2
10396	ATP2B2-IT2	0	0	0
51761	ATP2B3	0	0	0
5205	ATP2B4	47	39	82
57198	ATP2C1	817	572	1131
148229	ATP2C2	8	3	10
79895	ATP4A	0	1	0
158381	ATP4B	0	0	0
10079	ATP5A1	1449	1171	2565
374868	ATP5B	2497	1871	3882
64756	ATP5C1	422	315	789
91647	ATP5D	300	203	406
545	ATP5E	364	339	659
51374	ATP5EP2	55	76	94
84126	ATP5F1	357	287	572
8455	ATP5G1	1771	1502	1857
26033	ATP5G2	3254	2727	4898
546	ATP5G3	2438	1807	4358
6310	ATP5H	685	559	1149
25814	ATP5I	2268	2470	3973
342371	ATP5J	804	681	1476
6311	ATP5J2	1637	1710	2461
11273	ATP5J2-PTCD1	0	0	0
4287	ATP5L	5858	5522	10865
92552	ATP5L2	26	33	48
6314	ATP5O	1583	1301	2499
222255	ATP5S	91	87	130
127002	ATP5SL	70	54	106
56970	ATP6AP1	995	861	1346
552889	ATP6AP1L	33	31	54
6315	ATP6AP2	673	646	1011
549	ATP6V0A1	508	355	665
79000	ATP6V0A2	168	132	244
550	ATP6V0A4	0	0	0
6790	ATP6V0B	1937	1428	2608
54998	ATP6V0C	3186	2280	3674
9212	ATP6V0CP3	0	0	0
6795	ATP6V0D1	258	208	310
26053	ATP6V0D2	0	0	0
57099	ATP6V0E1	431	364	669
10677	ATP6V0E2	682	656	926
23080	ATP6V0E2-AS1	22	30	51
551	ATP6V1A	528	418	882
60370	ATP6V1B1	0	0	0
552	ATP6V1B1-AS1	0	1	1
553	ATP6V1B2	799	687	1429
554	ATP6V1C1	214	175	280
158833	ATP6V1C2	505	356	752
158835	ATP6V1D	296	256	444
126859	ATP6V1E1	624	628	1024
8312	ATP6V1E2	0	0	2
8313	ATP6V1F	658	758	1008
558	ATP6V1G1	1064	882	1790
563	ATP6V1G2	1	1	5
646282	ATP6V1G2-DDX39B	0	0	0
64343	ATP6V1G3	0	0	0
51582	ATP6V1H	146	114	280
113451	ATP7A	51	51	96
566	ATP7B	30	21	31
567	ATP8A1	58	29	99
8706	ATP8A2	0	0	0
148789	ATP8B1	182	128	248
8708	ATP8B2	55	21	71
8707	ATP8B3	1	3	2
8705	ATP8B4	0	1	1
10317	ATP8B5P	8	6	17
114041	ATP9A	142	129	268
126792	ATP9B	74	63	115
27087	ATPAF1	415	333	610
135152	ATPAF2	46	44	57
26229	ATPIF1	2866	2526	4575
145173	ATR	167	123	235
10678	ATRAID	386	320	572
10331	ATRIP	67	69	135
79369	ATRN	135	93	229
84002	ATRNL1	4	5	1
192134	ATRX	1230	951	1956
93010	ATXN1	87	78	131
374907	ATXN10	401	316	612
84752	ATXN1L	46	25	71
2583	ATXN2	928	854	1443
124872	ATXN2L	167	108	214
283358	ATXN3	179	109	215
338707	ATXN3L	0	0	0
2683	ATXN7	125	100	187
101929639	ATXN7L1	62	63	81
8704	ATXN7L2	10	5	12
8703	ATXN7L3	104	83	130
8702	ATXN7L3B	1168	1107	1792
100874201	ATXN8OS	0	0	0
9334	AUH	46	34	68
9331	AUNIP	54	42	61
11285	AUP1	958	829	1154
11041	AURKA	342	304	561
27077	AURKAIP1	798	848	1325
80776	AURKAPS1	10	12	11
79870	AURKB	796	631	887
100499183	AURKC	4	5	4
157556	AUTS2	10	10	14
570	AVEN	59	62	123
29086	AVIL	6	0	5
9577	AVL9	265	243	478
23621	AVP	0	0	0
100379571	AVPI1	4	5	4
25825	AVPR1A	109	67	133
571	AVPR1B	0	0	0
100874322	AVPR2	0	0	0
60468	AWAT1	0	0	2
572	AWAT2	0	0	0
573	AXDND1	2	6	5
9532	AXIN1	77	67	107
9531	AXIN2	14	21	33
9530	AXL	3	0	1
9529	AZGP1	224	249	412
7917	AZGP1P1	1	0	3
574	AZI2	137	145	232
85319	AZIN1	490	335	901
85318	AZIN1-AS1	3	1	7
85317	AZIN2	3	4	2
85316	AZU1	0	0	0
57597	B2M	2100	1272	2764
22893	B3GALNT1	95	73	137
10458	B3GALNT2	213	115	443
55971	B3GALT1	3	2	3
80115	B3GALT2	20	14	36
8938	B3GALT4	47	31	66
578	B3GALT5	0	0	0
25805	B3GALT5-AS1	0	0	0
100885775	B3GALT6	108	109	186
8815	B3GAT1	0	0	0
140836	B3GAT2	0	0	0
55024	B3GAT3	103	91	139
54971	B3GLCT	87	72	109
8314	B3GNT2	398	303	498
580	B3GNT3	74	86	102
56751	B3GNT4	11	3	6
343472	B3GNT5	2	0	0
56033	B3GNT6	0	0	0
8538	B3GNT7	0	0	0
10409	B3GNT8	1	0	0
646201	B3GNT9	0	4	0
10538	B3GNTL1	6	6	7
116071	B4GALNT1	37	25	45
55509	B4GALNT2	0	0	0
581	B4GALNT3	2	0	1
11177	B4GALNT4	16	10	32
9031	B4GALT1	628	586	981
11176	B4GALT1-AS1	2	3	9
29994	B4GALT2	737	648	1134
27113	B4GALT3	348	276	464
92482	B4GALT4	51	53	122
80127	B4GALT4-AS1	0	1	0
8424	B4GALT5	99	67	154
103695435	B4GALT6	23	11	29
582	B4GALT7	102	99	188
79738	B4GAT1	237	263	330
166379	B9D1	21	34	20
583	B9D2	53	25	70
585	BAALC	0	1	0
129880	BAALC-AS1	0	0	0
55212	BAALC-AS2	0	0	0
27241	BAAT	2	0	1
56987	BABAM1	397	317	581
4059	BABAM2	90	87	127
63827	BACE1	361	351	661
55973	BACE1-AS	3	1	2
10134	BACE2	7	16	24
9564	BACH1	70	41	81
8412	BACH1-IT2	1	1	0
400500	BACH2	0	2	1
8537	BAD	179	128	225
10286	BAG1	1051	918	1385
54828	BAG2	52	33	66
55653	BAG3	247	159	465
586	BAG4	95	70	155
587	BAG5	631	557	826
56647	BAG6	343	295	455
144233	BAGE	0	0	1
100286844	BAGE2	0	0	0
590	BAGE3	0	0	0
593	BAGE4	0	0	0
594	BAGE5	0	0	0
10295	BAHCC1	124	99	211
8915	BAHD1	88	72	118
53335	BAIAP2	322	282	459
64919	BAIAP2-AS1	108	124	183
596	BAIAP2L1	393	341	622
597	BAIAP2L2	66	84	100
598	BAIAP3	3	2	5
10017	BAK1	26	21	32
10018	BAMBI	0	0	0
83596	BANCR	0	0	0
23786	BANF1	86	68	112
79370	BANF2	0	0	0
440603	BANK1	1	1	0
599	BANP	147	125	166
100529063	BAP1	157	128	211
602	BARD1	310	244	478
604	BARHL1	5	0	2
255877	BARHL2	0	0	0
605	BARX1	0	0	0
9275	BARX1-AS1	0	0	0
9274	BARX2	0	0	0
607	BASP1	12	13	9
283149	BASP1P1	0	0	0
9774	BATF	0	0	3
53630	BATF2	3	1	4
83875	BATF3	7	2	5
54880	BAX	272	200	232
63035	BAZ1A	649	620	1121
286554	BAZ1B	1881	1932	3161
613	BAZ2A	796	890	1200
400892	BAZ2B	503	455	825
644165	BBC3	479	371	659
617	BBIP1	42	29	72
618	BBOF1	15	12	19
622	BBOX1	0	0	0
56898	BBOX1-AS1	0	0	0
623	BBS1	41	26	69
624	BBS10	38	26	71
627	BBS12	11	8	11
497258	BBS2	106	71	151
55814	BBS4	156	126	256
146227	BBS5	7	6	7
101927726	BBS7	92	85	170
8678	BBS9	33	31	33
441925	BBX	651	551	1082
57596	BCAM	206	207	212
139105	BCAN	1	5	5
57673	BCAP29	434	321	695
650623	BCAP31	564	507	821
389206	BCAR1	170	134	270
79656	BCAR3	88	52	128
221336	BCAR4	0	0	0
222389	BCAS1	32	24	49
7439	BCAS2	137	95	210
54831	BCAS3	35	29	44
144453	BCAS4	28	22	32
266675	BCAT1	2	2	7
10282	BCAT2	146	107	211
51272	BCCIP	994	729	1053
55859	BCDIN3D	102	63	196
84707	BCDIN3D-AS1	37	27	36
27018	BCHE	0	0	0
56271	BCKDHA	338	281	353
340542	BCKDHB	75	58	123
51283	BCKDK	120	119	175
631	BCL10	117	69	164
8419	BCL11A	68	48	82
85003	BCL11B	0	0	4
632	BCL2	9	17	25
103344929	BCL2A1	0	0	0
633	BCL2L1	192	175	216
168620	BCL2L10	1	0	1
727857	BCL2L11	62	56	110
27319	BCL2L12	739	574	838
128408	BCL2L13	368	250	497
8553	BCL2L14	1	1	2
100507582	BCL2L15	2	6	3
79365	BCL2L2	45	36	62
635	BCL2L2-PABPN1	0	0	0
23743	BCL3	292	251	390
80114	BCL6	244	198	375
636	BCL6B	9	6	9
23299	BCL7A	484	558	851
92558	BCL7B	138	147	247
146439	BCL7C	100	51	94
29998	BCL9	65	71	107
23506	BCL9L	279	232	234
637	BCLAF1	467	456	788
638	BCO1	11	4	7
274	BCO2	1	0	2
51411	BCOR	504	356	706
55909	BCORL1	237	228	363
80094	BCORP1	0	0	0
329	BCR	61	69	71
330	BCRP2	0	0	0
332	BCRP3	0	0	0
57448	BCS1L	85	63	122
103752586	BCYRN1	1	0	0
79444	BDH1	241	184	385
112401	BDH2	55	43	95
105221694	BDKRB1	0	0	0
54841	BDKRB2	0	0	0
100533467	BDNF	9	8	9
101669762	BDNF-AS	19	16	52
338436	BDP1	2279	2238	3916
10904	BEAN1	4	2	4
414899	BEAN1-AS1	0	0	0
640	BECN1	88	107	89
641	BECN2	0	0	0
642	BEGAIN	8	3	4
29760	BEND2	0	0	0
2647	BEND3	51	44	121
100528022	BEND3P3	17	9	15
282991	BEND4	53	44	81
388552	BEND5	0	0	0
55330	BEND6	8	15	28
63915	BEND7	0	0	0
100526836	BEST1	2	1	1
26258	BEST2	3	10	10
644	BEST3	0	0	0
645	BEST4	0	0	2
8548	BET1	78	45	135
90427	BET1L	111	108	223
648	BEX1	1598	1718	2696
649	BEX2	341	372	620
27302	BEX3	1383	1138	2200
9210	BEX4	140	95	213
650	BEX5	482	435	696
55589	BFAR	175	155	299
651	BFSP1	14	7	34
652	BFSP2	0	0	0
653	BFSP2-AS1	0	0	0
654	BGLAP	0	0	0
655	BGLT3	0	0	0
102723590	BGN	0	0	0
353500	BHLHA15	0	0	0
656	BHLHA9	0	0	0
168667	BHLHB9	34	19	34
657	BHLHE22	0	0	0
658	BHLHE23	0	0	0
659	BHLHE40	2	1	3
9790	BHLHE40-AS1	0	0	0
101929959	BHLHE41	49	34	74
101101776	BHMG1	0	0	0
414763	BHMT	1	0	3
96610	BHMT2	0	0	0
100288974	BICC1	37	24	38
106480334	BICD1	122	119	181
729096	BICD2	372	270	512
660	BICDL1	257	205	340
646	BICDL2	29	13	29
54796	BICRA	6	2	27
662	BICRAL	194	120	303
663	BID	38	37	61
664	BIK	25	17	28
665	BIN1	4	2	8
149428	BIN2	1	3	0
91653	BIN3	108	66	113
91272	BIN3-IT1	7	6	8
259282	BIRC2	317	195	432
284257	BIRC3	29	14	27
666	BIRC5	986	818	1525
100379249	BIRC6	423	356	582
51027	BIRC6-AS2	2	2	3
552900	BIRC7	0	0	0
107282092	BIRC8	0	0	1
654483	BISPR	3	6	11
388962	BIVM	100	76	157
66037	BIVM-ERCC5	0	0	0
23246	BLACAT1	0	1	2
79866	BLACE	0	0	0
118426	BLCAP	142	87	162
54785	BLID	0	0	0
119032	BLK	0	0	0
100528007	BLM	244	192	343
729991	BLMH	322	290	447
4207	BLNK	14	11	15
60467	BLOC1S1	338	297	563
669	BLOC1S1-RDH5	0	0	0
670	BLOC1S2	496	308	718
671	BLOC1S3	68	37	68
51297	BLOC1S4	244	163	353
140683	BLOC1S5	1	0	5
128861	BLOC1S5-TXNDC5	0	0	0
317716	BLOC1S6	378	306	587
92747	BLVRA	118	117	191
80341	BLVRB	672	663	998
359710	BLZF1	155	134	261
149954	BMF	9	8	24
128859	BMI1	5	4	2
254240	BMP1	27	17	37
10380	BMP10	0	0	0
2186	BMP15	0	0	0
9083	BMP2	59	46	71
442867	BMP2K	85	76	98
442868	BMP3	0	0	0
673	BMP4	2	0	2
8315	BMP5	0	0	0
221927	BMP6	0	0	1
672	BMP7	0	0	1
675	BMP7-AS1	0	0	0
79184	BMP8A	9	11	2
23774	BMP8B	8	5	5
6046	BMPER	0	0	0
8019	BMPR1A	13	15	25
23476	BMPR1B	204	237	355
29117	BMPR1B-AS1	2	2	7
23629	BMPR2	300	288	467
