gene_id	Ensamble	gene_name	BPH-1-1	BPH-1-2	BPH-1-3	BPH-1-4	DU145-1	DU145-2	DU145-3	DU145-4	PC3-1	PC3-2	PC3-3	PC3-4
7105	ENSG00000000003	TSPAN6	5.274642531	4.293105316	4.29519201	3.892634659	1.188697614	1.534356574	0.778857879	2.172018858	2.949316066	3.098467144	2.539854256	1.766796901
64102	ENSG00000000005	TNMD	0	0	0	0	0	0	0	0	0	0	0	0
8813	ENSG00000000419	DPM1	36.90177794	30.21328057	36.11656299	30.48794755	24.29759345	34.03618503	18.55237092	29.37697762	30.95380546	26.58110474	17.66495624	21.42883892
57147	ENSG00000000457	SCYL3	1.489698271	1.869781362	1.636588637	1.613038273	1.259980283	2.240586123	0.571368123	2.10118803	0.510596686	0.380805895	0.543592745	0.349300136
55732	ENSG00000000460	C1orf112	3.686361098	4.212077705	3.745680179	3.667203375	1.104705815	1.658427849	0.491136337	1.363517918	1.402465001	1.40115719	1.196300849	1.129882611
2268	ENSG00000000938	FGR	0.265371518	0.335104053	0.263579296	0.243455614	0.342682478	0.215044185	0	0	0	0	0	0
3075	ENSG00000000971	CFH	0.705566763	1.101583638	0.656210334	0.551335781	0.048824618	0	0.032046033	0.073716936	0.015276921	0	0	0
2519	ENSG00000001036	FUCA2	34.82773897	42.11898083	38.58757463	38.21646898	30.35436219	22.23619136	30.31939885	25.07117393	53.19889118	49.83076049	49.08142095	63.09253927
2729	ENSG00000001084	GCLC	3.76096164	4.567785172	5.988013442	5.974577818	7.002828393	9.128008433	5.097269254	9.01786423	3.693785815	3.865079514	2.804178224	3.433787893
4800	ENSG00000001167	NFYA	15.08044618	16.1361002	13.92108637	13.17905873	9.447585796	18.39275881	6.527925504	15.87631261	25.83578183	25.28109154	20.55345799	14.97163583
90529	ENSG00000001460	STPG1	1.001442215	1.453736353	0.88267368	1.056263324	2.159028498	1.65044414	2.073463252	1.970068554	1.428635839	1.552585899	1.780039029	1.4821299
57185	ENSG00000001461	NIPAL3	4.676641289	6.664300996	4.955167699	5.045272367	7.465118153	5.974900789	7.362712691	7.20245905	9.495104273	9.407280686	9.709212274	11.19055216
81887	ENSG00000001497	LAS1L	20.74160539	21.10847687	22.99529637	20.81368187	16.46948265	12.03311553	18.96749495	11.77056697	26.66472688	25.50211678	26.33982894	32.9789069
22875	ENSG00000001561	ENPP4	3.30477798	3.831644692	3.933453039	3.912586134	1.141066134	2.742041127	0.501610327	2.211552836	1.693411099	0.893993193	0.464997134	0.564391217
6405	ENSG00000001617	SEMA3F	3.969191434	4.791564215	3.299708436	6.089874075	1.104465502	0.630671494	0.946542637	0.950672652	34.41446203	42.18302247	38.86225603	27.83414613
1080	ENSG00000001626	CFTR	0	0	0	0	0	0	0	0.007215572	0.007469087	0	0	0
54467	ENSG00000001629	ANKIB1	9.599897846	12.54209195	9.273246321	9.92114324	0.820547491	5.646256929	0.541230024	4.570449569	6.627012807	7.519064155	4.190672273	1.467740021
1595	ENSG00000001630	CYP51A1	21.87294143	25.74900782	19.29142048	20.93900232	15.24870812	28.59242829	12.5585034	16.67508374	18.04020933	16.87886541	15.04890553	14.73047846
889	ENSG00000001631	KRIT1	2.998370597	2.91782501	2.902432166	2.656910305	0.261929872	1.03697544	0.173501833	0.905295614	0.771456349	0.581129069	0.33893153	0.171410706
5893	ENSG00000002016	RAD52	0.997687804	0.883707654	0.882943256	0.8689144	0.832344414	1.059447545	0.694539586	0.978163157	0.951406126	0.989207474	1.05116789	0.743006239
572	ENSG00000002330	BAD	8.413563146	7.977780528	5.149706643	7.309897171	19.15394818	11.11148693	20.90714912	12.1081112	14.98191166	17.55688839	16.20210487	19.61423838
51056	ENSG00000002549	LAP3	8.351232706	13.18121676	8.721464555	9.451544812	13.44972703	13.28550829	11.77771619	10.963028	9.279426721	8.365475595	6.672659766	7.461627241
4267	ENSG00000002586	CD99	14.33869095	21.89004684	23.43167208	24.33623532	66.44573656	46.0728684	82.08408898	30.08135855	16.45178985	28.56128773	34.68111234	34.82986138
9957	ENSG00000002587	HS3ST1	2.373455299	3.070939737	2.788787307	2.204397037	0.03562377	0.035389384	0.074813541	0.008609205	0.730976821	1.667433682	2.388539713	1.096309088
26	ENSG00000002726	AOC1	0	0.069065743	0.029107114	0.183349737	0	0	0	0	0	0	0.021715321	0
51384	ENSG00000002745	WNT16	0	0.068258809	0.050344161	0.066769366	0	0	0	0	0	0	0	0
23072	ENSG00000002746	HECW1	0.040697472	0.048591799	0.062472237	0.054829977	1.475079614	1.605511919	1.47140743	1.700860259	0.101317346	0.099873449	0.160388342	0.114515148
8379	ENSG00000002822	MAD1L1	5.73216273	4.964524993	6.722137046	6.132533232	5.44171841	4.122087558	6.439614452	3.699506919	5.395388881	5.423479349	5.513731708	6.64314821
3927	ENSG00000002834	LASP1	13.21344437	11.61493436	12.82009386	22.61050153	53.36185334	22.30636128	29.99151351	18.65810344	15.75196791	19.46363544	13.23218947	17.26323025
29916	ENSG00000002919	SNX11	1.172819557	1.361293348	1.313623301	1.195711819	2.17850898	1.899098132	2.624359861	1.663362442	1.960853454	1.761205523	1.532483911	2.36902745
55365	ENSG00000002933	TMEM176A	0	0	0	0.007701123	0	0	0	0	0	0	0	0
4074	ENSG00000003056	M6PR	7.531416851	8.349596886	9.800111102	11.17954317	5.293291046	5.912335562	5.228856544	4.299744703	5.96825452	6.75211062	6.265069965	7.946827397
90293	ENSG00000003096	KLHL13	2.685832646	4.134282869	2.212562302	3.427004064	0.181679144	0.445261233	0.101752289	0.555912681	1.295775405	1.410247448	1.372448439	0.825841778
56603	ENSG00000003137	CYP26B1	3.13166064	0.985899311	2.83565991	1.273596196	5.654773768	2.588876663	2.277807548	2.126015238	0.528938171	0.475109646	0.234763699	0.407480595
3382	ENSG00000003147	ICA1	0.006588994	0.039920985	0.039248356	0.071580391	2.726116181	2.322538111	2.823324162	3.481930192	0.148993682	0.096303908	0.124454605	0.015679237
79007	ENSG00000003249	DBNDD1	0.590356728	1.143092681	0.5444886	0.742963153	5.303038518	3.541420719	5.765577907	3.998194205	4.418091022	5.264643049	6.194911913	5.178796436
57679	ENSG00000003393	ALS2	7.021192118	6.353689124	7.86072109	7.563531947	1.889570568	4.603606355	1.077482035	4.261762805	5.141156905	5.394681411	4.935379252	3.473411158
843	ENSG00000003400	CASP10	0.236735181	0.627794614	0.20942052	0.851512589	0.337887454	0.398664854	0.317870764	0.416615781	0.198181234	0.241307899	0.230252888	0.277414575
8837	ENSG00000003402	CFLAR	1.336326528	3.616547936	1.125886484	1.297074373	2.764490511	3.951559243	1.540077004	3.547579823	0.77264409	0.883583791	0.799644044	0.564152466
7035	ENSG00000003436	TFPI	0.058014531	0.261793313	0.134457027	0.126102772	0.356984791	1.038470551	0.262804227	1.09350004	0.713768401	0.922267347	0.644880969	0.230216997
55471	ENSG00000003509	NDUFAF7	3.679123349	2.920967994	4.276699735	4.139038889	3.75628921	5.272391158	3.229055585	4.97935283	2.643150947	2.839316189	2.78605592	2.525550641
10181	ENSG00000003756	RBM5	4.254545356	4.931790858	4.337596965	4.459418559	5.936196152	5.498383687	4.121836752	5.712439283	8.531762565	8.221012673	7.612853941	6.939684341
9108	ENSG00000003987	MTMR7	0.039718522	0.130418871	0.098633216	0.05886677	0.037794037	0.140818799	0.03968978	0.14836859	0	0	0	0
6542	ENSG00000003989	SLC7A2	1.866875519	1.505114193	1.195585289	0.771885481	0.125342085	0.468075992	0.059003036	0.569018725	0.535396908	0.822546876	0.716954566	0.237920194
381	ENSG00000004059	ARF5	17.87899929	24.79164997	19.24511843	21.25559178	38.14061852	26.51278399	43.02789542	29.58375562	23.67595524	22.29269529	24.1332932	24.51450543
23098	ENSG00000004139	SARM1	1.372384506	1.315225688	0.848353745	0.909396698	0.165695503	0.050956312	0.26929362	0.223960609	0.498584708	0.340434948	0.244259252	0.375119206
26073	ENSG00000004142	POLDIP2	46.03515987	44.23392881	48.95443105	50.08100876	94.09154939	60.87156138	106.28702	63.06888901	41.76352302	41.08231699	36.0693043	48.25314323
23129	ENSG00000004399	PLXND1	1.678053187	2.803648829	2.021453163	2.767409922	5.174952913	3.034569466	7.429359382	4.593903815	0.957966842	1.142125692	1.181319243	1.321494929
204	ENSG00000004455	AK2	16.19692357	14.37014623	15.67817857	12.25361643	24.92277013	18.26770223	21.7964644	19.12064892	14.07668255	14.52656134	15.63168962	17.17877763
952	ENSG00000004468	CD38	0.014259107	0.180075805	0.035406202	0.084533613	0.454552604	1.199852477	0.349102351	1.384846195	0	0.016043039	0	0
2288	ENSG00000004478	FKBP4	46.72187853	42.80373365	54.69160086	45.04595034	45.79880971	31.46638684	58.01027125	33.4821326	58.34985939	50.25104393	56.28949648	78.41621195
23028	ENSG00000004487	KDM1A	25.46759364	28.43436969	22.36999387	23.65053185	16.13220375	14.8273062	17.66080624	14.41611658	32.7691497	33.93353235	38.31137942	40.53889327
10180	ENSG00000004534	RBM6	7.296261871	4.638917648	7.197590681	6.647674019	3.724808011	5.960925994	2.29419818	4.275714633	13.2290853	10.50330814	12.21783402	10.42285671
84254	ENSG00000004660	CAMKK1	1.69836991	1.539137075	0.760771414	1.192676315	0.546601658	0.306962122	0.507455309	0.420994677	2.874542007	2.968408802	3.238919495	2.438056309
5965	ENSG00000004700	RECQL	17.2580928	19.08099189	14.83876691	15.6893223	1.113491251	2.967461575	0.458989977	1.671719057	2.8256214	2.115813841	1.057636484	0.494733634
55610	ENSG00000004766	VPS50	1.44955704	1.420285345	1.552533722	1.643515596	0.141251066	0.454055002	0.034901569	0.230821255	0.421066932	0.338851702	0.174713796	0.150728841
126393	ENSG00000004776	HSPB6	0.09946383	0.17584223	0.148189631	0.122850166	0.828176219	0.446681545	0.49695927	0.57158891	0.118424453	0.083902047	0	0.148028126
115703	ENSG00000004777	ARHGAP33	0.251032792	0.47978881	0.242598511	0.31504763	0.723043855	0.532379193	0.976241709	0.522428678	0.193868059	0.190777845	0.256408515	0.201918538
4706	ENSG00000004779	NDUFAB1	15.71073856	14.53391554	14.8966435	14.69184199	14.17378031	11.67535755	17.17442146	10.9740722	15.49174249	16.18161784	18.00104243	21.49131371
5166	ENSG00000004799	PDK4	0.046888879	0.094738965	0.04656663	0.027790184	0.053535177	0.053193586	0	0.032337091	0.535912312	0.65393749	0.719223384	0.178614091
85413	ENSG00000004809	SLC22A16	0	0.010888545	0.010710515	0.010650979	0.010264379	0	0	0	0	0	0	0.025668071
51364	ENSG00000004838	ZMYND10	0	0.091548789	0.018003003	0.134290158	0.10346494	0.077099446	0.108654725	0	0.269718847	0.295574361	0.332394886	0.323616449
340273	ENSG00000004846	ABCB5	0	0	0	0	0	0	0.006379552	0	0	0	0	0
170302	ENSG00000004848	ARX	0.039220089	0.039629988	0	0.096883349	0	0	0	0.022550025	0	0	0	0
10165	ENSG00000004864	SLC25A13	6.893235494	6.498199882	5.901341272	5.573080183	4.661893668	6.497944876	2.813249586	5.135651766	8.576911818	8.666089751	8.296984731	7.359101859
7982	ENSG00000004866	ST7	2.163502507	2.374596411	2.791579045	2.60197474	2.712760243	3.221004095	2.10628458	2.742087991	2.154589679	1.597652537	1.281085793	1.757122106
996	ENSG00000004897	CDC27	20.46589433	15.74478063	21.58491706	17.88719779	2.469756234	8.51379473	1.352419017	5.62268755	10.82657758	9.160283512	4.057415306	1.827417108
6521	ENSG00000004939	SLC4A1	0.081931552	0.062075261	0.027128643	0.074202769	0.025985141	0.051638676	0	0	0.01626118	0.023035745	0.045538392	0.032507306
799	ENSG00000004948	CALCR	0	0	0	0	0	0.05017551	0	0.071165316	0	0	0	0
3052	ENSG00000004961	HCCS	29.89700592	32.70030642	31.80325566	28.15545053	20.43701801	19.55600815	20.36655946	19.45813705	28.54303244	25.78428814	26.90704148	38.50534291
1856	ENSG00000004975	DVL2	3.952896704	4.216592451	4.474941824	4.12979359	7.32979929	4.32318016	8.396533144	5.763382075	3.054732922	2.954849331	2.967894897	3.595006962
64063	ENSG00000005001	PRSS22	1.013349809	1.717978522	1.075928367	1.173791442	0	0	0.04655423	0	0	0	0	0
5976	ENSG00000005007	UPF1	26.44993557	24.97288748	24.72345146	26.93810052	21.54899194	14.18521772	23.46013949	15.79328592	22.33038522	20.70986232	18.5723363	25.87106876
8935	ENSG00000005020	SKAP2	7.765563389	10.40898746	8.265571155	9.080860788	1.116060036	3.842862953	0.717354497	4.206741833	4.442274009	5.174697681	4.754242476	1.612950892
292	ENSG00000005022	SLC25A5	140.0880705	137.84939	125.4440495	122.2287759	78.87430797	60.13310234	99.55039089	51.34910992	165.6330143	160.0945159	164.6296342	204.1621734
55013	ENSG00000005059	MCUB	1.870159356	2.415605576	1.738142063	2.481200048	3.711521958	3.902361595	4.831989949	3.761341134	3.244512882	2.779609881	3.415143244	2.544346663
3207	ENSG00000005073	HOXA11	4.492411017	2.291371236	5.276050233	4.409524287	2.492370646	1.687781506	0.511774852	1.934038926	6.672780543	5.349174145	11.84135326	9.249973932
5439	ENSG00000005075	POLR2J	52.52978614	44.80717095	43.97486759	43.11107342	99.92848536	78.92351022	142.283637	88.83807835	92.74483297	86.40487893	93.50297833	115.2377481
56919	ENSG00000005100	DHX33	13.86748022	12.11187924	14.14155061	11.50020185	8.942972759	12.74728694	5.484126484	11.99733902	8.496431664	7.186236636	6.116086227	6.03476182
4222	ENSG00000005102	MEOX1	0.54683317	0.512254124	0.256756957	0.245577361	0	0	0	0	0.035514022	0.033545384	0.055256516	0
221981	ENSG00000005108	THSD7A	0	0	0	0.003497414	0	0	0	0	0	0.003983172	0.00393377	0.004214255
3980	ENSG00000005156	LIG3	4.367484736	4.023976614	5.428046257	4.325973624	2.96035996	3.57360802	2.761734855	3.928086339	2.5339855	2.905043986	3.018773111	3.013071641
79657	ENSG00000005175	RPAP3	12.69056473	8.317247761	15.51953493	12.73201357	2.196321813	4.152370045	1.092526839	2.642047358	3.315617317	1.660735988	1.00758802	1.001216498
6296	ENSG00000005187	ACSM3	0.108612795	0.10972328	0.077916335	0.053652381	0.137798771	0.199662918	0.048234826	0.117895054	0.280181956	0.400429395	0.21462777	0.122114977
81691	ENSG00000005189	REXO5	0.871236079	1.258618141	0.891314171	1.170646521	2.171967843	1.894431984	1.540901889	1.992570162	1.006170353	1.06812278	1.162098659	1.089003335
57019	ENSG00000005194	CIAPIN1	5.463574081	6.254996376	6.671035998	4.892499678	12.17608998	7.558801333	10.38135512	6.686221539	4.349653389	3.541075682	3.754638119	3.622887752
56928	ENSG00000005206	SPPL2B	1.973991004	2.48109196	1.736600527	2.279544639	5.132380065	3.650030624	5.364112703	4.437154488	2.063329258	2.249109655	2.387962035	2.435355435
80256	ENSG00000005238	FAM214B	1.451206522	2.158518396	1.345681259	1.941683729	2.425414822	2.587012797	4.799764359	2.80640953	1.817072027	2.138209443	2.249995442	3.480629928
51226	ENSG00000005243	COPZ2	0.430658613	0.316425179	0.136100906	0.425487223	1.490144673	0.851315038	1.877833685	1.214903698	0.093223958	0.220189568	0	0.046602309
5577	ENSG00000005249	PRKAR2B	0.507585335	0.366272255	0.532965767	0.386858767	1.614523548	4.017203483	1.478104636	3.216772282	0.05180187	0.032631369	0	0
10943	ENSG00000005302	MSL3	3.860060122	4.63427226	4.856436196	3.725254426	0.516339254	1.031327064	0.307448971	0.822960433	4.635766183	4.08996851	3.58175829	2.55063537
1387	ENSG00000005339	CREBBP	11.66438048	7.085749632	12.17946868	11.03058344	6.717683016	10.13780625	4.273148229	13.16957001	8.595383042	4.941003603	4.382046043	7.178211914
9256	ENSG00000005379	TSPOAP1	0.050347252	0.237355479	0.066674349	0.161660638	0	0	0	0	0.214796582	0.179321387	0.186542773	0.169813918
4353	ENSG00000005381	MPO	0	0	0	0	0	0.025352273	0	0	0	0	0	0
5444	ENSG00000005421	PON1	0	0	0	0	0	0	0	0	0	0	0	0
6936	ENSG00000005436	GCFC2	3.202046274	2.436463755	3.930502896	2.914892137	0.952479555	1.267340621	0.66097322	0.74004394	1.122103482	1.007380065	0.702734558	0.557487275
84058	ENSG00000005448	WDR54	1.407877112	2.438208565	1.265200494	1.829786473	1.762242636	1.54492501	2.093447782	1.550624039	1.287103987	1.517550626	2.012051231	1.586200584
54677	ENSG00000005469	CROT	2.006689362	2.902833716	2.030584916	3.034376847	0.259970118	0.641281671	0.225927329	0.584685641	1.503042089	1.663646719	1.204274282	0.594402785
5244	ENSG00000005471	ABCB4	0	0	0	0	0	0	0	0	0	0	0	0
55904	ENSG00000005483	KMT2E	7.387072758	7.384653976	7.644138826	7.825594934	0.397551198	1.80236981	0.238561134	1.759292251	1.952141053	2.021892518	1.514214558	0.543345611
57414	ENSG00000005486	RHBDD2	3.281135973	3.439258944	3.164820187	4.141156599	9.122582626	4.697817023	9.665287812	6.441104656	4.53880745	4.447808295	4.669610216	6.017002181
30812	ENSG00000005513	SOX8	0	0	0	0.035591168	0.059981883	0.017027068	0.062985896	0.020698471	0.621846216	0.668482638	0.640615199	0.632480263
25998	ENSG00000005700	IBTK	5.934695175	5.108132783	6.755065442	5.457384542	0.325863353	1.081758974	0.177139687	1.06962903	1.338343935	0.861014474	0.380666871	0.1534814
7748	ENSG00000005801	ZNF195	0.679773317	0.429207921	1.175551168	1.217288933	0.0895162	0.286902263	0.081875356	0.212750202	0.245692918	0.16725128	0.141676473	0.090315816
23077	ENSG00000005810	MYCBP2	6.455586833	6.398499985	6.039681027	6.296735277	0.17981189	1.339924113	0.094415461	1.362649432	2.52935569	2.752879438	1.212889823	0.268500209
26224	ENSG00000005812	FBXL3	6.196813549	5.268223517	6.214140052	6.070935146	1.231660198	4.163541499	0.847410621	2.98383194	2.143417376	1.623254218	0.926127051	0.814732272
3683	ENSG00000005844	ITGAL	0.005015989	0.015195282	0.009961151	0.024769481	0.028623834	0.014218315	0.0150298	0.017289781	0.041786543	0.028198223	0.0390126	0.023872199
5164	ENSG00000005882	PDK2	1.996668256	2.656065189	1.484322087	2.29738233	2.702302992	1.788001497	3.141410191	2.22346371	5.50014341	4.352079145	3.494519068	5.108125465
3675	ENSG00000005884	ITGA3	35.1474882	24.37402151	36.94794322	28.78322387	78.10021524	61.78665059	98.0189706	62.43194092	72.1884115	107.1926944	103.7781047	109.7349799
7543	ENSG00000005889	ZFX	2.386979993	2.501466966	2.56107879	2.45290037	0.106808356	0.611765356	0.06927679	0.474293039	0.856909383	0.657271707	0.554134743	0.302627334
3920	ENSG00000005893	LAMP2	32.00762422	39.78837703	33.25323991	35.64642277	3.786044261	11.3046933	2.267500276	10.13422138	15.66775618	16.0483901	13.25683285	6.179851064
3674	ENSG00000005961	ITGA2B	0.136859599	0.1728254	0.050973168	0.194368875	0.382535235	0.323473876	0.512829513	0.32441297	0.264791575	0.654225724	0.503917597	0.274931779
51666	ENSG00000005981	ASB4	0	0	0	0	0	0	0	0	0	0	0	0
51573	ENSG00000006007	GDE1	14.37191506	14.29270969	13.34216237	14.41209534	17.53670392	15.02907073	16.7888089	16.17074759	9.632781063	9.109792918	10.21908504	12.27772455
55049	ENSG00000006015	REX1BD	2.36506026	2.033416966	2.26580487	2.726089116	4.476868137	2.640301805	5.120362619	3.228960835	1.597645347	2.697869659	3.122962381	2.026720658
9244	ENSG00000006016	CRLF1	0	0.156906042	0	0.221656036	0.328426912	0.391577263	0.551829611	0.357007315	0	0.05822686	0.019174774	0.041083941
114881	ENSG00000006025	OSBPL7	0.591999125	0.918616235	0.559782291	0.85627523	1.216726916	0.738771758	1.055316064	0.783784388	1.342008304	1.736558264	2.42156921	1.81539357
26022	ENSG00000006042	TMEM98	0.820843105	1.218984813	0.693006341	0.892080235	3.944289735	2.591924801	5.003285742	2.754651697	1.358443824	1.366411811	2.326631025	1.670932888
51087	ENSG00000006047	YBX2	0.015167914	0.022985729	0	0	0.14433731	0.043022669	0.113677036	0.069732376	0.036118697	0	0.042151591	0.009027801
3883	ENSG00000006059	KRT33A	0.100777649	0.661822571	0	0.199166741	0	0	0	0	0	0	0	0
9020	ENSG00000006062	MAP3K14	2.704702483	2.17675624	4.993734479	5.49146003	19.44961139	14.96292237	22.44213512	13.68314785	4.93048857	4.031946877	5.559702096	13.23338346
6833	ENSG00000006071	ABCC8	0	0	0	0	0	0	0	0	0.006229764	0.005888446	0.01163665	0
10368	ENSG00000006116	CACNG3	0	0	0	0	0	0	0	0	0	0	0	0
54972	ENSG00000006118	TMEM132A	4.229824881	7.087226452	3.437055765	4.487970552	8.163075672	6.243403057	9.341234379	6.284627058	3.61047443	3.75328824	4.39980367	3.908743927
163	ENSG00000006125	AP2B1	28.66596699	32.84499567	25.33261047	26.6489642	21.80225531	37.01511955	10.69221721	32.93888334	24.2470472	25.4513523	27.05852562	16.53414796
6863	ENSG00000006128	TAC1	0	0	0	0	0	0	0	0	0	0	0	0
10127	ENSG00000006194	ZNF263	1.582546733	1.563663353	1.739408024	1.833110698	2.374386347	1.669679206	2.577718854	1.699052568	1.760145658	1.489835059	1.676364081	2.303217826
6376	ENSG00000006210	CX3CL1	0.014975961	0.262212595	0.01983337	0.098630639	0.009498686	0.009438078	0.004987569	0	0	0	0	0
64847	ENSG00000006282	SPATA20	1.340325698	1.55060309	0.987728495	1.375488175	11.03383865	6.376630418	11.11618471	7.155454095	4.488828848	4.848486597	4.892443813	4.030101564
8913	ENSG00000006283	CACNA1G	0.020724501	0.006980366	0.024016101	0.037542056	0.019720335	0.052252014	0.037967424	0.031759337	0.065804678	0.050508899	0.05759333	0.078129706
51330	ENSG00000006327	TNFRSF12A	33.87343639	26.99029222	30.49597493	29.98617653	74.69475452	63.92544227	77.92139654	60.34472786	34.08281455	30.11270707	25.53412233	50.98444917
1750	ENSG00000006377	DLX6	0.266036991	0.31354986	0.205530655	0.408864641	0.168755373	0.167678596	0.132915086	0.339722853	0	0	0	0
4293	ENSG00000006432	MAP3K9	5.098630685	6.752089759	5.35566264	5.09394401	3.819881858	3.643103304	2.942423034	4.515087344	6.568863531	6.938054045	8.586577152	9.523909413
5898	ENSG00000006451	RALA	21.87252113	26.08566095	23.58640975	23.44806464	7.629431888	10.55431995	8.640636995	9.245849775	10.19985283	8.732453668	8.972075308	8.812045379
55971	ENSG00000006453	BAIAP2L1	12.43653522	17.06668598	14.00531128	13.31907317	36.73739387	33.10252265	33.93151101	35.13239847	9.109760307	10.21792768	11.96084804	10.75665848
80853	ENSG00000006459	KDM7A	1.621957015	2.371707765	2.186103424	1.571131745	0.267912642	0.663599984	0.10303013	0.642630278	0.339950735	0.334531996	0.220402024	0.084975449
2115	ENSG00000006468	ETV1	0.208565511	0.156855223	0.269306482	0.22666597	0	0	0.002315568	0	1.114674844	1.175542437	0.932475134	0.248282802
55750	ENSG00000006530	AGK	3.873488552	4.312437763	4.305387709	3.970146097	3.221856283	4.428043528	2.409201543	4.504716201	3.301977249	3.549130788	2.914316692	2.901562691
221	ENSG00000006534	ALDH3B1	0.562367578	0.962228354	0.317030892	0.860946871	4.782188144	4.473635606	9.05677766	5.362677185	1.646746848	2.347771026	2.393393394	2.792431635
55001	ENSG00000006555	TTC22	1.301639479	1.734803121	1.378533723	2.64173194	0.290982522	0.185326116	0.336913802	0.261341841	2.305931166	2.663492587	3.329464651	3.183035276
57157	ENSG00000006576	PHTF2	1.781302192	1.971833275	2.236080283	1.988319448	0.504877879	1.046259349	0.416579701	1.245751046	0.753570617	1.108346009	0.509747157	0.239122766
10344	ENSG00000006606	CCL26	0.756787608	0.535118479	0	0.448610119	0.144009836	0.143090952	0.226850019	0.434905145	2.97334733	2.894013674	4.54239691	9.819518928
9855	ENSG00000006607	FARP2	5.189528925	5.242648448	5.295663078	4.919804523	1.410403188	2.442413388	1.045500106	2.327045621	3.971728188	3.940975674	4.400798431	3.071593811
10083	ENSG00000006611	USH1C	0	0	0	0	1.757879726	1.682779165	2.697393948	1.706340412	0.010040714	0.009490601	0.009372893	0
79017	ENSG00000006625	GGCT	13.75332676	15.63549909	11.60845178	9.710972364	7.502978975	10.32104534	7.158456716	7.657322492	8.412987656	7.837761482	5.802454019	6.257894541
10926	ENSG00000006634	DBF4	3.40136681	2.953300215	5.387596587	4.038088061	0.290033063	0.943085457	0.311495517	1.027040508	0.635086225	0.709050636	0.392705992	0.247396168
6915	ENSG00000006638	TBXA2R	0.152816173	0.28502355	0.16347082	0.139372439	1.040255232	0.52234017	1.04543023	0.405302849	0.601835338	0.713987877	0.810136113	0.895614731
3475	ENSG00000006652	IFRD1	3.114940618	2.740273719	3.306775016	2.308144348	5.45045539	9.472032998	4.230148646	8.625487199	4.841176451	4.596978285	3.009276351	3.023745928
56891	ENSG00000006659	LGALS14	0	0	0	0	0	0	0	0	0	0	0	0
1352	ENSG00000006695	COX10	8.152572528	7.024834139	6.605927667	5.386388122	5.884046295	5.738835921	4.539736179	5.729065144	3.215465448	4.371950759	5.302528664	3.500438562
9569	ENSG00000006704	GTF2IRD1	2.942609948	3.934732747	3.217375112	3.6707097	11.16269983	7.061893343	11.12187172	7.956836993	5.20411971	5.688900886	6.472312067	6.494925387
54623	ENSG00000006712	PAF1	33.00340316	31.02701818	32.0042381	29.24597746	86.41819699	67.47364539	102.4020149	61.43541289	23.58293047	19.67139688	19.97392102	30.79709243
27072	ENSG00000006715	VPS41	7.876136069	7.796956496	8.24854409	8.289442152	0.846635891	3.776026257	0.447835496	2.802675169	4.606287948	5.078062846	3.714347046	1.341670807
9912	ENSG00000006740	ARHGAP44	0.232152726	0.211077585	0.447341361	0.545889299	1.979260084	1.330045726	1.396494441	1.830314697	0.088450947	0.083556781	0.056773156	0.077384135
60528	ENSG00000006744	ELAC2	9.865517955	7.691092339	13.61532944	11.36815596	15.66642873	10.02545085	16.79822928	10.81114183	9.634572475	7.806446261	8.773942375	11.87162806
85477	ENSG00000006747	SCIN	0.039962013	0.130084561	0.022049487	0.043871455	0.016899415	0	0	0	0.17974474	0.279679488	0.197424222	0.163858664
414	ENSG00000006756	ARSD	1.776924698	3.894934389	1.849609755	2.474658407	0.012477649	0	0	0	0.913382459	0.958747459	0.779854148	1.209862066
8228	ENSG00000006757	PNPLA4	3.965055307	5.596293315	3.869823246	4.030978894	4.625831555	2.814148838	4.272091109	3.513483611	5.131324015	4.847568784	4.752281697	4.405458008
8735	ENSG00000006788	MYH13	0	0	0	0	0	0	0	0	0	0	0	0
79602	ENSG00000006831	ADIPOR2	24.29270145	24.59988547	27.05388976	25.42225224	22.83021903	18.42059412	21.30252329	18.60901676	12.66818408	12.60838387	14.22033845	15.97661885
51265	ENSG00000006837	CDKL3	0.102827706	0.103872375	0.189681715	0.101591056	0.307507308	0.374962911	0.440355311	0.405174327	0.262335421	0	0.212259352	0.209837921
151531	ENSG00000007001	UPP2	0	0	0	0	0	0	0	0	0	0	0	0
10942	ENSG00000007038	PRSS21	0	0	0	0	0	0	0	0	0	0	0	0
57787	ENSG00000007047	MARK4	2.025875341	2.903832671	2.038550394	2.336879351	3.582830442	2.316373565	3.995654194	2.614763092	3.005547837	2.952679183	3.595905867	3.26396131
8842	ENSG00000007062	PROM1	0	0	0	0	0	0	0	0	0.005528397	0.005225506	0	0
115098	ENSG00000007080	CCDC124	41.04622199	33.81342207	41.02534025	37.49831337	87.33126501	52.61726969	105.2273491	64.46754686	70.52834809	69.87414919	78.76241884	102.8173287
90273	ENSG00000007129	CEACAM21	0	0	0	0	0	0	0	0	0	0	0	0
5048	ENSG00000007168	PAFAH1B1	11.31943084	11.12434862	11.25891385	11.53998806	6.044305275	10.52081544	5.679236176	8.996031869	4.233269588	4.064835784	3.828310294	3.076578017
4843	ENSG00000007171	NOS2	0	0.229944422	0.070641547	0.070277086	0	0.01344263	0	0.016357301	0	0	0	0
1770	ENSG00000007174	DNAH9	0	0	0.009075897	0	0.008694842	0	0.009129395	0	0.003624936	0	0	0
