"Entrez_ID"	"Gene_symbol"	"Gene_name"	"mRNA_size"	"Frag_count"	"FPM"	"FPKM"
1	"A1BG"	"alpha-1-B glycoprotein"	6535	7	0.296826098	0.045420979
2	"A2M"	"alpha-2-macroglobulin"	6384	1	0.042403728	0.006642188
9	"NAT1"	"N-acetyltransferase 1"	3168	225	9.540838861	3.011628428
10	"NAT2"	"N-acetyltransferase 2"	1322	1	0.042403728	0.032075437
12	"SERPINA3"	"serpin family A member 3"	5979	1241	52.62302678	8.801309046
13	"AADAC"	"arylacetamide deacetylase"	1668	0	0	0
14	"AAMP"	"angio associated migratory cell protein"	3140	2370	100.496836	32.00536178
15	"AANAT"	"aralkylamine N-acetyltransferase"	2190	1	0.042403728	0.019362433
16	"AARS"	"alanyl-tRNA synthetase"	4498	2267	96.12925199	21.37155447
18	"ABAT"	"4-aminobutyrate aminotransferase"	9744	2043	86.63081686	8.890683175
19	"ABCA1"	"ATP binding cassette subfamily A member 1"	11350	187	7.929497187	0.698634113
20	"ABCA2"	"ATP binding cassette subfamily A member 2"	11514	5063	214.6900762	18.6460028
21	"ABCA3"	"ATP binding cassette subfamily A member 3"	7804	4550	192.9369636	24.72282978
22	"ABCB7"	"ATP binding cassette subfamily B member 7"	2970	657	27.85924947	9.380218678
23	"ABCF1"	"ATP binding cassette subfamily F member 1"	30558	4176	177.0779693	5.794815409
24	"ABCA4"	"ATP binding cassette subfamily A member 4"	8201	174	7.378248719	0.899676713
25	"ABL1"	"ABL proto-oncogene 1, non-receptor tyrosine kinase"	6276	3927	166.5194409	26.53273437
26	"AOC1"	"amine oxidase, copper containing 1"	3824	7	0.296826098	0.077621888
27	"ABL2"	"ABL proto-oncogene 2, non-receptor tyrosine kinase"	13257	1400	59.36521958	4.47802818
28	"ABO"	"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase"	6354	57	2.417012511	0.380392274
29	"ABR"	"ABR, RhoGEF and GTPase activating protein"	29021	2891	122.5891784	4.224154179
30	"ACAA1"	"acetyl-CoA acyltransferase 1"	6329	764	32.3964484	5.118730984
31	"ACACA"	"acetyl-CoA carboxylase alpha"	26017	9554	405.1252199	15.57155782
32	"ACACB"	"acetyl-CoA carboxylase beta"	14436	551	23.36445428	1.618485334
33	"ACADL"	"acyl-CoA dehydrogenase long chain"	4383	345	14.62928625	3.337733574
34	"ACADM"	"acyl-CoA dehydrogenase medium chain"	4396	1526	64.70808934	14.71976555
35	"ACADS"	"acyl-CoA dehydrogenase short chain"	2648	723	30.65789554	11.57775511
36	"ACADSB"	"acyl-CoA dehydrogenase short/branched chain"	6255	659	27.94405693	4.467475129
37	"ACADVL"	"acyl-CoA dehydrogenase very long chain"	4711	5152	218.4640081	46.37317089
38	"ACAT1"	"acetyl-CoA acetyltransferase 1"	5584	5450	231.1003191	41.38616029
39	"ACAT2"	"acetyl-CoA acetyltransferase 2"	4299	1088	46.13525636	10.73162511
40	"ASIC2"	"acid sensing ion channel subunit 2"	5192	1	0.042403728	0.008167128
41	"ASIC1"	"acid sensing ion channel subunit 1"	5745	1154	48.93390243	8.517650553
43	"ACHE"	"acetylcholinesterase (Cartwright blood group)"	3305	85	3.604316903	1.090564872
47	"ACLY"	"ATP citrate lyase"	5217	18496	784.2993581	150.3353188
48	"ACO1"	"aconitase 1"	7555	1387	58.81397111	7.784774469
49	"ACR"	"acrosin"	2059	6	0.25442237	0.123565988
50	"ACO2"	"aconitase 2"	4041	2474	104.9068237	25.96060969
51	"ACOX1"	"acyl-CoA oxidase 1"	8472	4295	182.1240129	21.49716866
52	"ACP1"	"acid phosphatase 1"	3655	3896	165.2049253	45.19970598
53	"ACP2"	"acid phosphatase 2, lysosomal"	3484	2287	96.97732656	27.83505355
54	"ACP5"	"acid phosphatase 5, tartrate resistant"	2792	228	9.668050046	3.462768641
55	"ACPP"	"acid phosphatase, prostate"	4193	923	39.13864119	9.334281229
56	"ACRV1"	"acrosomal vesicle protein 1"	2212	19	0.805670837	0.364227322
58	"ACTA1"	"actin, alpha 1, skeletal muscle"	1495	68	2.883453522	1.928731453
59	"ACTA2"	"actin, alpha 2, smooth muscle, aorta"	3027	13	0.551248468	0.182110495
60	"ACTB"	"actin beta"	3256	70058	2970.720395	912.3834138
70	"ACTC1"	"actin, alpha, cardiac muscle 1"	4639	0	0	0
71	"ACTG1"	"actin gamma 1"	2976	57445	2435.882171	818.5087939
72	"ACTG2"	"actin, gamma 2, smooth muscle, enteric"	3811	260	11.02496935	2.892933443
81	"ACTN4"	"actinin alpha 4"	5264	9725	412.3762574	78.33895468
86	"ACTL6A"	"actin like 6A"	3675	3265	138.4481728	37.67297219
87	"ACTN1"	"actinin alpha 1"	10626	6187	262.3518668	24.68961668
88	"ACTN2"	"actinin alpha 2"	5530	313	13.27236695	2.400066356
89	"ACTN3"	"actinin alpha 3 (gene/pseudogene)"	3517	4	0.169614913	0.048227158
90	"ACVR1"	"activin A receptor type 1"	3990	427	18.10639197	4.53794285
91	"ACVR1B"	"activin A receptor type 1B"	5690	1629	69.07567335	12.13983714
92	"ACVR2A"	"activin A receptor type 2A"	6770	236	10.00727987	1.478180188
93	"ACVR2B"	"activin A receptor type 2B"	15744	198	8.395938198	0.533278595
94	"ACVRL1"	"activin A receptor like type 1"	5038	40	1.696149131	0.336671126
95	"ACY1"	"aminoacylase 1"	3285	97	4.113161642	1.252104001
97	"ACYP1"	"acylphosphatase 1"	1841	364	15.43495709	8.384007111
98	"ACYP2"	"acylphosphatase 2"	3431	138	5.851714501	1.705541971
100	"ADA"	"adenosine deaminase"	2231	69	2.925857251	1.311455514
101	"ADAM8"	"ADAM metallopeptidase domain 8"	4780	72	3.053068436	0.638717246
102	"ADAM10"	"ADAM metallopeptidase domain 10"	16168	2784	118.0519795	7.301582107
103	"ADAR"	"adenosine deaminase, RNA specific"	8356	14726	624.4373025	74.72921284
104	"ADARB1"	"adenosine deaminase, RNA specific B1"	10049	650	27.56242338	2.742802605
105	"ADARB2"	"adenosine deaminase, RNA specific B2 (inactive)"	10513	1211	51.35091494	4.884515832
107	"ADCY1"	"adenylate cyclase 1"	13530	1219	51.69014476	3.820409812
108	"ADCY2"	"adenylate cyclase 2"	15784	1784	75.64825124	4.792717387
109	"ADCY3"	"adenylate cyclase 3"	6058	2081	88.24215853	14.56621963
111	"ADCY5"	"adenylate cyclase 5"	8873	33	1.399323033	0.15770574
112	"ADCY6"	"adenylate cyclase 6"	8410	3242	137.4728871	16.34635994
113	"ADCY7"	"adenylate cyclase 7"	8630	70	2.968260979	0.343946811
114	"ADCY8"	"adenylate cyclase 8"	5961	1	0.042403728	0.007113526
115	"ADCY9"	"adenylate cyclase 9"	8189	757	32.0996223	3.919846416
116	"ADCYAP1"	"adenylate cyclase activating polypeptide 1"	3805	16	0.678459652	0.178307399
117	"ADCYAP1R1"	"ADCYAP receptor type I"	6832	29	1.22970812	0.179992406
118	"ADD1"	"adducin 1"	13106	4107	174.152112	13.28796826
119	"ADD2"	"adducin 2"	12673	136	5.766907045	0.455054608
120	"ADD3"	"adducin 3"	6541	1245	52.7926417	8.07103527
123	"PLIN2"	"perilipin 2"	3596	1644	69.71172928	19.38590914
124	"ADH1A"	"alcohol dehydrogenase 1A (class I), alpha polypeptide"	2258	1	0.042403728	0.018779331
125	"ADH1B"	"alcohol dehydrogenase 1B (class I), beta polypeptide"	6483	5	0.212018641	0.032703785
126	"ADH1C"	"alcohol dehydrogenase 1C (class I), gamma polypeptide"	1860	51	2.162590142	1.162682872
127	"ADH4"	"alcohol dehydrogenase 4 (class II), pi polypeptide"	2453	2	0.084807457	0.034572954
128	"ADH5"	"alcohol dehydrogenase 5 (class III), chi polypeptide"	4866	3785	160.4981115	32.98358231
130	"ADH6"	"alcohol dehydrogenase 6 (class V)"	4401	2	0.084807457	0.019270042
131	"ADH7"	"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide"	3108	1	0.042403728	0.013643413
132	"ADK"	"adenosine kinase"	3184	1192	50.5452441	15.87476259
133	"ADM"	"adrenomedullin"	2718	1602	67.93077269	24.99292593
134	"ADORA1"	"adenosine A1 receptor"	4126	30	1.272111848	0.308316008
135	"ADORA2A"	"adenosine A2a receptor"	4193	5	0.212018641	0.050564904
136	"ADORA2B"	"adenosine A2b receptor"	1735	132	5.597292132	3.226104975
140	"ADORA3"	"adenosine A3 receptor"	2687	0	0	0
141	"ADPRH"	"ADP-ribosylarginine hydrolase"	4615	174	7.378248719	1.598753785
142	"PARP1"	"poly(ADP-ribose) polymerase 1"	7169	9034	383.0752812	53.43496739
143	"PARP4"	"poly(ADP-ribose) polymerase family member 4"	6080	635	26.92636745	4.428678857
146	"ADRA1D"	"adrenoceptor alpha 1D"	2790	4	0.169614913	0.060793876
147	"ADRA1B"	"adrenoceptor alpha 1B"	1738	5	0.212018641	0.121990012
148	"ADRA1A"	"adrenoceptor alpha 1A"	4586	32	1.356919305	0.295882971
150	"ADRA2A"	"adrenoceptor alpha 2A"	3745	387	16.41024284	4.381907301
151	"ADRA2B"	"adrenoceptor alpha 2B"	3371	7	0.296826098	0.088052832
152	"ADRA2C"	"adrenoceptor alpha 2C"	2129	60	2.544223696	1.195032267
153	"ADRB1"	"adrenoceptor beta 1"	2853	542	22.98282072	8.055667972
154	"ADRB2"	"adrenoceptor beta 2"	3443	286	12.12746629	3.522354425
155	"ADRB3"	"adrenoceptor beta 3"	2950	0	0	0
156	"GRK2"	"G protein-coupled receptor kinase 2"	6665	4877	206.8029828	31.02820447
157	"GRK3"	"G protein-coupled receptor kinase 3"	9303	683	28.96174641	3.113162035
158	"ADSL"	"adenylosuccinate lyase"	5866	1356	57.49945554	9.802157439
159	"ADSS"	"adenylosuccinate synthase"	3666	1581	67.0402944	18.28704157
160	"AP2A1"	"adaptor related protein complex 2 alpha 1 subunit"	7386	3154	133.741359	18.10741389
161	"AP2A2"	"adaptor related protein complex 2 alpha 2 subunit"	28010	2097	88.92061819	3.174602577
162	"AP1B1"	"adaptor related protein complex 1 beta 1 subunit"	6721	3420	145.0207507	21.57725795
163	"AP2B1"	"adaptor related protein complex 2 beta 1 subunit"	7587	7513	318.5792105	41.99014242
164	"AP1G1"	"adaptor related protein complex 1 gamma 1 subunit"	10980	1875	79.50699051	7.241073817
165	"AEBP1"	"AE binding protein 1"	4955	68	2.883453522	0.581928057
166	"AES"	"amino-terminal enhancer of split"	5298	3926	166.4770372	31.42261933
167	"CRISP1"	"cysteine rich secretory protein 1"	2000	1	0.042403728	0.021201864
173	"AFM"	"afamin"	2244	0	0	0
174	"AFP"	"alpha fetoprotein"	3259	31	1.314515576	0.403349364
175	"AGA"	"aspartylglucosaminidase"	2675	505	21.41388278	8.005189823
176	"ACAN"	"aggrecan"	10908	0	0	0
177	"AGER"	"advanced glycosylation end-product specific receptor"	14539	88	3.731528088	0.256656447
178	"AGL"	"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"	8434	1037	43.97266622	5.213737991
181	"AGRP"	"agouti related neuropeptide"	764	0	0	0
182	"JAG1"	"jagged 1"	8534	1772	75.1394065	8.804711331
183	"AGT"	"angiotensinogen"	2671	4512	191.325622	71.63070833
185	"AGTR1"	"angiotensin II receptor type 1"	3478	537	22.77080208	6.547096631
186	"AGTR2"	"angiotensin II receptor type 2"	2882	0	0	0
187	"APLNR"	"apelin receptor"	3738	0	0	0
189	"AGXT"	"alanine--glyoxylate and serine--pyruvate aminotransferase"	4459	24	1.017689479	0.228232671
190	"NR0B1"	"nuclear receptor subfamily 0 group B member 1"	2203	637	27.01117491	12.26108711
191	"AHCY"	"adenosylhomocysteinase"	3372	7851	332.9116707	98.72825346
196	"AHR"	"aryl hydrocarbon receptor"	6661	55	2.332205055	0.350128367
197	"AHSG"	"alpha 2-HS glycoprotein"	2353	11	0.466441011	0.198232474
199	"AIF1"	"allograft inflammatory factor 1"	7876	2	0.084807457	0.010767833
202	"CRYBG1"	"crystallin beta-gamma domain containing 1"	10374	6102	258.7475499	24.94192692
203	"AK1"	"adenylate kinase 1"	3066	1375	58.30512637	19.01667527
204	"AK2"	"adenylate kinase 2"	5727	3752	159.0987885	27.78047642
205	"AK4"	"adenylate kinase 4"	7578	2248	95.32358115	12.57898933
207	"AKT1"	"AKT serine/threonine kinase 1"	11128	9781	414.7508662	37.27092615
208	"AKT2"	"AKT serine/threonine kinase 2"	12366	5380	228.1320581	18.44833075
210	"ALAD"	"aminolevulinate dehydratase"	4983	1303	55.25205794	11.08811117
211	"ALAS1"	"5'-aminolevulinate synthase 1"	2536	1538	65.21693408	25.71645666
212	"ALAS2"	"5'-aminolevulinate synthase 2"	2134	2	0.084807457	0.039741076
213	"ALB"	"albumin"	3377	1248	52.91985288	15.67067009
214	"ALCAM"	"activated leukocyte cell adhesion molecule"	7179	4148	175.8906649	24.50071944
215	"ABCD1"	"ATP binding cassette subfamily D member 1"	4233	673	28.53770913	6.741721977
216	"ALDH1A1"	"aldehyde dehydrogenase 1 family member A1"	2669	20267	859.3963609	321.9918924
217	"ALDH2"	"aldehyde dehydrogenase 2 family member"	9824	4229	179.3253669	18.25380363
218	"ALDH3A1"	"aldehyde dehydrogenase 3 family member A1"	3918	67	2.841049794	0.725127564
219	"ALDH1B1"	"aldehyde dehydrogenase 1 family member B1"	3155	1428	60.55252397	19.1925591
220	"ALDH1A3"	"aldehyde dehydrogenase 1 family member A3"	4771	5796	245.7720091	51.51373068
221	"ALDH3B1"	"aldehyde dehydrogenase 3 family member B1"	6626	217	9.201609035	1.388712501
222	"ALDH3B2"	"aldehyde dehydrogenase 3 family member B2"	3235	1632	69.20288454	21.39192721
223	"ALDH9A1"	"aldehyde dehydrogenase 9 family member A1"	3308	3603	152.780633	46.18519739
224	"ALDH3A2"	"aldehyde dehydrogenase 3 family member A2"	4987	2600	110.2496935	22.10741799
225	"ABCD2"	"ATP binding cassette subfamily D member 2"	6238	0	0	0
226	"ALDOA"	"aldolase, fructose-bisphosphate A"	6153	29724	1260.408419	204.8445342
229	"ALDOB"	"aldolase, fructose-bisphosphate B"	2451	4	0.169614913	0.069202331
230	"ALDOC"	"aldolase, fructose-bisphosphate C"	2928	1600	67.84596523	23.17143621
231	"AKR1B1"	"aldo-keto reductase family 1 member B"	3660	708	30.02183962	8.20268842
238	"ALK"	"ALK receptor tyrosine kinase"	6932	6	0.25442237	0.036702592
239	"ALOX12"	"arachidonate 12-lipoxygenase, 12S type"	2616	21	0.890478294	0.340396901
240	"ALOX5"	"arachidonate 5-lipoxygenase"	7460	6	0.25442237	0.034104875
241	"ALOX5AP"	"arachidonate 5-lipoxygenase activating protein"	1715	2	0.084807457	0.049450412
242	"ALOX12B"	"arachidonate 12-lipoxygenase, 12R type"	2656	44	1.865764044	0.702471402
246	"ALOX15"	"arachidonate 15-lipoxygenase"	3404	99	4.197969099	1.233245916
247	"ALOX15B"	"arachidonate 15-lipoxygenase, type B"	3028	2	0.084807457	0.028007747
248	"ALPI"	"alkaline phosphatase, intestinal"	2632	3	0.127211185	0.048332517
249	"ALPL"	"alkaline phosphatase, liver/bone/kidney"	3007	4817	204.2587591	67.92775493
250	"ALPP"	"alkaline phosphatase, placental"	3059	6	0.25442237	0.083171746
251	"ALPPL2"	"alkaline phosphatase, placental like 2"	2493	1	0.042403728	0.017009117
257	"ALX3"	"ALX homeobox 3"	1859	21	0.890478294	0.479009303
258	"AMBN"	"ameloblastin"	2009	0	0	0
259	"AMBP"	"alpha-1-microglobulin/bikunin precursor"	2041	37	1.568937946	0.76871041
262	"AMD1"	"adenosylmethionine decarboxylase 1"	7222	7312	310.0560611	42.93216022
265	"AMELX"	"amelogenin, X-linked"	835	2	0.084807457	0.101565816
266	"AMELY"	"amelogenin, Y-linked"	844	15	0.636055924	0.753620763
267	"AMFR"	"autocrine motility factor receptor"	4969	1272	53.93754236	10.85480828
268	"AMH"	"anti-Mullerian hormone"	2587	416	17.63995096	6.818689973
269	"AMHR2"	"anti-Mullerian hormone receptor type 2"	3518	0	0	0
270	"AMPD1"	"adenosine monophosphate deaminase 1"	2496	0	0	0
271	"AMPD2"	"adenosine monophosphate deaminase 2"	6823	916	38.8418151	5.692776652
272	"AMPD3"	"adenosine monophosphate deaminase 3"	5969	166	7.039018893	1.179262673
273	"AMPH"	"amphiphysin"	5636	3	0.127211185	0.022571183
274	"BIN1"	"bridging integrator 1"	6929	991	42.02209472	6.064669464
275	"AMT"	"aminomethyltransferase"	4561	121	5.130851121	1.124939952
276	"AMY1A"	"amylase, alpha 1A (salivary)"	6471	12	0.508844739	0.078634637
279	"AMY2A"	"amylase, alpha 2A (pancreatic)"	1898	8	0.339229826	0.178730151
280	"AMY2B"	"amylase, alpha 2B (pancreatic)"	7491	53	2.247397598	0.300013029
283	"ANG"	"angiogenin"	1430	863	36.5944175	25.59050175
284	"ANGPT1"	"angiopoietin 1"	7128	230	9.752857502	1.368246002
285	"ANGPT2"	"angiopoietin 2"	6775	8	0.339229826	0.050070823
286	"ANK1"	"ankyrin 1"	10799	143	6.063733143	0.561508764
287	"ANK2"	"ankyrin 2"	17855	371	15.73178319	0.881085589
288	"ANK3"	"ankyrin 3"	25614	1112	47.15294584	1.840905202
290	"ANPEP"	"alanyl aminopeptidase, membrane"	4871	2333	98.92789806	20.30956643
291	"SLC25A4"	"solute carrier family 25 member 4"	4844	2235	94.77233269	19.56489114
292	"SLC25A5"	"solute carrier family 25 member 5"	1492	6669	282.7904638	189.5378444
293	"SLC25A6"	"solute carrier family 25 member 6"	4328	8708	369.2516658	85.31692832
301	"ANXA1"	"annexin A1"	4561	62	2.629031153	0.576415513
302	"ANXA2"	"annexin A2"	8824	10925	463.2607314	52.50008288
306	"ANXA3"	"annexin A3"	5123	1161	49.23072852	9.609745954
307	"ANXA4"	"annexin A4"	11048	2582	109.4864264	9.910067559
308	"ANXA5"	"annexin A5"	3034	3097	131.3243465	43.28422757
309	"ANXA6"	"annexin A6"	5427	2077	88.07254362	16.22858736
310	"ANXA7"	"annexin A7"	2862	3004	127.3807997	44.50761696
311	"ANXA11"	"annexin A11"	8513	2882	122.2075449	14.3554029
312	"ANXA13"	"annexin A13"	3633	10	0.424037283	0.116718217
313	"AOAH"	"acyloxyacyl hydrolase"	3510	1	0.042403728	0.012080834
314	"AOC2"	"amine oxidase, copper containing 2"	2657	21	0.890478294	0.335144258
316	"AOX1"	"aldehyde oxidase 1"	5556	222	9.413627676	1.694317436
317	"APAF1"	"apoptotic peptidase activating factor 1"	7908	518	21.96513124	2.777583617
318	"NUDT2"	"nudix hydrolase 2"	1075	255	10.81295071	10.0585588
319	"APOF"	"apolipoprotein F"	1715	59	2.501819968	1.458787153
320	"APBA1"	"amyloid beta precursor protein binding family A member 1"	11644	51	2.162590142	0.185725708
321	"APBA2"	"amyloid beta precursor protein binding family A member 2"	13042	742	31.46356638	2.41248017
322	"APBB1"	"amyloid beta precursor protein binding family B member 1"	5244	1384	58.68675993	11.19122043
323	"APBB2"	"amyloid beta precursor protein binding family B member 2"	12956	255	10.81295071	0.834590206
324	"APC"	"APC, WNT signaling pathway regulator"	12440	1270	53.8527349	4.328997983
325	"APCS"	"amyloid P component, serum"	926	1	0.042403728	0.045792363
326	"AIRE"	"autoimmune regulator"	4678	4	0.169614913	0.036257998
327	"APEH"	"acylaminoacyl-peptide hydrolase"	4669	2385	101.1328919	21.66050373
328	"APEX1"	"apurinic/apyrimidinic endodeoxyribonuclease 1"	1886	6023	255.3976554	135.4176328
329	"BIRC2"	"baculoviral IAP repeat containing 2"	4532	1075	45.58400789	10.05825417
330	"BIRC3"	"baculoviral IAP repeat containing 3"	7518	227	9.625646318	1.280346677
331	"XIAP"	"X-linked inhibitor of apoptosis"	9025	1024	43.42141775	4.811237424
332	"BIRC5"	"baculoviral IAP repeat containing 5"	3815	3182	134.9286634	35.36793273
333	"APLP1"	"amyloid beta precursor like protein 1"	3656	2195	93.07618356	25.45847471
334	"APLP2"	"amyloid beta precursor like protein 2"	7451	31435	1332.961198	178.8969532
335	"APOA1"	"apolipoprotein A1"	1424	3	0.127211185	0.089333697
336	"APOA2"	"apolipoprotein A2"	945	0	0	0
337	"APOA4"	"apolipoprotein A4"	1473	1	0.042403728	0.028787324
338	"APOB"	"apolipoprotein B"	14828	2	0.084807457	0.005719413
339	"APOBEC1"	"apolipoprotein B mRNA editing enzyme catalytic subunit 1"	889	0	0	0
341	"APOC1"	"apolipoprotein C1"	988	472	20.01455974	20.25765156
343	"AQP8"	"aquaporin 8"	1421	2	0.084807457	0.059681532
344	"APOC2"	"apolipoprotein C2"	1316	0	0	0
345	"APOC3"	"apolipoprotein C3"	866	0	0	0
346	"APOC4"	"apolipoprotein C4"	741	0	0	0
347	"APOD"	"apolipoprotein D"	2197	214	9.07439785	4.130358603
348	"APOE"	"apolipoprotein E"	2191	786	33.32933042	15.21192625
350	"APOH"	"apolipoprotein H"	1332	357	15.13813099	11.36496321
351	"APP"	"amyloid beta precursor protein"	6316	9990	423.6132454	67.06986153
353	"APRT"	"adenine phosphoribosyltransferase"	1803	1596	67.67635032	37.53541338
354	"KLK3"	"kallikrein related peptidase 3"	4639	1577	66.87067948	14.41489103
355	"FAS"	"Fas cell surface death receptor"	3688	156	6.61498161	1.793650111
356	"FASLG"	"Fas ligand"	1888	0	0	0
357	"SHROOM2"	"shroom family member 2"	8191	197	8.353534469	1.019843056
358	"AQP1"	"aquaporin 1 (Colton blood group)"	3895	28	1.187304392	0.304827828
359	"AQP2"	"aquaporin 2"	4305	398	16.87668385	3.920251766
360	"AQP3"	"aquaporin 3 (Gill blood group)"	2928	12334	523.0075845	178.6228089
361	"AQP4"	"aquaporin 4"	5995	47	1.992975229	0.332439571
362	"AQP5"	"aquaporin 5"	1885	272	11.53381409	6.118734265
363	"AQP6"	"aquaporin 6"	5129	66	2.798646066	0.545651407
364	"AQP7"	"aquaporin 7"	5253	22	0.932882022	0.177590334
366	"AQP9"	"aquaporin 9"	3235	2	0.084807457	0.026215597
367	"AR"	"androgen receptor"	12775	12756	540.9019578	42.34066206
368	"ABCC6"	"ATP binding cassette subfamily C member 6"	15124	341	14.45967134	0.95607454
369	"ARAF"	"A-Raf proto-oncogene, serine/threonine kinase"	3535	3252	137.8969243	39.00903093
372	"ARCN1"	"archain 1"	4177	6288	266.6346434	63.83400607
373	"TRIM23"	"tripartite motif containing 23"	4807	343	14.5444788	3.025687289
374	"AREG"	"amphiregulin"	1648	8	0.339229826	0.205843341
375	"ARF1"	"ADP ribosylation factor 1"	3281	14396	610.4440722	186.0542738
377	"ARF3"	"ADP ribosylation factor 3"	5408	4948	209.8136475	38.79690227
378	"ARF4"	"ADP ribosylation factor 4"	2013	4075	172.7951927	85.8396387
379	"ARL4D"	"ADP ribosylation factor like GTPase 4D"	1612	412	17.47033605	10.83767745
381	"ARF5"	"ADP ribosylation factor 5"	1871	3604	152.8230367	81.67986996
382	"ARF6"	"ADP ribosylation factor 6"	3865	4480	189.9687027	49.15102268
383	"ARG1"	"arginase 1"	1965	26	1.102496935	0.561067143
384	"ARG2"	"arginase 2"	2418	437	18.53042925	7.663535672
387	"RHOA"	"ras homolog family member A"	2368	11215	475.5578126	200.826779
388	"RHOB"	"ras homolog family member B"	2372	20947	888.2308961	374.4649646
389	"RHOC"	"ras homolog family member C"	4505	1507	63.90241851	14.18477658
390	"RND3"	"Rho family GTPase 3"	3594	243	10.30410597	2.867030042
391	"RHOG"	"ras homolog family member G"	1782	692	29.34337996	16.46654319
392	"ARHGAP1"	"Rho GTPase activating protein 1"	6138	2753	116.7374639	19.01881133
393	"ARHGAP4"	"Rho GTPase activating protein 4"	5580	235	9.964876144	1.785820097
394	"ARHGAP5"	"Rho GTPase activating protein 5"	10277	3340	141.6284524	13.78110854
395	"ARHGAP6"	"Rho GTPase activating protein 6"	7885	367	15.56216828	1.97364214
396	"ARHGDIA"	"Rho GDP dissociation inhibitor alpha"	2903	8750	371.0326224	127.8100663
397	"ARHGDIB"	"Rho GDP dissociation inhibitor beta"	1499	8	0.339229826	0.226304087
398	"ARHGDIG"	"Rho GDP dissociation inhibitor gamma"	2127	863	36.5944175	17.20470968
399	"RHOH"	"ras homolog family member H"	6608	16	0.678459652	0.102672466
400	"ARL1"	"ADP ribosylation factor like GTPase 1"	4979	2280	96.68050046	19.41765424
401	"PHOX2A"	"paired like homeobox 2a"	1784	1	0.042403728	0.023768906
402	"ARL2"	"ADP ribosylation factor like GTPase 2"	1879	628	26.62954135	14.17218805
403	"ARL3"	"ADP ribosylation factor like GTPase 3"	3844	587	24.8909885	6.475283167
405	"ARNT"	"aryl hydrocarbon receptor nuclear translocator"	6516	1213	51.43572239	7.893757273
406	"ARNTL"	"aryl hydrocarbon receptor nuclear translocator like"	6726	358	15.18053472	2.256992971
407	"ARR3"	"arrestin 3"	1729	0	0	0
408	"ARRB1"	"arrestin beta 1"	5828	2507	106.3061468	18.24058799
409	"ARRB2"	"arrestin beta 2"	4372	757	32.0996223	7.342091103
410	"ARSA"	"arylsulfatase A"	2633	729	30.91231791	11.74034102
411	"ARSB"	"arylsulfatase B"	7189	172	7.293441263	1.014527926
412	"STS"	"steroid sulfatase"	6521	201	8.523149383	1.307031036
414	"ARSD"	"arylsulfatase D"	7030	1450	61.48540599	8.746145945
415	"ARSE"	"arylsulfatase E (chondrodysplasia punctata 1)"	2878	117	4.961236208	1.723848578
416	"ARSF"	"arylsulfatase F"	2204	3	0.127211185	0.057718323
417	"ART1"	"ADP-ribosyltransferase 1"	1467	0	0	0
419	"ART3"	"ADP-ribosyltransferase 3"	3278	0	0	0
420	"ART4"	"ADP-ribosyltransferase 4 (Dombrock blood group)"	5214	146	6.190944328	1.187369453
421	"ARVCF"	"ARVCF, delta catenin family member"	5621	1042	44.18468486	7.860644878
427	"ASAH1"	"N-acylsphingosine amidohydrolase 1"	5051	856	36.2975914	7.186218848
429	"ASCL1"	"achaete-scute family bHLH transcription factor 1"	2472	12	0.508844739	0.205843341
430	"ASCL2"	"achaete-scute family bHLH transcription factor 2"	1852	225	9.540838861	5.151640854
432	"ASGR1"	"asialoglycoprotein receptor 1"	3748	84	3.561913175	0.950350367
433	"ASGR2"	"asialoglycoprotein receptor 2"	2490	5	0.212018641	0.085148049
434	"ASIP"	"agouti signaling protein"	778	13	0.551248468	0.708545588
435	"ASL"	"argininosuccinate lyase"	3554	1157	49.06111361	13.80447766
438	"ASMT"	"acetylserotonin O-methyltransferase"	2856	13	0.551248468	0.193014169
439	"ASNA1"	"arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)"	1652	2801	118.7728429	71.896394
440	"ASNS"	"asparagine synthetase (glutamine-hydrolyzing)"	4455	2017	85.52831992	19.19827608
443	"ASPA"	"aspartoacylase"	5854	0	0	0
444	"ASPH"	"aspartate beta-hydroxylase"	20047	5932	251.5389161	12.54745928
445	"ASS1"	"argininosuccinate synthase 1"	3050	1598	67.76115778	22.21677304
460	"ASTN1"	"astrotactin 1"	9201	4	0.169614913	0.0184344
462	"SERPINC1"	"serpin family C member 1"	1768	0	0	0
463	"ZFHX3"	"zinc finger homeobox 3"	17503	708	30.02183962	1.715239651
466	"ATF1"	"activating transcription factor 1"	2790	506	21.45628651	7.690425271
467	"ATF3"	"activating transcription factor 3"	3348	455	19.29369636	5.762752797
468	"ATF4"	"activating transcription factor 4"	2514	5655	239.7930834	95.38308806
471	"ATIC"	"5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase"	3928	2068	87.69091007	22.32456977
472	"ATM"	"ATM serine/threonine kinase"	22317	1014	42.99738047	1.926664895
473	"RERE"	"arginine-glutamic acid dipeptide repeats"	11503	5284	224.0613002	19.47850997
474	"ATOH1"	"atonal bHLH transcription factor 1"	2212	0	0	0
