"Entrez_ID"	"Gene_symbol"	"Gene_name"	"mRNA_size"	"Frag_count"	"FPM"	"FPKM"
2581	"GALC"	"galactosylceramidase"	6825	1368	58.00830028	8.499384656
2582	"GALE"	"UDP-galactose-4-epimerase"	3978	440	18.65764044	4.690206244
2583	"B4GALNT1"	"beta-1,4-N-acetyl-galactosaminyltransferase 1"	8003	265	11.23698799	1.404096963
2584	"GALK1"	"galactokinase 1"	2891	1532	64.96251171	22.47060246
2585	"GALK2"	"galactokinase 2"	7531	767	32.52365958	4.318637576
2587	"GALR1"	"galanin receptor 1"	10299	0	0	0
2588	"GALNS"	"galactosamine (N-acetyl)-6-sulfatase"	8402	356	15.09572726	1.796682607
2589	"GALNT1"	"polypeptide N-acetylgalactosaminyltransferase 1"	4939	4237	179.6645967	36.37671526
2590	"GALNT2"	"polypeptide N-acetylgalactosaminyltransferase 2"	7743	3392	143.8334463	18.57593262
2591	"GALNT3"	"polypeptide N-acetylgalactosaminyltransferase 3"	4686	1358	57.58426299	12.28857512
2592	"GALT"	"galactose-1-phosphate uridylyltransferase"	4609	666	28.24088303	6.127334135
2593	"GAMT"	"guanidinoacetate N-methyltransferase"	1743	385	16.32543538	9.366285361
2595	"GANC"	"glucosidase alpha, neutral C"	10954	262	11.10977681	1.014220998
2596	"GAP43"	"growth associated protein 43"	2087	36	1.526534218	0.731449074
2597	"GAPDH"	"glyceraldehyde-3-phosphate dehydrogenase"	2981	64427	2731.945001	916.4525332
2615	"LRRC32"	"leucine rich repeat containing 32"	4459	17	0.720863381	0.161664808
2617	"GARS"	"glycyl-tRNA synthetase"	4152	3349	142.010086	34.20281454
2618	"GART"	"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"	10453	3615	153.2894777	14.6646396
2619	"GAS1"	"growth arrest specific 1"	2827	125	5.300466034	1.874943769
2620	"GAS2"	"growth arrest specific 2"	3529	303	12.84832967	3.64078483
2621	"GAS6"	"growth arrest specific 6"	4059	32	1.356919305	0.334298917
2622	"GAS8"	"growth arrest specific 8"	5615	469	19.88734856	3.541825211
2623	"GATA1"	"GATA binding protein 1"	1500	0	0	0
2624	"GATA2"	"GATA binding protein 2"	4459	422	17.89437333	4.013091126
2625	"GATA3"	"GATA binding protein 3"	3253	4	0.169614913	0.052141074
2626	"GATA4"	"GATA binding protein 4"	4443	1	0.042403728	0.009543941
2627	"GATA6"	"GATA binding protein 6"	3945	607	25.73906306	6.524477328
2628	"GATM"	"glycine amidinotransferase"	5186	303	12.84832967	2.477502828
2629	"GBA"	"glucosylceramidase beta"	7693	1626	68.94846217	8.962493458
2631	"NIPSNAP2"	"nipsnap homolog 2"	5651	4582	194.2938829	34.38221252
2632	"GBE1"	"1,4-alpha-glucan branching enzyme 1"	5171	867	36.76403241	7.109656239
2633	"GBP1"	"guanylate binding protein 1"	4992	22	0.932882022	0.186875405
2634	"GBP2"	"guanylate binding protein 2"	6276	1	0.042403728	0.00675649
2635	"GBP3"	"guanylate binding protein 3"	4297	6	0.25442237	0.059209302
2636	"GBX1"	"gastrulation brain homeobox 1"	1467	3	0.127211185	0.086715191
2637	"GBX2"	"gastrulation brain homeobox 2"	2315	2	0.084807457	0.036633891
2638	"GC"	"GC, vitamin D binding protein"	2381	365	15.47736082	6.500361537
2639	"GCDH"	"glutaryl-CoA dehydrogenase"	3529	1622	68.77884726	19.48961384
2641	"GCG"	"glucagon"	2387	0	0	0
2642	"GCGR"	"glucagon receptor"	3241	4	0.169614913	0.052334129
2643	"GCH1"	"GTP cyclohydrolase 1"	2951	576	24.42454748	8.27670196
2644	"GCHFR"	"GTP cyclohydrolase I feedback regulator"	1531	107	4.537198925	2.963552531
2645	"GCK"	"glucokinase"	4122	0	0	0
2646	"GCKR"	"glucokinase regulator"	3146	5	0.212018641	0.067393084
2647	"BLOC1S1"	"biogenesis of lysosomal organelles complex 1 subunit 1"	1762	267	11.32179545	6.425536577
2648	"KAT2A"	"lysine acetyltransferase 2A"	4010	4983	211.297778	52.69271271
2649	"NR6A1"	"nuclear receptor subfamily 6 group A member 1"	7124	208	8.81997548	1.238065059
2650	"GCNT1"	"glucosaminyl (N-acetyl) transferase 1, core 2"	6463	669	28.36809421	4.389307475
2651	"GCNT2"	"glucosaminyl (N-acetyl) transferase 2 (I blood group)"	9052	593	25.14541086	2.777884541
2652	"OPN1MW"	"opsin 1, medium wave sensitive"	1998	0	0	0
2653	"GCSH"	"glycine cleavage system protein H"	1880	539	22.85560954	12.15723912
2657	"GDF1"	"growth differentiation factor 1"	2565	83	3.519509447	1.372128439
2658	"GDF2"	"growth differentiation factor 2"	1955	0	0	0
2660	"MSTN"	"myostatin"	2822	0	0	0
2661	"GDF9"	"growth differentiation factor 9"	3279	14	0.593652196	0.18104672
2662	"GDF10"	"growth differentiation factor 10"	2458	32	1.356919305	0.552042028
2664	"GDI1"	"GDP dissociation inhibitor 1"	5256	2298	97.44376757	18.5395296
2665	"GDI2"	"GDP dissociation inhibitor 2"	4033	6775	287.285259	71.23363725
2668	"GDNF"	"glial cell derived neurotrophic factor"	4273	3	0.127211185	0.02977093
2669	"GEM"	"GTP binding protein overexpressed in skeletal muscle"	2648	147	6.233348056	2.353983405
2670	"GFAP"	"glial fibrillary acidic protein"	5899	10	0.424037283	0.071882909
2671	"GFER"	"growth factor, augmenter of liver regeneration"	2687	753	31.93000739	11.8831438
2672	"GFI1"	"growth factor independent 1 transcriptional repressor"	3301	4	0.169614913	0.051382888
2673	"GFPT1"	"glutamine--fructose-6-phosphate transaminase 1"	8866	9036	383.1600887	43.21679322
2674	"GFRA1"	"GDNF family receptor alpha 1"	9678	6	0.25442237	0.026288734
2675	"GFRA2"	"GDNF family receptor alpha 2"	5716	5	0.212018641	0.037092135
2676	"GFRA3"	"GDNF family receptor alpha 3"	2039	75	3.18027962	1.559725169
2677	"GGCX"	"gamma-glutamyl carboxylase"	9098	809	34.30461617	3.770566737
2678	"GGT1"	"gamma-glutamyltransferase 1"	4434	578	24.50935494	5.527594709
2683	"B4GALT1"	"beta-1,4-galactosyltransferase 1"	4901	7983	338.5089628	69.06936601
2686	"GGT7"	"gamma-glutamyltransferase 7"	2966	535	22.68599463	7.648683286
2687	"GGT5"	"gamma-glutamyltransferase 5"	2590	4	0.169614913	0.065488383
2688	"GH1"	"growth hormone 1"	1196	0	0	0
2689	"GH2"	"growth hormone 2"	1147	12	0.508844739	0.443630985
2690	"GHR"	"growth hormone receptor"	6610	242	10.26170224	1.552451171
2691	"GHRH"	"growth hormone releasing hormone"	570	0	0	0
2692	"GHRHR"	"growth hormone releasing hormone receptor"	2893	26	1.102496935	0.381091232
2693	"GHSR"	"growth hormone secretagogue receptor"	1246	2	0.084807457	0.068063769
2694	"GIF"	"gastric intrinsic factor"	2409	0	0	0
2695	"GIP"	"gastric inhibitory polypeptide"	716	0	0	0
2696	"GIPR"	"gastric inhibitory polypeptide receptor"	4736	86	3.646720631	0.770000133
2697	"GJA1"	"gap junction protein alpha 1"	3037	22	0.932882022	0.307172217
2700	"GJA3"	"gap junction protein alpha 3"	5211	0	0	0
2701	"GJA4"	"gap junction protein alpha 4"	1717	0	0	0
2702	"GJA5"	"gap junction protein alpha 5"	3292	0	0	0
2705	"GJB1"	"gap junction protein beta 1"	2235	1861	78.91333831	35.30798135
2706	"GJB2"	"gap junction protein beta 2"	2250	45	1.908167772	0.848074565
2707	"GJB3"	"gap junction protein beta 3"	2387	101	4.282776555	1.794208863
2709	"GJB5"	"gap junction protein beta 5"	1355	15	0.636055924	0.469413966
2710	"GK"	"glycerol kinase"	5359	255	10.81295071	2.01771799
2712	"GK2"	"glycerol kinase 2"	1942	0	0	0
2717	"GLA"	"galactosidase alpha"	2065	366	15.51976455	7.515624478
2719	"GPC3"	"glypican 3"	2711	36	1.526534218	0.563088977
2720	"GLB1"	"galactosidase beta 1"	4251	1614	68.43961743	16.09965124
2729	"GCLC"	"glutamate-cysteine ligase catalytic subunit"	7934	1466	62.16386565	7.83512297
2730	"GCLM"	"glutamate-cysteine ligase modifier subunit"	5420	716	30.36106944	5.601673329
2731	"GLDC"	"glycine decarboxylase"	4656	5	0.212018641	0.04553665
2733	"GLE1"	"GLE1, RNA export mediator"	3527	1897	80.43987253	22.80688192
2734	"GLG1"	"golgi glycoprotein 1"	14111	3238	137.3032721	9.73022976
2735	"GLI1"	"GLI family zinc finger 1"	4204	4	0.169614913	0.040346078
2736	"GLI2"	"GLI family zinc finger 2"	7406	7	0.296826098	0.040079138
2737	"GLI3"	"GLI family zinc finger 3"	9239	0	0	0
2738	"GLI4"	"GLI family zinc finger 4"	2912	321	13.61159678	4.674312079
2739	"GLO1"	"glyoxalase I"	2352	6657	282.2816191	120.0176952
2740	"GLP1R"	"glucagon like peptide 1 receptor"	3105	48	2.035378957	0.655516572
2741	"GLRA1"	"glycine receptor alpha 1"	2434	6	0.25442237	0.1045285
2742	"GLRA2"	"glycine receptor alpha 2"	3713	17	0.720863381	0.194145807
2743	"GLRB"	"glycine receptor beta"	3459	268	11.36419918	3.285400167
2744	"GLS"	"glutaminase"	9827	1853	78.57410849	7.995737101
2745	"GLRX"	"glutaredoxin"	6508	467	19.8025411	3.042799801
2746	"GLUD1"	"glutamate dehydrogenase 1"	3519	3334	141.3740301	40.17448993
2747	"GLUD2"	"glutamate dehydrogenase 2"	2493	254	10.77054698	4.320315676
2752	"GLUL"	"glutamate-ammonia ligase"	9032	5485	232.5844496	25.75115695
2760	"GM2A"	"GM2 ganglioside activator"	4479	1260	53.42869762	11.92871124
2762	"GMDS"	"GDP-mannose 4,6-dehydratase"	4304	1899	80.52467999	18.7092658
2764	"GMFB"	"glia maturation factor beta"	7966	2715	115.1261223	14.45218708
2765	"GML"	"glycosylphosphatidylinositol anchored molecule like"	940	0	0	0
2766	"GMPR"	"guanosine monophosphate reductase"	2232	5029	213.2483495	95.54137521
2767	"GNA11"	"G protein subunit alpha 11"	6242	1172	49.69716953	7.96173815
2768	"GNA12"	"G protein subunit alpha 12"	6120	3424	145.1903656	23.72391595
2769	"GNA15"	"G protein subunit alpha 15"	2613	151	6.402962969	2.450425935
2770	"GNAI1"	"G protein subunit alpha i1"	4280	143	6.063733143	1.41676008
2771	"GNAI2"	"G protein subunit alpha i2"	7650	2428	102.9562522	13.45833363
2773	"GNAI3"	"G protein subunit alpha i3"	27174	2324	98.5462645	3.626490929
2774	"GNAL"	"G protein subunit alpha L"	8445	109	4.622006382	0.547306854
2775	"GNAO1"	"G protein subunit alpha o1"	9813	1055	44.73593333	4.55884371
2776	"GNAQ"	"G protein subunit alpha q"	6629	4293	182.0392055	27.46103567
2778	"GNAS"	"GNAS complex locus"	13320	22577	957.3489732	71.87304603
2779	"GNAT1"	"G protein subunit alpha transducin 1"	2754	11	0.466441011	0.169368559
2780	"GNAT2"	"G protein subunit alpha transducin 2"	1381	0	0	0
2781	"GNAZ"	"G protein subunit alpha z"	3840	477	20.22657839	5.267338121
2782	"GNB1"	"G protein subunit beta 1"	6362	10407	441.2956001	69.36428798
2783	"GNB2"	"G protein subunit beta 2"	2857	15380	652.1693408	228.2706828
2784	"GNB3"	"G protein subunit beta 3"	3437	106	4.494795197	1.307767005
2785	"GNG3"	"G protein subunit gamma 3"	882	5	0.212018641	0.240383947
2786	"GNG4"	"G protein subunit gamma 4"	5401	4963	210.4497034	38.96495157
2787	"GNG5"	"G protein subunit gamma 5"	1112	1034	43.84545503	39.42936604
2788	"GNG7"	"G protein subunit gamma 7"	4561	17	0.720863381	0.158049415
2790	"GNG10"	"G protein subunit gamma 10"	1491	210	8.904782937	5.972356095
2791	"GNG11"	"G protein subunit gamma 11"	3055	8	0.339229826	0.11104086
2792	"GNGT1"	"G protein subunit gamma transducin 1"	2361	0	0	0
2793	"GNGT2"	"G protein subunit gamma transducin 2"	1689	1	0.042403728	0.025105819
2794	"GNL1"	"G protein nucleolar 1 (putative)"	67229	2733	115.8893894	1.723800583
2796	"GNRH1"	"gonadotropin releasing hormone 1"	1762	13	0.551248468	0.312853841
2797	"GNRH2"	"gonadotropin releasing hormone 2"	823	5	0.212018641	0.257616818
2798	"GNRHR"	"gonadotropin releasing hormone receptor"	2164	0	0	0
2799	"GNS"	"glucosamine (N-acetyl)-6-sulfatase"	6284	6306	267.3979105	42.55218181
2800	"GOLGA1"	"golgin A1"	5229	993	42.10690217	8.052572609
2801	"GOLGA2"	"golgin A2"	6832	2830	120.002551	17.5647762
2802	"GOLGA3"	"golgin A3"	10550	2195	93.07618356	8.822387067
2803	"GOLGA4"	"golgin A4"	10737	2291	97.14694147	9.047866394
2804	"GOLGB1"	"golgin B1"	11865	2924	123.9885015	10.44993691
2805	"GOT1"	"glutamic-oxaloacetic transaminase 1"	2424	1683	71.36547468	29.44120243
2806	"GOT2"	"glutamic-oxaloacetic transaminase 2"	3766	1722	73.01922008	19.38906534
2810	"SFN"	"stratifin"	1320	1016	43.08218792	32.63802115
2811	"GP1BA"	"glycoprotein Ib platelet alpha subunit"	2501	15	0.636055924	0.254320641
2813	"GP2"	"glycoprotein 2"	4048	113	4.791621295	1.183700913
2815	"GP9"	"glycoprotein IX platelet"	889	0	0	0
2817	"GPC1"	"glypican 1"	6516	350	14.8413049	2.277671101
2819	"GPD1"	"glycerol-3-phosphate dehydrogenase 1"	3991	46	1.9505715	0.488742546
2820	"GPD2"	"glycerol-3-phosphate dehydrogenase 2"	7155	1269	53.81033118	7.520661241
2821	"GPI"	"glucose-6-phosphate isomerase"	8925	14523	615.8293457	69.00048691
2822	"GPLD1"	"glycosylphosphatidylinositol specific phospholipase D1"	4919	72	3.053068436	0.620668517
2823	"GPM6A"	"glycoprotein M6A"	7040	7	0.296826098	0.042162798
2824	"GPM6B"	"glycoprotein M6B"	5675	347	14.71409371	2.592791843
2825	"GPR1"	"G protein-coupled receptor 1"	2834	20	0.848074565	0.299250023
2826	"CCR10"	"C-C motif chemokine receptor 10"	2619	80	3.392298262	1.295264705
2827	"GPR3"	"G protein-coupled receptor 3"	2115	2	0.084807457	0.040098088
2828	"GPR4"	"G protein-coupled receptor 4"	3145	4	0.169614913	0.05393161
2829	"XCR1"	"X-C motif chemokine receptor 1"	5403	1	0.042403728	0.007848182
2830	"GPR6"	"G protein-coupled receptor 6"	1945	8	0.339229826	0.174411222
2831	"NPBWR1"	"neuropeptides B and W receptor 1"	2687	86	3.646720631	1.357171802
2832	"NPBWR2"	"neuropeptides B and W receptor 2"	2704	0	0	0
2833	"CXCR3"	"C-X-C motif chemokine receptor 3"	1868	1	0.042403728	0.022700069
2834	"PRLHR"	"prolactin releasing hormone receptor"	5446	805	34.13500126	6.267903279
2835	"GPR12"	"G protein-coupled receptor 12"	4850	19	0.805670837	0.166117698
2837	"UTS2R"	"urotensin 2 receptor"	1357	2	0.084807457	0.062496283
2838	"GPR15"	"G protein-coupled receptor 15"	1252	0	0	0
2840	"GPR17"	"G protein-coupled receptor 17"	2671	0	0	0
2841	"GPR18"	"G protein-coupled receptor 18"	1908	1	0.042403728	0.022224176
2842	"GPR19"	"G protein-coupled receptor 19"	2623	314	13.31477068	5.076161143
2843	"GPR20"	"G protein-coupled receptor 20"	3030	3	0.127211185	0.041983889
2844	"GPR21"	"G protein-coupled receptor 21"	1595	0	0	0
2845	"GPR22"	"G protein-coupled receptor 22"	3683	0	0	0
2846	"LPAR4"	"lysophosphatidic acid receptor 4"	3113	0	0	0
2847	"MCHR1"	"melanin concentrating hormone receptor 1"	2961	190	8.056708372	2.720941699
2848	"GPR25"	"G protein-coupled receptor 25"	1086	0	0	0
2849	"GPR26"	"G protein-coupled receptor 26"	7514	14	0.593652196	0.079006148
2850	"GPR27"	"G protein-coupled receptor 27"	2447	14	0.593652196	0.242604085
2852	"GPER1"	"G protein-coupled estrogen receptor 1"	3149	807	34.21980872	10.86688114
2853	"GPR31"	"G protein-coupled receptor 31"	2059	0	0	0
2854	"GPR32"	"G protein-coupled receptor 32"	1269	0	0	0
2856	"GPR33"	"G protein-coupled receptor 33 (gene/pseudogene)"	1057	0	0	0
2857	"GPR34"	"G protein-coupled receptor 34"	1928	0	0	0
2859	"GPR35"	"G protein-coupled receptor 35"	3892	575	24.38214376	6.264682363
2861	"GPR37"	"G protein-coupled receptor 37"	3021	159	6.742192795	2.231775172
2862	"MLNR"	"motilin receptor"	1239	2	0.084807457	0.06844831
2863	"GPR39"	"G protein-coupled receptor 39"	3387	67	2.841049794	0.838810096
2864	"FFAR1"	"free fatty acid receptor 1"	2311	0	0	0
2865	"FFAR3"	"free fatty acid receptor 3"	1796	0	0	0
2867	"FFAR2"	"free fatty acid receptor 2"	2051	457	19.37850382	9.448319756
2868	"GRK4"	"G protein-coupled receptor kinase 4"	4292	266	11.27939172	2.628003663
2869	"GRK5"	"G protein-coupled receptor kinase 5"	7000	158	6.699789067	0.957112724
2870	"GRK6"	"G protein-coupled receptor kinase 6"	4355	1374	58.26272265	13.37835193
2872	"MKNK2"	"MAP kinase interacting serine/threonine kinase 2"	5221	1718	72.84960517	13.95319003
2873	"GPS1"	"G protein pathway suppressor 1"	4772	4059	172.1167331	36.06804968
2874	"GPS2"	"G protein pathway suppressor 2"	4280	1220	51.73254849	12.08704404
2875	"GPT"	"glutamic--pyruvic transaminase"	2756	3505	148.6250676	53.92781843
2876	"GPX1"	"glutathione peroxidase 1"	1425	1850	78.4468973	55.05045425
2877	"GPX2"	"glutathione peroxidase 2"	1499	142	6.021329415	4.016897541
2878	"GPX3"	"glutathione peroxidase 3"	2729	12	0.508844739	0.186458314
2879	"GPX4"	"glutathione peroxidase 4"	2019	1919	81.37275455	40.30349408
2880	"GPX5"	"glutathione peroxidase 5"	3454	0	0	0
2882	"GPX7"	"glutathione peroxidase 7"	1691	210	8.904782937	5.265986361
2885	"GRB2"	"growth factor receptor bound protein 2"	4716	4593	194.760324	41.29777862
2886	"GRB7"	"growth factor receptor bound protein 7"	3597	776	32.90529314	9.147982524
2887	"GRB10"	"growth factor receptor bound protein 10"	8990	5827	247.0865246	27.48459673
2888	"GRB14"	"growth factor receptor bound protein 14"	2958	268	11.36419918	3.841852325
2889	"RAPGEF1"	"Rap guanine nucleotide exchange factor 1"	7002	2451	103.931538	14.84312168
2890	"GRIA1"	"glutamate ionotropic receptor AMPA type subunit 1"	7636	22	0.932882022	0.122168939
2891	"GRIA2"	"glutamate ionotropic receptor AMPA type subunit 2"	8941	18	0.763267109	0.085367085
2892	"GRIA3"	"glutamate ionotropic receptor AMPA type subunit 3"	6484	0	0	0
2893	"GRIA4"	"glutamate ionotropic receptor AMPA type subunit 4"	10083	2	0.084807457	0.008410935
2894	"GRID1"	"glutamate ionotropic receptor delta type subunit 1"	5929	276	11.703429	1.973929668
2895	"GRID2"	"glutamate ionotropic receptor delta type subunit 2"	7508	6	0.25442237	0.033886837
2896	"GRN"	"granulin precursor"	3680	5174	219.3968901	59.61872013
2897	"GRIK1"	"glutamate ionotropic receptor kainate type subunit 1"	4243	4	0.169614913	0.039975233
2898	"GRIK2"	"glutamate ionotropic receptor kainate type subunit 2"	7375	135	5.724503317	0.77620384
2899	"GRIK3"	"glutamate ionotropic receptor kainate type subunit 3"	10111	6	0.25442237	0.025162928
2900	"GRIK4"	"glutamate ionotropic receptor kainate type subunit 4"	7459	16	0.678459652	0.090958527
2901	"GRIK5"	"glutamate ionotropic receptor kainate type subunit 5"	5014	54	2.289801327	0.456681557
2902	"GRIN1"	"glutamate ionotropic receptor NMDA type subunit 1"	6729	389	16.4950503	2.451337539
2903	"GRIN2A"	"glutamate ionotropic receptor NMDA type subunit 2A"	16300	1	0.042403728	0.002601456
2904	"GRIN2B"	"glutamate ionotropic receptor NMDA type subunit 2B"	30672	352	14.92611235	0.486636423
2905	"GRIN2C"	"glutamate ionotropic receptor NMDA type subunit 2C"	8574	66	2.798646066	0.326410784
2906	"GRIN2D"	"glutamate ionotropic receptor NMDA type subunit 2D"	5093	99	4.197969099	0.824262537
2907	"GRINA"	"glutamate ionotropic receptor NMDA type subunit associated protein 1"	2527	34394	1458.43383	577.1404156
2908	"NR3C1"	"nuclear receptor subfamily 3 group C member 1"	9172	118	5.003639936	0.545534228
2909	"ARHGAP35"	"Rho GTPase activating protein 35"	11245	7906	335.2438757	29.81270571
2911	"GRM1"	"glutamate metabotropic receptor 1"	7272	0	0	0
2912	"GRM2"	"glutamate metabotropic receptor 2"	7096	183	7.759882274	1.093557254
2913	"GRM3"	"glutamate metabotropic receptor 3"	4474	3	0.127211185	0.028433434
2914	"GRM4"	"glutamate metabotropic receptor 4"	16300	106	4.494795197	0.275754307
2915	"GRM5"	"glutamate metabotropic receptor 5"	8657	0	0	0
2916	"GRM6"	"glutamate metabotropic receptor 6"	6353	37	1.568937946	0.246960168
2917	"GRM7"	"glutamate metabotropic receptor 7"	8108	1	0.042403728	0.005229863
2918	"GRM8"	"glutamate metabotropic receptor 8"	5815	744	31.54837383	5.425343738
2919	"CXCL1"	"C-X-C motif chemokine ligand 1"	1296	34	1.441726761	1.112443489
2920	"CXCL2"	"C-X-C motif chemokine ligand 2"	1500	114	4.834025023	3.222683349
2921	"CXCL3"	"C-X-C motif chemokine ligand 3"	2219	15	0.636055924	0.286640795
2922	"GRP"	"gastrin releasing peptide"	851	0	0	0
2923	"PDIA3"	"protein disulfide isomerase family A member 3"	4240	22736	964.091166	227.379992
2925	"GRPR"	"gastrin releasing peptide receptor"	1929	106	4.494795197	2.330116743
2926	"GRSF1"	"G-rich RNA sequence binding factor 1"	7785	2930	124.2429238	15.95927088
2928	"GSC2"	"goosecoid homeobox 2"	1033	0	0	0
2931	"GSK3A"	"glycogen synthase kinase 3 alpha"	4281	3365	142.6885456	33.3306577
2932	"GSK3B"	"glycogen synthase kinase 3 beta"	8006	1910	80.991121	10.1163029
2934	"GSN"	"gelsolin"	11091	1192	50.5452441	4.557320719
2935	"GSPT1"	"G1 to S phase transition 1"	8018	7907	335.2862794	41.81669736
2936	"GSR"	"glutathione-disulfide reductase"	3237	2794	118.4760168	36.60056126
2937	"GSS"	"glutathione synthetase"	1922	1252	53.0894678	27.62199157
2938	"GSTA1"	"glutathione S-transferase alpha 1"	1019	0	0	0
2939	"GSTA2"	"glutathione S-transferase alpha 2"	1313	0	0	0
2940	"GSTA3"	"glutathione S-transferase alpha 3"	1025	4	0.169614913	0.165477964
2941	"GSTA4"	"glutathione S-transferase alpha 4"	2175	1635	69.33009572	31.87590608
2944	"GSTM1"	"glutathione S-transferase mu 1"	2512	57	2.417012511	0.962186509
2946	"GSTM2"	"glutathione S-transferase mu 2"	5864	258	10.94016189	1.865648345
2947	"GSTM3"	"glutathione S-transferase mu 3"	4750	4506	191.0711996	40.2255157
2948	"GSTM4"	"glutathione S-transferase mu 4"	5460	503	21.32907532	3.906424051
2949	"GSTM5"	"glutathione S-transferase mu 5"	6013	8	0.339229826	0.05641607
2950	"GSTP1"	"glutathione S-transferase pi 1"	1915	9539	404.489164	211.2214956
2952	"GSTT1"	"glutathione S-transferase theta 1"	4381	0	0	0
2953	"GSTT2"	"glutathione S-transferase theta 2 (gene/pseudogene)"	3398	10	0.424037283	0.124790254
2954	"GSTZ1"	"glutathione S-transferase zeta 1"	8477	1439	61.01896498	7.198179189
2956	"MSH6"	"mutS homolog 6"	9196	4201	178.1380625	19.37125516
2957	"GTF2A1"	"general transcription factor IIA subunit 1"	6819	1115	47.28015702	6.933590999
2958	"GTF2A2"	"general transcription factor IIA subunit 2"	1961	652	27.64723083	14.09853689
2959	"GTF2B"	"general transcription factor IIB"	2225	221	9.371223948	4.211786044
2960	"GTF2E1"	"general transcription factor IIE subunit 1"	3370	383	16.24062793	4.819177427
2961	"GTF2E2"	"general transcription factor IIE subunit 2"	2595	334	14.16284524	5.457743831
2962	"GTF2F1"	"general transcription factor IIF subunit 1"	3134	797	33.79577143	10.78359012
2963	"GTF2F2"	"general transcription factor IIF subunit 2"	3619	651	27.6048271	7.62774996
2965	"GTF2H1"	"general transcription factor IIH subunit 1"	6472	1140	48.34025023	7.469136315
2966	"GTF2H2"	"general transcription factor IIH subunit 2"	5932	0	0	0
2967	"GTF2H3"	"general transcription factor IIH subunit 3"	3996	1014	42.99738047	10.76010522
2968	"GTF2H4"	"general transcription factor IIH subunit 4"	14118	71	3.010664707	0.213250086
2969	"GTF2I"	"general transcription factor IIi"	10438	4894	207.5238462	19.88157177
2971	"GTF3A"	"general transcription factor IIIA"	3001	2687	113.9388179	37.96695031
2972	"BRF1"	"BRF1, RNA polymerase III transcription initiation factor subunit"	13167	1858	78.78612713	5.983605007
2975	"GTF3C1"	"general transcription factor IIIC subunit 1"	9628	7599	322.2259311	33.46758736
2976	"GTF3C2"	"general transcription factor IIIC subunit 2"	5839	2285	96.8925191	16.59402622
2977	"GUCY1A2"	"guanylate cyclase 1 soluble subunit alpha 2"	16361	640	27.13838609	1.658724167
2978	"GUCA1A"	"guanylate cyclase activator 1A"	2341	2	0.084807457	0.036227021
2979	"GUCA1B"	"guanylate cyclase activator 1B"	1113	26	1.102496935	0.990563284
2980	"GUCA2A"	"guanylate cyclase activator 2A"	569	4	0.169614913	0.298092993
2981	"GUCA2B"	"guanylate cyclase activator 2B"	597	1	0.042403728	0.071028021
2982	"GUCY1A1"	"guanylate cyclase 1 soluble subunit alpha 1"	5766	1296	54.95523184	9.530910829
2983	"GUCY1B1"	"guanylate cyclase 1 soluble subunit beta 1"	3724	626	26.5447339	7.128016621
2984	"GUCY2C"	"guanylate cyclase 2C"	4177	2194	93.03377983	22.27287044
2986	"GUCY2F"	"guanylate cyclase 2F, retinal"	3714	0	0	0
2987	"GUK1"	"guanylate kinase 1"	4725	3131	132.7660732	28.09863983
2990	"GUSB"	"glucuronidase beta"	3992	3129	132.6812658	33.23679002
2992	"GYG1"	"glycogenin 1"	2983	1662	70.47499639	23.62554354
2993	"GYPA"	"glycophorin A (MNS blood group)"	3512	0	0	0
2994	"GYPB"	"glycophorin B (MNS blood group)"	1566	1	0.042403728	0.027077732
2995	"GYPC"	"glycophorin C (Gerbich blood group)"	3242	0	0	0
2996	"GYPE"	"glycophorin E (MNS blood group)"	2004	1	0.042403728	0.021159545
2997	"GYS1"	"glycogen synthase 1"	3983	1559	66.10741238	16.59739201
2998	"GYS2"	"glycogen synthase 2"	3132	0	0	0
2999	"GZMH"	"granzyme H"	951	0	0	0
3000	"GUCY2D"	"guanylate cyclase 2D, retinal"	4040	19	0.805670837	0.199423475
3001	"GZMA"	"granzyme A"	894	0	0	0
3002	"GZMB"	"granzyme B"	1411	0	0	0
3003	"GZMK"	"granzyme K"	1570	0	0	0
3004	"GZMM"	"granzyme M"	945	0	0	0
3005	"H1F0"	"H1 histone family member 0"	2344	22914	971.6390296	414.5217703
3006	"HIST1H1C"	"histone cluster 1 H1 family member c"	642	515	21.83792006	34.01545181
3007	"HIST1H1D"	"histone cluster 1 H1 family member d"	666	3	0.127211185	0.191007785
3008	"HIST1H1E"	"histone cluster 1 H1 family member e"	754	13	0.551248468	0.731098763
3009	"HIST1H1B"	"histone cluster 1 H1 family member b"	681	0	0	0
3010	"HIST1H1T"	"histone cluster 1 H1 family member t"	718	0	0	0
3012	"HIST1H2AE"	"histone cluster 1 H2A family member e"	509	26	1.102496935	2.166005766
3013	"HIST1H2AD"	"histone cluster 1 H2A family member d"	393	0	0	0
3014	"H2AFX"	"H2A histone family member X"	1614	2551	108.1719108	67.02101042
3015	"H2AFZ"	"H2A histone family member Z"	2303	8068	342.1132797	148.5511419
3017	"HIST1H2BD"	"histone cluster 1 H2B family member d"	871	197	8.353534469	9.590739919
3018	"HIST1H2BB"	"histone cluster 1 H2B family member b"	381	1	0.042403728	0.111295875
3020	"H3F3A"	"H3 histone family member 3A"	2548	147	6.233348056	2.446368939
