"EdgeBetweenness","interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"3455.64939031843","pp","9606.ENSP00000372191 (pp) 9606.ENSP00000498074","false","pp","9606.ENSP00000372191 (pp) 9606.ENSP00000498074","0.0","0.0","0.9","0.0","0.0",,"0.0","0.9","0.05"
"4.0","pp","9606.ENSP00000344786 (pp) 9606.ENSP00000368314","false","pp","9606.ENSP00000344786 (pp) 9606.ENSP00000368314","0.087","0.057","0.9","0.091","0.0",,"0.0","0.97","0.684"
"408.0","pp","9606.ENSP00000345282 (pp) 9606.ENSP00000379138","false","pp","9606.ENSP00000345282 (pp) 9606.ENSP00000379138","0.083","0.0","0.0","0.0","0.0",,"0.0","0.759","0.748"
"92.0","pp","9606.ENSP00000344786 (pp) 9606.ENSP00000447006","false","pp","9606.ENSP00000344786 (pp) 9606.ENSP00000447006","0.178","0.0","0.9","0.797","0.0",,"0.0","0.998","0.915"
"408.0","pp","9606.ENSP00000379138 (pp) 9606.ENSP00000385080","false","pp","9606.ENSP00000379138 (pp) 9606.ENSP00000385080","0.055","0.0","0.0","0.0","0.0",,"0.0","0.776","0.773"
"408.0","pp","9606.ENSP00000379138 (pp) 9606.ENSP00000419153","false","pp","9606.ENSP00000379138 (pp) 9606.ENSP00000419153","0.0","0.0","0.0","0.0","0.0",,"0.0","0.774","0.774"
"96.0","pp","9606.ENSP00000345494 (pp) 9606.ENSP00000360876","false","pp","9606.ENSP00000345494 (pp) 9606.ENSP00000360876","0.613","0.0","0.0","0.0","0.0",,"0.0","0.791","0.483"
"1608.0","pp","9606.ENSP00000379138 (pp) 9606.ENSP00000400341","false","pp","9606.ENSP00000379138 (pp) 9606.ENSP00000400341","0.082","0.0","0.0","0.0","0.0",,"0.0","0.79","0.781"
"8.0","pp","9606.ENSP00000358698 (pp) 9606.ENSP00000410715","false","pp","9606.ENSP00000358698 (pp) 9606.ENSP00000410715","0.049","0.0","0.65","0.173","0.0",,"0.0","0.843","0.497"
"8.0","pp","9606.ENSP00000346829 (pp) 9606.ENSP00000358698","false","pp","9606.ENSP00000346829 (pp) 9606.ENSP00000358698","0.0","0.0","0.5","0.302","0.0",,"0.0","0.811","0.504"
