"ENTREZ_GENE_ID","Original ID","Value","Gene Name","Species"
"7321","UBE2D1","","ubiquitin conjugating enzyme E2 D1(UBE2D1)","Homo sapiens"
"7322","UBE2D2","","ubiquitin conjugating enzyme E2 D2(UBE2D2)","Homo sapiens"
"7323","UBE2D3","","ubiquitin conjugating enzyme E2 D3(UBE2D3)","Homo sapiens"
"7324","UBE2E1","","ubiquitin conjugating enzyme E2 E1(UBE2E1)","Homo sapiens"
"7325","UBE2E2","","ubiquitin conjugating enzyme E2 E2(UBE2E2)","Homo sapiens"
"7326","UBE2G1","","ubiquitin conjugating enzyme E2 G1(UBE2G1)","Homo sapiens"
"7327","UBE2G2","","ubiquitin conjugating enzyme E2 G2(UBE2G2)","Homo sapiens"
"7328","UBE2H","","ubiquitin conjugating enzyme E2 H(UBE2H)","Homo sapiens"
"7329","UBE2I","","ubiquitin conjugating enzyme E2 I(UBE2I)","Homo sapiens"
"7332","UBE2L3","","ubiquitin conjugating enzyme E2 L3(UBE2L3)","Homo sapiens"
"7334","UBE2N","","ubiquitin conjugating enzyme E2 N(UBE2N)","Homo sapiens"
"7335","UBE2V1","","ubiquitin conjugating enzyme E2 V1(UBE2V1)","Homo sapiens"
"7336","UBE2V2","","ubiquitin conjugating enzyme E2 V2(UBE2V2)","Homo sapiens"
"7337","UBE3A","","ubiquitin protein ligase E3A(UBE3A)","Homo sapiens"
"7341","SUMO1","","small ubiquitin like modifier 1(SUMO1)","Homo sapiens"
"7342","UBP1","","upstream binding protein 1(UBP1)","Homo sapiens"
"7343","UBTF","","upstream binding transcription factor(UBTF)","Homo sapiens"
"7345","UCHL1","","ubiquitin C-terminal hydrolase L1(UCHL1)","Homo sapiens"
"7347","UCHL3","","ubiquitin C-terminal hydrolase L3(UCHL3)","Homo sapiens"
"7348","UPK1B","","uroplakin 1B(UPK1B)","Homo sapiens"
"7349","UCN","","urocortin(UCN)","Homo sapiens"
"7350","UCP1","","uncoupling protein 1(UCP1)","Homo sapiens"
"7351","UCP2","","uncoupling protein 2(UCP2)","Homo sapiens"
"7352","UCP3","","uncoupling protein 3(UCP3)","Homo sapiens"
"7355","SLC35A2","","solute carrier family 35 member A2(SLC35A2)","Homo sapiens"
"7356","SCGB1A1","","secretoglobin family 1A member 1(SCGB1A1)","Homo sapiens"
"7357","UGCG","","UDP-glucose ceramide glucosyltransferase(UGCG)","Homo sapiens"
"7358","UGDH","","UDP-glucose 6-dehydrogenase(UGDH)","Homo sapiens"
"7360","UGP2","","UDP-glucose pyrophosphorylase 2(UGP2)","Homo sapiens"
"7363","UGT2B4","","UDP glucuronosyltransferase family 2 member B4(UGT2B4)","Homo sapiens"
"7364","UGT2B7","","UDP glucuronosyltransferase family 2 member B7(UGT2B7)","Homo sapiens"
"7365","UGT2B10","","UDP glucuronosyltransferase family 2 member B10(UGT2B10)","Homo sapiens"
"7366","UGT2B15","","UDP glucuronosyltransferase family 2 member B15(UGT2B15)","Homo sapiens"
"7367","UGT2B17","","UDP glucuronosyltransferase family 2 member B17(UGT2B17)","Homo sapiens"
"7368","UGT8","","UDP glycosyltransferase 8(UGT8)","Homo sapiens"
"7369","UMOD","","uromodulin(UMOD)","Homo sapiens"
"7371","UCK2","","uridine-cytidine kinase 2(UCK2)","Homo sapiens"
"7372","UMPS","","uridine monophosphate synthetase(UMPS)","Homo sapiens"
"7373","COL14A1","","collagen type XIV alpha 1 chain(COL14A1)","Homo sapiens"
"7374","UNG","","uracil DNA glycosylase(UNG)","Homo sapiens"
"7375","USP4","","ubiquitin specific peptidase 4(USP4)","Homo sapiens"
"7376","NR1H2","","nuclear receptor subfamily 1 group H member 2(NR1H2)","Homo sapiens"
"7378","UPP1","","uridine phosphorylase 1(UPP1)","Homo sapiens"
"7379","UPK2","","uroplakin 2(UPK2)","Homo sapiens"
"7380","UPK3A","","uroplakin 3A(UPK3A)","Homo sapiens"
"7381","UQCRB","","ubiquinol-cytochrome c reductase binding protein(UQCRB)","Homo sapiens"
"7384","UQCRC1","","ubiquinol-cytochrome c reductase core protein 1(UQCRC1)","Homo sapiens"
"7385","UQCRC2","","ubiquinol-cytochrome c reductase core protein 2(UQCRC2)","Homo sapiens"
"7386","UQCRFS1","","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1(UQCRFS1)","Homo sapiens"
"7388","UQCRH","","ubiquinol-cytochrome c reductase hinge protein(UQCRH)","Homo sapiens"
"7389","UROD","","uroporphyrinogen decarboxylase(UROD)","Homo sapiens"
"7390","UROS","","uroporphyrinogen III synthase(UROS)","Homo sapiens"
"7391","USF1","","upstream transcription factor 1(USF1)","Homo sapiens"
"7392","USF2","","upstream transcription factor 2, c-fos interacting(USF2)","Homo sapiens"
"7398","USP1","","ubiquitin specific peptidase 1(USP1)","Homo sapiens"
"7399","USH2A","","usherin(USH2A)","Homo sapiens"
"7401","CLRN1","","clarin 1(CLRN1)","Homo sapiens"
"7402","UTRN","","utrophin(UTRN)","Homo sapiens"
"7403","KDM6A","","lysine demethylase 6A(KDM6A)","Homo sapiens"
"7404","UTY","","ubiquitously transcribed tetratricopeptide repeat containing, Y-linked(UTY)","Homo sapiens"
"7405","UVRAG","","UV radiation resistance associated(UVRAG)","Homo sapiens"
"7408","VASP","","vasodilator stimulated phosphoprotein(VASP)","Homo sapiens"
"7409","VAV1","","vav guanine nucleotide exchange factor 1(VAV1)","Homo sapiens"
"7410","VAV2","","vav guanine nucleotide exchange factor 2(VAV2)","Homo sapiens"
"7411","VBP1","","VHL binding protein 1(VBP1)","Homo sapiens"
"7412","VCAM1","","vascular cell adhesion molecule 1(VCAM1)","Homo sapiens"
"7414","VCL","","vinculin(VCL)","Homo sapiens"
"7415","VCP","","valosin containing protein(VCP)","Homo sapiens"
"7416","VDAC1","","voltage dependent anion channel 1(VDAC1)","Homo sapiens"
"7417","VDAC2","","voltage dependent anion channel 2(VDAC2)","Homo sapiens"
"7419","VDAC3","","voltage dependent anion channel 3(VDAC3)","Homo sapiens"
"7421","VDR","","vitamin D receptor(VDR)","Homo sapiens"
"7422","VEGFA","","vascular endothelial growth factor A(VEGFA)","Homo sapiens"
"7423","VEGFB","","vascular endothelial growth factor B(VEGFB)","Homo sapiens"
"7424","VEGFC","","vascular endothelial growth factor C(VEGFC)","Homo sapiens"
"7425","VGF","","VGF nerve growth factor inducible(VGF)","Homo sapiens"
"7428","VHL","","von Hippel-Lindau tumor suppressor(VHL)","Homo sapiens"
"7429","VIL1","","villin 1(VIL1)","Homo sapiens"
"7430","EZR","","ezrin(EZR)","Homo sapiens"
"7431","VIM","","vimentin(VIM)","Homo sapiens"
"7432","VIP","","vasoactive intestinal peptide(VIP)","Homo sapiens"
"7433","VIPR1","","vasoactive intestinal peptide receptor 1(VIPR1)","Homo sapiens"
"7434","VIPR2","","vasoactive intestinal peptide receptor 2(VIPR2)","Homo sapiens"
"7436","VLDLR","","very low density lipoprotein receptor(VLDLR)","Homo sapiens"
"7439","BEST1","","bestrophin 1(BEST1)","Homo sapiens"
"7442","TRPV1","","transient receptor potential cation channel subfamily V member 1(TRPV1)","Homo sapiens"
"7443","VRK1","","VRK serine/threonine kinase 1(VRK1)","Homo sapiens"
"7444","VRK2","","VRK serine/threonine kinase 2(VRK2)","Homo sapiens"
"7447","VSNL1","","visinin like 1(VSNL1)","Homo sapiens"
"7448","VTN","","vitronectin(VTN)","Homo sapiens"
"7450","VWF","","von Willebrand factor(VWF)","Homo sapiens"
"7454","WAS","","WASP actin nucleation promoting factor(WAS)","Homo sapiens"
"7455","ZAN","","zonadhesin(ZAN)","Homo sapiens"
"7456","WIPF1","","WAS/WASL interacting protein family member 1(WIPF1)","Homo sapiens"
"7458","EIF4H","","eukaryotic translation initiation factor 4H(EIF4H)","Homo sapiens"
"7461","CLIP2","","CAP-Gly domain containing linker protein 2(CLIP2)","Homo sapiens"
"7462","LAT2","","linker for activation of T cells family member 2(LAT2)","Homo sapiens"
"7464","CORO2A","","coronin 2A(CORO2A)","Homo sapiens"
"7465","WEE1","","WEE1 G2 checkpoint kinase(WEE1)","Homo sapiens"
"7466","WFS1","","wolframin ER transmembrane glycoprotein(WFS1)","Homo sapiens"
"7469","NELFA","","negative elongation factor complex member A(NELFA)","Homo sapiens"
"7471","WNT1","","Wnt family member 1(WNT1)","Homo sapiens"
"7472","WNT2","","Wnt family member 2(WNT2)","Homo sapiens"
"7473","WNT3","","Wnt family member 3(WNT3)","Homo sapiens"
"7474","WNT5A","","Wnt family member 5A(WNT5A)","Homo sapiens"
"7475","WNT6","","Wnt family member 6(WNT6)","Homo sapiens"
"7476","WNT7A","","Wnt family member 7A(WNT7A)","Homo sapiens"
"7477","WNT7B","","Wnt family member 7B(WNT7B)","Homo sapiens"
"7478","WNT8A","","Wnt family member 8A(WNT8A)","Homo sapiens"
"7479","WNT8B","","Wnt family member 8B(WNT8B)","Homo sapiens"
"7480","WNT10B","","Wnt family member 10B(WNT10B)","Homo sapiens"
"7481","WNT11","","Wnt family member 11(WNT11)","Homo sapiens"
"7482","WNT2B","","Wnt family member 2B(WNT2B)","Homo sapiens"
"7483","WNT9A","","Wnt family member 9A(WNT9A)","Homo sapiens"
"7484","WNT9B","","Wnt family member 9B(WNT9B)","Homo sapiens"
"7486","WRN","","WRN RecQ like helicase(WRN)","Homo sapiens"
"7490","WT1","","WT1 transcription factor(WT1)","Homo sapiens"
"7494","XBP1","","X-box binding protein 1(XBP1)","Homo sapiens"
"7498","XDH","","xanthine dehydrogenase(XDH)","Homo sapiens"
"7499","XG","","Xg glycoprotein (Xg blood group)(XG)","Homo sapiens"
"7503","XIST","","X inactive specific transcript(XIST)","Homo sapiens"
"7504","XK","","X-linked Kx blood group antigen, Kell and VPS13A binding protein(XK)","Homo sapiens"
"7507","XPA","","XPA, DNA damage recognition and repair factor(XPA)","Homo sapiens"
"7508","XPC","","XPC complex subunit, DNA damage recognition and repair factor(XPC)","Homo sapiens"
"7511","XPNPEP1","","X-prolyl aminopeptidase 1(XPNPEP1)","Homo sapiens"
"7512","XPNPEP2","","X-prolyl aminopeptidase 2(XPNPEP2)","Homo sapiens"
"7514","XPO1","","exportin 1(XPO1)","Homo sapiens"
"7515","XRCC1","","X-ray repair cross complementing 1(XRCC1)","Homo sapiens"
"7516","XRCC2","","X-ray repair cross complementing 2(XRCC2)","Homo sapiens"
"7517","XRCC3","","X-ray repair cross complementing 3(XRCC3)","Homo sapiens"
"7518","XRCC4","","X-ray repair cross complementing 4(XRCC4)","Homo sapiens"
"7520","XRCC5","","X-ray repair cross complementing 5(XRCC5)","Homo sapiens"
"7525","YES1","","YES proto-oncogene 1, Src family tyrosine kinase(YES1)","Homo sapiens"
"7528","YY1","","YY1 transcription factor(YY1)","Homo sapiens"
"7529","YWHAB","","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta(YWHAB)","Homo sapiens"
"7531","YWHAE","","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon(YWHAE)","Homo sapiens"
"7532","YWHAG","","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma(YWHAG)","Homo sapiens"
"7533","YWHAH","","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta(YWHAH)","Homo sapiens"
"7534","YWHAZ","","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta(YWHAZ)","Homo sapiens"
"7535","ZAP70","","zeta chain of T cell receptor associated protein kinase 70(ZAP70)","Homo sapiens"
"7536","SF1","","splicing factor 1(SF1)","Homo sapiens"
"7538","ZFP36","","ZFP36 ring finger protein(ZFP36)","Homo sapiens"
"7539","ZFP37","","ZFP37 zinc finger protein(ZFP37)","Homo sapiens"
"7541","ZBTB14","","zinc finger and BTB domain containing 14(ZBTB14)","Homo sapiens"
"7542","ZFPL1","","zinc finger protein like 1(ZFPL1)","Homo sapiens"
"7543","ZFX","","zinc finger protein X-linked(ZFX)","Homo sapiens"
"7544","ZFY","","zinc finger protein Y-linked(ZFY)","Homo sapiens"
"7545","ZIC1","","Zic family zinc finger 1(ZIC1)","Homo sapiens"
"7546","ZIC2","","Zic family zinc finger 2(ZIC2)","Homo sapiens"
"7547","ZIC3","","Zic family zinc finger 3(ZIC3)","Homo sapiens"
"7549","ZNF2","","zinc finger protein 2(ZNF2)","Homo sapiens"
"7551","ZNF3","","zinc finger protein 3(ZNF3)","Homo sapiens"
"7552","ZNF711","","zinc finger protein 711(ZNF711)","Homo sapiens"
"7553","ZNF7","","zinc finger protein 7(ZNF7)","Homo sapiens"
"7554","ZNF8","","zinc finger protein 8(ZNF8)","Homo sapiens"
"7555","CNBP","","CCHC-type zinc finger nucleic acid binding protein(CNBP)","Homo sapiens"
"7556","ZNF10","","zinc finger protein 10(ZNF10)","Homo sapiens"
"7559","ZNF12","","zinc finger protein 12(ZNF12)","Homo sapiens"
"7561","ZNF14","","zinc finger protein 14(ZNF14)","Homo sapiens"
"7562","ZNF708","","zinc finger protein 708(ZNF708)","Homo sapiens"
"7564","ZNF16","","zinc finger protein 16(ZNF16)","Homo sapiens"
"7565","ZNF17","","zinc finger protein 17(ZNF17)","Homo sapiens"
"7566","ZNF18","","zinc finger protein 18(ZNF18)","Homo sapiens"
"7567","ZNF19","","zinc finger protein 19(ZNF19)","Homo sapiens"
"7568","ZNF20","","zinc finger protein 20(ZNF20)","Homo sapiens"
"7569","ZNF182","","zinc finger protein 182(ZNF182)","Homo sapiens"
"7570","ZNF22","","zinc finger protein 22(ZNF22)","Homo sapiens"
"7571","ZNF23","","zinc finger protein 23(ZNF23)","Homo sapiens"
"7572","ZNF24","","zinc finger protein 24(ZNF24)","Homo sapiens"
"7574","ZNF26","","zinc finger protein 26(ZNF26)","Homo sapiens"
"7576","ZNF28","","zinc finger protein 28(ZNF28)","Homo sapiens"
"7579","ZSCAN20","","zinc finger and SCAN domain containing 20(ZSCAN20)","Homo sapiens"
"7580","ZNF32","","zinc finger protein 32(ZNF32)","Homo sapiens"
"7581","ZNF33A","","zinc finger protein 33A(ZNF33A)","Homo sapiens"
"7582","ZNF33B","","zinc finger protein 33B(ZNF33B)","Homo sapiens"
"7584","ZNF35","","zinc finger protein 35(ZNF35)","Homo sapiens"
"7586","ZKSCAN1","","zinc finger with KRAB and SCAN domains 1(ZKSCAN1)","Homo sapiens"
"7587","ZNF37A","","zinc finger protein 37A(ZNF37A)","Homo sapiens"
"7589","ZSCAN21","","zinc finger and SCAN domain containing 21(ZSCAN21)","Homo sapiens"
"7592","ZNF41","","zinc finger protein 41(ZNF41)","Homo sapiens"
"7593","MZF1","","myeloid zinc finger 1(MZF1)","Homo sapiens"
"7594","ZNF43","","zinc finger protein 43(ZNF43)","Homo sapiens"
"7596","ZNF45","","zinc finger protein 45(ZNF45)","Homo sapiens"
"7597","ZBTB25","","zinc finger and BTB domain containing 25(ZBTB25)","Homo sapiens"
"7620","ZNF69","","zinc finger protein 69(ZNF69)","Homo sapiens"
"7621","ZNF70","","zinc finger protein 70(ZNF70)","Homo sapiens"
"7625","ZNF74","","zinc finger protein 74(ZNF74)","Homo sapiens"
"7626","ZNF75D","","zinc finger protein 75D(ZNF75D)","Homo sapiens"
"7627","ZNF75A","","zinc finger protein 75A(ZNF75A)","Homo sapiens"
"7629","ZNF76","","zinc finger protein 76(ZNF76)","Homo sapiens"
"7633","ZNF79","","zinc finger protein 79(ZNF79)","Homo sapiens"
"7634","ZNF80","","zinc finger protein 80(ZNF80)","Homo sapiens"
"7637","ZNF84","","zinc finger protein 84(ZNF84)","Homo sapiens"
"7638","ZNF221","","zinc finger protein 221(ZNF221)","Homo sapiens"
"7639","ZNF85","","zinc finger protein 85(ZNF85)","Homo sapiens"
"7643","ZNF90","","zinc finger protein 90(ZNF90)","Homo sapiens"
"7644","ZNF91","","zinc finger protein 91(ZNF91)","Homo sapiens"
"7652","ZNF99","","zinc finger protein 99(ZNF99)","Homo sapiens"
"7673","ZNF222","","zinc finger protein 222(ZNF222)","Homo sapiens"
"7675","ZNF121","","zinc finger protein 121(ZNF121)","Homo sapiens"
"7678","ZNF124","","zinc finger protein 124(ZNF124)","Homo sapiens"
"7681","MKRN3","","makorin ring finger protein 3(MKRN3)","Homo sapiens"
"7686","MKRN7P","","makorin ring finger protein 7, pseudogene(MKRN7P)","Homo sapiens"
"7690","ZNF131","","zinc finger protein 131(ZNF131)","Homo sapiens"
"7691","ZNF132","","zinc finger protein 132(ZNF132)","Homo sapiens"
"7692","ZNF133","","zinc finger protein 133(ZNF133)","Homo sapiens"
"7693","ZNF134","","zinc finger protein 134(ZNF134)","Homo sapiens"
"7694","ZNF135","","zinc finger protein 135(ZNF135)","Homo sapiens"
"7695","ZNF136","","zinc finger protein 136(ZNF136)","Homo sapiens"
"7696","ZNF137P","","zinc finger protein 137, pseudogene(ZNF137P)","Homo sapiens"
"7697","ZNF138","","zinc finger protein 138(ZNF138)","Homo sapiens"
"7699","ZNF140","","zinc finger protein 140(ZNF140)","Homo sapiens"
"7700","ZNF141","","zinc finger protein 141(ZNF141)","Homo sapiens"
"7701","ZNF142","","zinc finger protein 142(ZNF142)","Homo sapiens"
"7702","ZNF143","","zinc finger protein 143(ZNF143)","Homo sapiens"
"7703","PCGF2","","polycomb group ring finger 2(PCGF2)","Homo sapiens"
"7704","ZBTB16","","zinc finger and BTB domain containing 16(ZBTB16)","Homo sapiens"
"7705","ZNF146","","zinc finger protein 146(ZNF146)","Homo sapiens"
"7706","TRIM25","","tripartite motif containing 25(TRIM25)","Homo sapiens"
"7707","ZNF148","","zinc finger protein 148(ZNF148)","Homo sapiens"
"7709","ZBTB17","","zinc finger and BTB domain containing 17(ZBTB17)","Homo sapiens"
"7710","ZNF154","","zinc finger protein 154(ZNF154)","Homo sapiens"
"7711","ZNF155","","zinc finger protein 155(ZNF155)","Homo sapiens"
"7712","ZNF157","","zinc finger protein 157(ZNF157)","Homo sapiens"
"7716","VEZF1","","vascular endothelial zinc finger 1(VEZF1)","Homo sapiens"
"7718","ZNF165","","zinc finger protein 165(ZNF165)","Homo sapiens"
"7726","TRIM26","","tripartite motif containing 26(TRIM26)","Homo sapiens"
"7727","ZNF174","","zinc finger protein 174(ZNF174)","Homo sapiens"
"7728","ZNF175","","zinc finger protein 175(ZNF175)","Homo sapiens"
"7730","ZNF177","","zinc finger protein 177(ZNF177)","Homo sapiens"
"7732","RNF112","","ring finger protein 112(RNF112)","Homo sapiens"
"7733","ZNF180","","zinc finger protein 180(ZNF180)","Homo sapiens"
"7737","RNF113A","","ring finger protein 113A(RNF113A)","Homo sapiens"
"7738","ZNF184","","zinc finger protein 184(ZNF184)","Homo sapiens"
"7739","ZNF185","","zinc finger protein 185 with LIM domain(ZNF185)","Homo sapiens"
"7741","ZSCAN26","","zinc finger and SCAN domain containing 26(ZSCAN26)","Homo sapiens"
"7743","ZNF189","","zinc finger protein 189(ZNF189)","Homo sapiens"
"7745","ZKSCAN8","","zinc finger with KRAB and SCAN domains 8(ZKSCAN8)","Homo sapiens"
"7746","ZSCAN9","","zinc finger and SCAN domain containing 9(ZSCAN9)","Homo sapiens"
"7748","ZNF195","","zinc finger protein 195(ZNF195)","Homo sapiens"
"7750","ZMYM2","","zinc finger MYM-type containing 2(ZMYM2)","Homo sapiens"
"7752","ZNF200","","zinc finger protein 200(ZNF200)","Homo sapiens"
"7753","ZNF202","","zinc finger protein 202(ZNF202)","Homo sapiens"
"7754","ZNF204P","","zinc finger protein 204, pseudogene(ZNF204P)","Homo sapiens"
"7755","ZNF205","","zinc finger protein 205(ZNF205)","Homo sapiens"
"7756","ZNF207","","zinc finger protein 207(ZNF207)","Homo sapiens"
"7757","ZNF208","","zinc finger protein 208(ZNF208)","Homo sapiens"
"7760","ZNF213","","zinc finger protein 213(ZNF213)","Homo sapiens"
"7761","ZNF214","","zinc finger protein 214(ZNF214)","Homo sapiens"
"7762","ZNF215","","zinc finger protein 215(ZNF215)","Homo sapiens"
"7763","ZFAND5","","zinc finger AN1-type containing 5(ZFAND5)","Homo sapiens"
"7764","ZNF217","","zinc finger protein 217(ZNF217)","Homo sapiens"
"7766","ZNF223","","zinc finger protein 223(ZNF223)","Homo sapiens"
"7767","ZNF224","","zinc finger protein 224(ZNF224)","Homo sapiens"
"7768","ZNF225","","zinc finger protein 225(ZNF225)","Homo sapiens"
"7769","ZNF226","","zinc finger protein 226(ZNF226)","Homo sapiens"
"7770","ZNF227","","zinc finger protein 227(ZNF227)","Homo sapiens"
"7771","ZNF112","","zinc finger protein 112(ZNF112)","Homo sapiens"
"7772","ZNF229","","zinc finger protein 229(ZNF229)","Homo sapiens"
"7773","ZNF230","","zinc finger protein 230(ZNF230)","Homo sapiens"
"7775","ZNF232","","zinc finger protein 232(ZNF232)","Homo sapiens"
"7776","ZNF236","","zinc finger protein 236(ZNF236)","Homo sapiens"
"7779","SLC30A1","","solute carrier family 30 member 1(SLC30A1)","Homo sapiens"
"7780","SLC30A2","","solute carrier family 30 member 2(SLC30A2)","Homo sapiens"
"7781","SLC30A3","","solute carrier family 30 member 3(SLC30A3)","Homo sapiens"
"7782","SLC30A4","","solute carrier family 30 member 4(SLC30A4)","Homo sapiens"
"7783","ZP2","","zona pellucida glycoprotein 2(ZP2)","Homo sapiens"
"7784","ZP3","","zona pellucida glycoprotein 3(ZP3)","Homo sapiens"
"7786","MAP3K12","","mitogen-activated protein kinase kinase kinase 12(MAP3K12)","Homo sapiens"
"7789","ZXDA","","zinc finger X-linked duplicated A(ZXDA)","Homo sapiens"
"7791","ZYX","","zyxin(ZYX)","Homo sapiens"
"7798","LUZP1","","leucine zipper protein 1(LUZP1)","Homo sapiens"
"7799","PRDM2","","PR/SET domain 2(PRDM2)","Homo sapiens"
"7802","DNALI1","","dynein axonemal light intermediate chain 1(DNALI1)","Homo sapiens"
"7803","PTP4A1","","protein tyrosine phosphatase 4A1(PTP4A1)","Homo sapiens"
"7804","LRP8","","LDL receptor related protein 8(LRP8)","Homo sapiens"
"7805","LAPTM5","","lysosomal protein transmembrane 5(LAPTM5)","Homo sapiens"
"7809","BSND","","barttin CLCNK type accessory subunit beta(BSND)","Homo sapiens"
"7812","CSDE1","","cold shock domain containing E1(CSDE1)","Homo sapiens"
"7813","EVI5","","ecotropic viral integration site 5(EVI5)","Homo sapiens"
"7818","DAP3","","death associated protein 3(DAP3)","Homo sapiens"
"7827","NPHS2","","NPHS2 stomatin family member, podocin(NPHS2)","Homo sapiens"
"7832","BTG2","","BTG anti-proliferation factor 2(BTG2)","Homo sapiens"
"7837","PXDN","","peroxidasin(PXDN)","Homo sapiens"
"7840","ALMS1","","ALMS1 centrosome and basal body associated protein(ALMS1)","Homo sapiens"
"7841","MOGS","","mannosyl-oligosaccharide glucosidase(MOGS)","Homo sapiens"
"7844","RNF103","","ring finger protein 103(RNF103)","Homo sapiens"
"7846","TUBA1A","","tubulin alpha 1a(TUBA1A)","Homo sapiens"
"7849","PAX8","","paired box 8(PAX8)","Homo sapiens"
"7850","IL1R2","","interleukin 1 receptor type 2(IL1R2)","Homo sapiens"
"7851","MALL","","mal, T cell differentiation protein like(MALL)","Homo sapiens"
"7852","CXCR4","","C-X-C motif chemokine receptor 4(CXCR4)","Homo sapiens"
"7855","FZD5","","frizzled class receptor 5(FZD5)","Homo sapiens"
"7857","SCG2","","secretogranin II(SCG2)","Homo sapiens"
"7862","BRPF1","","bromodomain and PHD finger containing 1(BRPF1)","Homo sapiens"
"7866","IFRD2","","interferon related developmental regulator 2(IFRD2)","Homo sapiens"
"7867","MAPKAPK3","","MAPK activated protein kinase 3(MAPKAPK3)","Homo sapiens"
"7869","SEMA3B","","semaphorin 3B(SEMA3B)","Homo sapiens"
"7871","SLMAP","","sarcolemma associated protein(SLMAP)","Homo sapiens"
"7873","MANF","","mesencephalic astrocyte derived neurotrophic factor(MANF)","Homo sapiens"
"7874","USP7","","ubiquitin specific peptidase 7(USP7)","Homo sapiens"
"7879","RAB7A","","RAB7A, member RAS oncogene family(RAB7A)","Homo sapiens"
"7881","KCNAB1","","potassium voltage-gated channel subfamily A regulatory beta subunit 1(KCNAB1)","Homo sapiens"
"7884","SLBP","","stem-loop histone mRNA binding protein(SLBP)","Homo sapiens"
"7903","ST8SIA4","","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4(ST8SIA4)","Homo sapiens"
"7905","REEP5","","receptor accessory protein 5(REEP5)","Homo sapiens"
"7913","DEK","","DEK proto-oncogene(DEK)","Homo sapiens"
"7915","ALDH5A1","","aldehyde dehydrogenase 5 family member A1(ALDH5A1)","Homo sapiens"
"7916","PRRC2A","","proline rich coiled-coil 2A(PRRC2A)","Homo sapiens"
"7917","BAG6","","BAG cochaperone 6(BAG6)","Homo sapiens"
"7918","GPANK1","","G-patch domain and ankyrin repeats 1(GPANK1)","Homo sapiens"
"7919","DDX39B","","DExD-box helicase 39B(DDX39B)","Homo sapiens"
"7920","ABHD16A","","abhydrolase domain containing 16A, phospholipase(ABHD16A)","Homo sapiens"
"7922","SLC39A7","","solute carrier family 39 member 7(SLC39A7)","Homo sapiens"
"7923","HSD17B8","","hydroxysteroid 17-beta dehydrogenase 8(HSD17B8)","Homo sapiens"
"7932","OR2H2","","olfactory receptor family 2 subfamily H member 2(OR2H2)","Homo sapiens"
"7936","NELFE","","negative elongation factor complex member E(NELFE)","Homo sapiens"
"7940","LST1","","leukocyte specific transcript 1(LST1)","Homo sapiens"
"7941","PLA2G7","","phospholipase A2 group VII(PLA2G7)","Homo sapiens"
"7942","TFEB","","transcription factor EB(TFEB)","Homo sapiens"
"7957","EPM2A","","EPM2A glucan phosphatase, laforin(EPM2A)","Homo sapiens"
"7965","AIMP2","","aminoacyl tRNA synthetase complex interacting multifunctional protein 2(AIMP2)","Homo sapiens"
"7975","MAFK","","MAF bZIP transcription factor K(MAFK)","Homo sapiens"
"7976","FZD3","","frizzled class receptor 3(FZD3)","Homo sapiens"
"7980","TFPI2","","tissue factor pathway inhibitor 2(TFPI2)","Homo sapiens"
"7982","ST7","","suppression of tumorigenicity 7(ST7)","Homo sapiens"
"7984","ARHGEF5","","Rho guanine nucleotide exchange factor 5(ARHGEF5)","Homo sapiens"
"7988","ZNF212","","zinc finger protein 212(ZNF212)","Homo sapiens"
"7991","TUSC3","","tumor suppressor candidate 3(TUSC3)","Homo sapiens"
"7993","UBXN8","","UBX domain protein 8(UBXN8)","Homo sapiens"
"7994","KAT6A","","lysine acetyltransferase 6A(KAT6A)","Homo sapiens"
"8000","PSCA","","prostate stem cell antigen(PSCA)","Homo sapiens"
"8001","GLRA3","","glycine receptor alpha 3(GLRA3)","Homo sapiens"
"8013","NR4A3","","nuclear receptor subfamily 4 group A member 3(NR4A3)","Homo sapiens"
"8019","BRD3","","bromodomain containing 3(BRD3)","Homo sapiens"
"8021","NUP214","","nucleoporin 214(NUP214)","Homo sapiens"
"8022","LHX3","","LIM homeobox 3(LHX3)","Homo sapiens"
"8027","STAM","","signal transducing adaptor molecule(STAM)","Homo sapiens"
"8028","MLLT10","","MLLT10 histone lysine methyltransferase DOT1L cofactor(MLLT10)","Homo sapiens"
"8029","CUBN","","cubilin(CUBN)","Homo sapiens"
"8030","CCDC6","","coiled-coil domain containing 6(CCDC6)","Homo sapiens"
"8031","NCOA4","","nuclear receptor coactivator 4(NCOA4)","Homo sapiens"
"8034","SLC25A16","","solute carrier family 25 member 16(SLC25A16)","Homo sapiens"
"8036","SHOC2","","SHOC2 leucine rich repeat scaffold protein(SHOC2)","Homo sapiens"
"8038","ADAM12","","ADAM metallopeptidase domain 12(ADAM12)","Homo sapiens"
"8045","RASSF7","","Ras association domain family member 7(RASSF7)","Homo sapiens"
"8048","CSRP3","","cysteine and glycine rich protein 3(CSRP3)","Homo sapiens"
