"ENTREZ_GENE_ID","Original ID","Value","Gene Name","Species"
"90353","CTU1","","cytosolic thiouridylase subunit 1(CTU1)","Homo sapiens"
"90362","FAM110B","","family with sequence similarity 110 member B(FAM110B)","Homo sapiens"
"90378","SAMD1","","sterile alpha motif domain containing 1(SAMD1)","Homo sapiens"
"90379","DCAF15","","DDB1 and CUL4 associated factor 15(DCAF15)","Homo sapiens"
"90381","TICRR","","TOPBP1 interacting checkpoint and replication regulator(TICRR)","Homo sapiens"
"90390","MED30","","mediator complex subunit 30(MED30)","Homo sapiens"
"90407","TMEM41A","","transmembrane protein 41A(TMEM41A)","Homo sapiens"
"90410","IFT20","","intraflagellar transport 20(IFT20)","Homo sapiens"
"90411","MCFD2","","multiple coagulation factor deficiency 2, ER cargo receptor complex subunit(MCFD2)","Homo sapiens"
"90417","KNSTRN","","kinetochore localized astrin (SPAG5) binding protein(KNSTRN)","Homo sapiens"
"90423","ATP6V1E2","","ATPase H+ transporting V1 subunit E2(ATP6V1E2)","Homo sapiens"
"90427","BMF","","Bcl2 modifying factor(BMF)","Homo sapiens"
"90441","ZNF622","","zinc finger protein 622(ZNF622)","Homo sapiens"
"90459","ERI1","","exoribonuclease 1(ERI1)","Homo sapiens"
"90480","GADD45GIP1","","GADD45G interacting protein 1(GADD45GIP1)","Homo sapiens"
"90485","ZNF835","","zinc finger protein 835(ZNF835)","Homo sapiens"
"90499","FAM95A","","family with sequence similarity 95 member A(FAM95A)","Homo sapiens"
"90506","LRRC46","","leucine rich repeat containing 46(LRRC46)","Homo sapiens"
"90507","SCRN2","","secernin 2(SCRN2)","Homo sapiens"
"90522","YIF1B","","Yip1 interacting factor homolog B, membrane trafficking protein(YIF1B)","Homo sapiens"
"90523","MLIP","","muscular LMNA interacting protein(MLIP)","Homo sapiens"
"90525","SHF","","Src homology 2 domain containing F(SHF)","Homo sapiens"
"90527","DUOXA1","","dual oxidase maturation factor 1(DUOXA1)","Homo sapiens"
"90529","STPG1","","sperm tail PG-rich repeat containing 1(STPG1)","Homo sapiens"
"90550","MCU","","mitochondrial calcium uniporter(MCU)","Homo sapiens"
"90557","CCDC74A","","coiled-coil domain containing 74A(CCDC74A)","Homo sapiens"
"90576","ZNF799","","zinc finger protein 799(ZNF799)","Homo sapiens"
"90586","AOC4P","","amine oxidase copper containing 4, pseudogene(AOC4P)","Homo sapiens"
"90589","ZNF625","","zinc finger protein 625(ZNF625)","Homo sapiens"
"90592","ZNF700","","zinc finger protein 700(ZNF700)","Homo sapiens"
"90594","ZNF439","","zinc finger protein 439(ZNF439)","Homo sapiens"
"90624","LYRM7","","LYR motif containing 7(LYRM7)","Homo sapiens"
"90627","STARD13","","StAR related lipid transfer domain containing 13(STARD13)","Homo sapiens"
"90632","LINC00473","","long intergenic non-protein coding RNA 473(LINC00473)","Homo sapiens"
"90634","N4BP2L1","","NEDD4 binding protein 2 like 1(N4BP2L1)","Homo sapiens"
"90637","ZFAND2A","","zinc finger AN1-type containing 2A(ZFAND2A)","Homo sapiens"
"90639","COX19","","cytochrome c oxidase assembly factor COX19(COX19)","Homo sapiens"
"90649","ZNF486","","zinc finger protein 486(ZNF486)","Homo sapiens"
"90655","TGIF2LY","","TGFB induced factor homeobox 2 like Y-linked(TGIF2LY)","Homo sapiens"
"90665","TBL1Y","","transducin beta like 1 Y-linked(TBL1Y)","Homo sapiens"
"90673","PPP1R3E","","protein phosphatase 1 regulatory subunit 3E(PPP1R3E)","Homo sapiens"
"90678","LRSAM1","","leucine rich repeat and sterile alpha motif containing 1(LRSAM1)","Homo sapiens"
"90693","CCDC126","","coiled-coil domain containing 126(CCDC126)","Homo sapiens"
"90701","SEC11C","","SEC11 homolog C, signal peptidase complex subunit(SEC11C)","Homo sapiens"
"90737","PAGE5","","PAGE family member 5(PAGE5)","Homo sapiens"
"90780","PYGO2","","pygopus family PHD finger 2(PYGO2)","Homo sapiens"
"90799","CEP95","","centrosomal protein 95(CEP95)","Homo sapiens"
"90806","ANGEL2","","angel homolog 2(ANGEL2)","Homo sapiens"
"90826","PRMT9","","protein arginine methyltransferase 9(PRMT9)","Homo sapiens"
"90827","ZNF479","","zinc finger protein 479(ZNF479)","Homo sapiens"
"90843","TCEAL8","","transcription elongation factor A like 8(TCEAL8)","Homo sapiens"
"90850","ZNF598","","zinc finger protein 598, E3 ubiquitin ligase(ZNF598)","Homo sapiens"
"90853","SPOCD1","","SPOC domain containing 1(SPOCD1)","Homo sapiens"
"90864","SPSB3","","splA/ryanodine receptor domain and SOCS box containing 3(SPSB3)","Homo sapiens"
"90865","IL33","","interleukin 33(IL33)","Homo sapiens"
"90874","ZNF697","","zinc finger protein 697(ZNF697)","Homo sapiens"
"90933","TRIM41","","tripartite motif containing 41(TRIM41)","Homo sapiens"
"90952","ESAM","","endothelial cell adhesion molecule(ESAM)","Homo sapiens"
"90956","ADCK2","","aarF domain containing kinase 2(ADCK2)","Homo sapiens"
"90957","DHX57","","DExH-box helicase 57(DHX57)","Homo sapiens"
"90987","ZNF251","","zinc finger protein 251(ZNF251)","Homo sapiens"
"90990","KIFC2","","kinesin family member C2(KIFC2)","Homo sapiens"
"90993","CREB3L1","","cAMP responsive element binding protein 3 like 1(CREB3L1)","Homo sapiens"
"91010","FMNL3","","formin like 3(FMNL3)","Homo sapiens"
"91012","CERS5","","ceramide synthase 5(CERS5)","Homo sapiens"
"91039","DPP9","","dipeptidyl peptidase 9(DPP9)","Homo sapiens"
"91050","CCDC149","","coiled-coil domain containing 149(CCDC149)","Homo sapiens"
"91056","AP5B1","","adaptor related protein complex 5 subunit beta 1(AP5B1)","Homo sapiens"
"91057","CCDC34","","coiled-coil domain containing 34(CCDC34)","Homo sapiens"
"91074","ANKRD30A","","ankyrin repeat domain 30A(ANKRD30A)","Homo sapiens"
"91107","TRIM47","","tripartite motif containing 47(TRIM47)","Homo sapiens"
"91120","ZNF682","","zinc finger protein 682(ZNF682)","Homo sapiens"
"91133","L3MBTL4","","L3MBTL histone methyl-lysine binding protein 4(L3MBTL4)","Homo sapiens"
"91137","SLC25A46","","solute carrier family 25 member 46(SLC25A46)","Homo sapiens"
"91147","TMEM67","","transmembrane protein 67(TMEM67)","Homo sapiens"
"91149","RAPGEF4-AS1","","RAPGEF4 antisense RNA 1(RAPGEF4-AS1)","Homo sapiens"
"91151","TIGD7","","tigger transposable element derived 7(TIGD7)","Homo sapiens"
"91156","IGFN1","","immunoglobulin like and fibronectin type III domain containing 1(IGFN1)","Homo sapiens"
"91179","SCARF2","","scavenger receptor class F member 2(SCARF2)","Homo sapiens"
"91181","NUP210L","","nucleoporin 210 like(NUP210L)","Homo sapiens"
"91227","GGTLC2","","gamma-glutamyltransferase light chain 2(GGTLC2)","Homo sapiens"
"91252","SLC39A13","","solute carrier family 39 member 13(SLC39A13)","Homo sapiens"
"91272","BOD1","","biorientation of chromosomes in cell division 1(BOD1)","Homo sapiens"
"91283","MSANTD3","","Myb/SANT DNA binding domain containing 3(MSANTD3)","Homo sapiens"
"91289","LMF2","","lipase maturation factor 2(LMF2)","Homo sapiens"
"91300","R3HDM4","","R3H domain containing 4(R3HDM4)","Homo sapiens"
"91304","TMEM259","","transmembrane protein 259(TMEM259)","Homo sapiens"
"91316","GUSBP11","","GUSB pseudogene 11(GUSBP11)","Homo sapiens"
"91319","DERL3","","derlin 3(DERL3)","Homo sapiens"
"91351","DDX60L","","DExD/H-box 60 like(DDX60L)","Homo sapiens"
"91353","IGLL3P","","immunoglobulin lambda like polypeptide 3, pseudogene(IGLL3P)","Homo sapiens"
"91355","LRP5L","","LDL receptor related protein 5 like (pseudogene)(LRP5L)","Homo sapiens"
"91368","CDKN2AIPNL","","CDKN2A interacting protein N-terminal like(CDKN2AIPNL)","Homo sapiens"
"91369","ANKRD40","","ankyrin repeat domain 40(ANKRD40)","Homo sapiens"
"91373","UAP1L1","","UDP-N-acetylglucosamine pyrophosphorylase 1 like 1(UAP1L1)","Homo sapiens"
"91392","ZNF502","","zinc finger protein 502(ZNF502)","Homo sapiens"
"91404","SESTD1","","SEC14 and spectrin domain containing 1(SESTD1)","Homo sapiens"
"91408","BTF3L4","","basic transcription factor 3 like 4(BTF3L4)","Homo sapiens"
"91409","CCDC74B","","coiled-coil domain containing 74B(CCDC74B)","Homo sapiens"
"91433","RCCD1","","RCC1 domain containing 1(RCCD1)","Homo sapiens"
"91445","RNF185","","ring finger protein 185(RNF185)","Homo sapiens"
"91450","LOC91450","","uncharacterized LOC91450(LOC91450)","Homo sapiens"
"91452","ACBD5","","acyl-CoA binding domain containing 5(ACBD5)","Homo sapiens"
"91461","PKDCC","","protein kinase domain containing, cytoplasmic(PKDCC)","Homo sapiens"
"91464","ISX","","intestine specific homeobox(ISX)","Homo sapiens"
"91522","COL23A1","","collagen type XXIII alpha 1 chain(COL23A1)","Homo sapiens"
"91523","PCED1B","","PC-esterase domain containing 1B(PCED1B)","Homo sapiens"
"91526","ANKRD44","","ankyrin repeat domain 44(ANKRD44)","Homo sapiens"
"91543","RSAD2","","radical S-adenosyl methionine domain containing 2(RSAD2)","Homo sapiens"
"91544","UBXN11","","UBX domain protein 11(UBXN11)","Homo sapiens"
"91582","RPS19BP1","","ribosomal protein S19 binding protein 1(RPS19BP1)","Homo sapiens"
"91584","PLXNA4","","plexin A4(PLXNA4)","Homo sapiens"
"91603","ZNF830","","zinc finger protein 830(ZNF830)","Homo sapiens"
"91607","SLFN11","","schlafen family member 11(SLFN11)","Homo sapiens"
"91608","RASL10B","","RAS like family 10 member B(RASL10B)","Homo sapiens"
"91612","CHURC1","","churchill domain containing 1(CHURC1)","Homo sapiens"
"91614","DEPDC7","","DEP domain containing 7(DEPDC7)","Homo sapiens"
"91624","NEXN","","nexilin F-actin binding protein(NEXN)","Homo sapiens"
"91646","TDRD12","","tudor domain containing 12(TDRD12)","Homo sapiens"
"91647","ATPAF2","","ATP synthase mitochondrial F1 complex assembly factor 2(ATPAF2)","Homo sapiens"
"91653","BOC","","BOC cell adhesion associated, oncogene regulated(BOC)","Homo sapiens"
"91661","ZNF765","","zinc finger protein 765(ZNF765)","Homo sapiens"
"91662","NLRP12","","NLR family pyrin domain containing 12(NLRP12)","Homo sapiens"
"91663","MYADM","","myeloid associated differentiation marker(MYADM)","Homo sapiens"
"91664","ZNF845","","zinc finger protein 845(ZNF845)","Homo sapiens"
"91683","SYT12","","synaptotagmin 12(SYT12)","Homo sapiens"
"91687","CENPL","","centromere protein L(CENPL)","Homo sapiens"
"91689","SMDT1","","single-pass membrane protein with aspartate rich tail 1(SMDT1)","Homo sapiens"
"91694","LONRF1","","LON peptidase N-terminal domain and ring finger 1(LONRF1)","Homo sapiens"
"91703","ACY3","","aminoacylase 3(ACY3)","Homo sapiens"
"91734","IDI2","","isopentenyl-diphosphate delta isomerase 2(IDI2)","Homo sapiens"
"91746","YTHDC1","","YTH N6-methyladenosine RNA binding protein C1(YTHDC1)","Homo sapiens"
"91750","LIN52","","lin-52 DREAM MuvB core complex component(LIN52)","Homo sapiens"
"91752","ZNF804A","","zinc finger protein 804A(ZNF804A)","Homo sapiens"
"91754","NEK9","","NIMA related kinase 9(NEK9)","Homo sapiens"
"91768","CABLES1","","Cdk5 and Abl enzyme substrate 1(CABLES1)","Homo sapiens"
"91775","NXPE3","","neurexophilin and PC-esterase domain family member 3(NXPE3)","Homo sapiens"
"91782","CHMP7","","charged multivesicular body protein 7(CHMP7)","Homo sapiens"
"91801","ALKBH8","","alkB homolog 8, tRNA methyltransferase(ALKBH8)","Homo sapiens"
"91807","MYLK3","","myosin light chain kinase 3(MYLK3)","Homo sapiens"
"91828","EXOC3L4","","exocyst complex component 3 like 4(EXOC3L4)","Homo sapiens"
"91833","WDR20","","WD repeat domain 20(WDR20)","Homo sapiens"
"91851","CHRDL1","","chordin like 1(CHRDL1)","Homo sapiens"
"91860","CALML4","","calmodulin like 4(CALML4)","Homo sapiens"
"91862","MARVELD3","","MARVEL domain containing 3(MARVELD3)","Homo sapiens"
"91869","RFT1","","RFT1 glycolipid translocator homolog(RFT1)","Homo sapiens"
"91875","TTC5","","tetratricopeptide repeat domain 5(TTC5)","Homo sapiens"
"91893","FDXACB1","","ferredoxin-fold anticodon binding domain containing 1(FDXACB1)","Homo sapiens"
"91894","C11orf52","","chromosome 11 open reading frame 52(C11orf52)","Homo sapiens"
"91937","TIMD4","","T cell immunoglobulin and mucin domain containing 4(TIMD4)","Homo sapiens"
"91942","NDUFAF2","","NADH:ubiquinone oxidoreductase complex assembly factor 2(NDUFAF2)","Homo sapiens"
"91947","ARRDC4","","arrestin domain containing 4(ARRDC4)","Homo sapiens"
"91948","LINC00923","","long intergenic non-protein coding RNA 923(LINC00923)","Homo sapiens"
"91949","COG7","","component of oligomeric golgi complex 7(COG7)","Homo sapiens"
"91975","ZNF300","","zinc finger protein 300(ZNF300)","Homo sapiens"
"91977","MYOZ3","","myozenin 3(MYOZ3)","Homo sapiens"
"91978","TPGS1","","tubulin polyglutamylase complex subunit 1(TPGS1)","Homo sapiens"
"92014","SLC25A51","","solute carrier family 25 member 51(SLC25A51)","Homo sapiens"
"92017","SNX29","","sorting nexin 29(SNX29)","Homo sapiens"
"92086","GGTLC1","","gamma-glutamyltransferase light chain 1(GGTLC1)","Homo sapiens"
"92092","ZC3HAV1L","","ZC3HAV1 like(ZC3HAV1L)","Homo sapiens"
"92105","INTS4","","integrator complex subunit 4(INTS4)","Homo sapiens"
"92106","OXNAD1","","oxidoreductase NAD binding domain containing 1(OXNAD1)","Homo sapiens"
"92126","DSEL","","dermatan sulfate epimerase like(DSEL)","Homo sapiens"
"92129","RIPPLY1","","ripply transcriptional repressor 1(RIPPLY1)","Homo sapiens"
"92140","MTDH","","metadherin(MTDH)","Homo sapiens"
"92162","TMEM88","","transmembrane protein 88(TMEM88)","Homo sapiens"
"92170","MTG1","","mitochondrial ribosome associated GTPase 1(MTG1)","Homo sapiens"
"92181","UBTD2","","ubiquitin domain containing 2(UBTD2)","Homo sapiens"
"92196","DAPL1","","death associated protein like 1(DAPL1)","Homo sapiens"
"92211","CDHR1","","cadherin related family member 1(CDHR1)","Homo sapiens"
"92241","RCSD1","","RCSD domain containing 1(RCSD1)","Homo sapiens"
"92255","LMBRD2","","LMBR1 domain containing 2(LMBRD2)","Homo sapiens"
"92270","ATP6AP1L","","ATPase H+ transporting accessory protein 1 like (pseudogene)(ATP6AP1L)","Homo sapiens"
"92283","ZNF461","","zinc finger protein 461(ZNF461)","Homo sapiens"
"92285","ZNF585B","","zinc finger protein 585B(ZNF585B)","Homo sapiens"
"92291","CAPN13","","calpain 13(CAPN13)","Homo sapiens"
"92292","GLYATL1","","glycine-N-acyltransferase like 1(GLYATL1)","Homo sapiens"
"92293","TMEM132C","","transmembrane protein 132C(TMEM132C)","Homo sapiens"
"92304","SCGB3A1","","secretoglobin family 3A member 1(SCGB3A1)","Homo sapiens"
"92305","TMEM129","","transmembrane protein 129, E3 ubiquitin ligase(TMEM129)","Homo sapiens"
"92312","MEX3A","","mex-3 RNA binding family member A(MEX3A)","Homo sapiens"
"92335","STRADA","","STE20 related adaptor alpha(STRADA)","Homo sapiens"
"92342","METTL18","","methyltransferase 18, RPL3 N3(tau)-histidine(METTL18)","Homo sapiens"
"92344","GORAB","","golgin, RAB6 interacting(GORAB)","Homo sapiens"
"92345","NAF1","","nuclear assembly factor 1 ribonucleoprotein(NAF1)","Homo sapiens"
"92346","C1orf105","","chromosome 1 open reading frame 105(C1orf105)","Homo sapiens"
"92359","CRB3","","crumbs cell polarity complex component 3(CRB3)","Homo sapiens"
"92369","SPSB4","","splA/ryanodine receptor domain and SOCS box containing 4(SPSB4)","Homo sapiens"
"92399","MRRF","","mitochondrial ribosome recycling factor(MRRF)","Homo sapiens"
"92400","RBM18","","RNA binding motif protein 18(RBM18)","Homo sapiens"
"92421","CHMP4C","","charged multivesicular body protein 4C(CHMP4C)","Homo sapiens"
"92482","BBIP1","","BBSome interacting protein 1(BBIP1)","Homo sapiens"
"92483","LDHAL6B","","lactate dehydrogenase A like 6B(LDHAL6B)","Homo sapiens"
"92521","SPECC1","","sperm antigen with calponin homology and coiled-coil domains 1(SPECC1)","Homo sapiens"
"92552","ATXN3L","","ataxin 3 like(ATXN3L)","Homo sapiens"
"92565","FANK1","","fibronectin type III and ankyrin repeat domains 1(FANK1)","Homo sapiens"
"92579","G6PC3","","glucose-6-phosphatase catalytic subunit 3(G6PC3)","Homo sapiens"
"92591","ASB16","","ankyrin repeat and SOCS box containing 16(ASB16)","Homo sapiens"
"92595","ZNF764","","zinc finger protein 764(ZNF764)","Homo sapiens"
"92597","MOB1B","","MOB kinase activator 1B(MOB1B)","Homo sapiens"
"92609","TIMM50","","translocase of inner mitochondrial membrane 50(TIMM50)","Homo sapiens"
"92610","TIFA","","TRAF interacting protein with forkhead associated domain(TIFA)","Homo sapiens"
"92667","MGME1","","mitochondrial genome maintenance exonuclease 1(MGME1)","Homo sapiens"
"92675","DTD1","","D-aminoacyl-tRNA deacylase 1(DTD1)","Homo sapiens"
"92689","FAM114A1","","family with sequence similarity 114 member A1(FAM114A1)","Homo sapiens"
"92691","TMEM169","","transmembrane protein 169(TMEM169)","Homo sapiens"
"92703","TMEM183A","","transmembrane protein 183A(TMEM183A)","Homo sapiens"
"92714","ARRDC1","","arrestin domain containing 1(ARRDC1)","Homo sapiens"
"92715","DPH7","","diphthamide biosynthesis 7(DPH7)","Homo sapiens"
"92736","OTOP2","","otopetrin 2(OTOP2)","Homo sapiens"
"92737","DNER","","delta/notch like EGF repeat containing(DNER)","Homo sapiens"
"92745","SLC38A5","","solute carrier family 38 member 5(SLC38A5)","Homo sapiens"
"92747","BPIFB1","","BPI fold containing family B member 1(BPIFB1)","Homo sapiens"
"92749","DRC1","","dynein regulatory complex subunit 1(DRC1)","Homo sapiens"
"92797","HELB","","DNA helicase B(HELB)","Homo sapiens"
"92799","SHKBP1","","SH3KBP1 binding protein 1(SHKBP1)","Homo sapiens"
"92822","ZNF276","","zinc finger protein 276(ZNF276)","Homo sapiens"
"92840","REEP6","","receptor accessory protein 6(REEP6)","Homo sapiens"
"92856","IMP4","","IMP U3 small nucleolar ribonucleoprotein 4(IMP4)","Homo sapiens"
"92906","HNRNPLL","","heterogeneous nuclear ribonucleoprotein L like(HNRNPLL)","Homo sapiens"
"92912","UBE2Q2","","ubiquitin conjugating enzyme E2 Q2(UBE2Q2)","Homo sapiens"
"92922","CCDC102A","","coiled-coil domain containing 102A(CCDC102A)","Homo sapiens"
"92935","MARS2","","methionyl-tRNA synthetase 2, mitochondrial(MARS2)","Homo sapiens"
"92949","ADAMTSL1","","ADAMTS like 1(ADAMTSL1)","Homo sapiens"
"92960","PEX11G","","peroxisomal biogenesis factor 11 gamma(PEX11G)","Homo sapiens"
"92999","ZBTB47","","zinc finger and BTB domain containing 47(ZBTB47)","Homo sapiens"
"93010","B3GNT7","","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7(B3GNT7)","Homo sapiens"
"93034","NT5C1B","","5'-nucleotidase, cytosolic IB(NT5C1B)","Homo sapiens"
"93035","PKHD1L1","","PKHD1 like 1(PKHD1L1)","Homo sapiens"
"93058","COQ10A","","coenzyme Q10A(COQ10A)","Homo sapiens"
"93081","TEX30","","testis expressed 30(TEX30)","Homo sapiens"
"93082","NEURL3","","neuralized E3 ubiquitin protein ligase 3(NEURL3)","Homo sapiens"
"93099","DMKN","","dermokine(DMKN)","Homo sapiens"
"93107","KCNG4","","potassium voltage-gated channel modifier subfamily G member 4(KCNG4)","Homo sapiens"
"93109","TMEM44","","transmembrane protein 44(TMEM44)","Homo sapiens"
"93129","ORAI3","","ORAI calcium release-activated calcium modulator 3(ORAI3)","Homo sapiens"
"93134","ZNF561","","zinc finger protein 561(ZNF561)","Homo sapiens"
"93145","OLFM2","","olfactomedin 2(OLFM2)","Homo sapiens"
"93164","HTR7P1","","5-hydroxytryptamine receptor 7 pseudogene 1(HTR7P1)","Homo sapiens"
"93166","PRDM6","","PR/SET domain 6(PRDM6)","Homo sapiens"
"93183","PIGM","","phosphatidylinositol glycan anchor biosynthesis class M(PIGM)","Homo sapiens"
"93185","IGSF8","","immunoglobulin superfamily member 8(IGSF8)","Homo sapiens"
"93210","PGAP3","","post-GPI attachment to proteins phospholipase 3(PGAP3)","Homo sapiens"
"93273","LEMD1","","LEM domain containing 1(LEMD1)","Homo sapiens"
"93323","HAUS8","","HAUS augmin like complex subunit 8(HAUS8)","Homo sapiens"
"93343","MVB12A","","multivesicular body subunit 12A(MVB12A)","Homo sapiens"
"93349","SP140L","","SP140 nuclear body protein like(SP140L)","Homo sapiens"
"93377","OPALIN","","oligodendrocytic myelin paranodal and inner loop protein(OPALIN)","Homo sapiens"
"93380","MMGT1","","membrane magnesium transporter 1(MMGT1)","Homo sapiens"
"93408","MYL10","","myosin light chain 10(MYL10)","Homo sapiens"
"93426","SYCE1","","synaptonemal complex central element protein 1(SYCE1)","Homo sapiens"
"93436","ARMC6","","armadillo repeat containing 6(ARMC6)","Homo sapiens"
"93474","ZNF670","","zinc finger protein 670(ZNF670)","Homo sapiens"
"93487","MAPK1IP1L","","mitogen-activated protein kinase 1 interacting protein 1 like(MAPK1IP1L)","Homo sapiens"
"93492","TPTE2","","transmembrane phosphoinositide 3-phosphatase and tensin homolog 2(TPTE2)","Homo sapiens"
"93517","SDR42E1","","short chain dehydrogenase/reductase family 42E, member 1(SDR42E1)","Homo sapiens"
"93550","ZFAND4","","zinc finger AN1-type containing 4(ZFAND4)","Homo sapiens"
"93556","EGFEM1P","","EGF like and EMI domain containing 1, pseudogene(EGFEM1P)","Homo sapiens"
"93587","TRMT10A","","tRNA methyltransferase 10A(TRMT10A)","Homo sapiens"
"93589","CACNA2D4","","calcium voltage-gated channel auxiliary subunit alpha2delta 4(CACNA2D4)","Homo sapiens"
"93594","TBC1D31","","TBC1 domain family member 31(TBC1D31)","Homo sapiens"
"93611","FBXO44","","F-box protein 44(FBXO44)","Homo sapiens"
"93621","MRFAP1","","Morf4 family associated protein 1(MRFAP1)","Homo sapiens"
"93624","TADA2B","","transcriptional adaptor 2B(TADA2B)","Homo sapiens"
"93627","TBCK","","TBC1 domain containing kinase(TBCK)","Homo sapiens"
"93643","TJAP1","","tight junction associated protein 1(TJAP1)","Homo sapiens"
"93649","MYOCD","","myocardin(MYOCD)","Homo sapiens"
"93653","ST7-AS1","","ST7 antisense RNA 1(ST7-AS1)","Homo sapiens"
"93654","ST7-AS2","","ST7 antisense RNA 2(ST7-AS2)","Homo sapiens"
"93655","ST7-OT3","","ST7 overlapping transcript 3(ST7-OT3)","Homo sapiens"
"93659","CGB5","","chorionic gonadotropin subunit beta 5(CGB5)","Homo sapiens"
"93661","CAPZA3","","capping actin protein of muscle Z-line subunit alpha 3(CAPZA3)","Homo sapiens"
"93663","ARHGAP18","","Rho GTPase activating protein 18(ARHGAP18)","Homo sapiens"
"93664","CADPS2","","calcium dependent secretion activator 2(CADPS2)","Homo sapiens"
"93668","HPYR1","","Helicobacter pylori responsive 1(HPYR1)","Homo sapiens"
"93973","ACTR8","","actin related protein 8(ACTR8)","Homo sapiens"
"93978","CLEC6A","","C-type lectin domain containing 6A(CLEC6A)","Homo sapiens"
"93979","CPA5","","carboxypeptidase A5(CPA5)","Homo sapiens"
"93986","FOXP2","","forkhead box P2(FOXP2)","Homo sapiens"
"94005","PIGS","","phosphatidylinositol glycan anchor biosynthesis class S(PIGS)","Homo sapiens"
"94009","SERHL","","serine hydrolase like (pseudogene)(SERHL)","Homo sapiens"
"94015","TTYH2","","tweety family member 2(TTYH2)","Homo sapiens"
"94025","MUC16","","mucin 16, cell surface associated(MUC16)","Homo sapiens"
"94026","POM121L2","","POM121 transmembrane nucleoporin like 2(POM121L2)","Homo sapiens"
"94027","CGB7","","chorionic gonadotropin subunit beta 7(CGB7)","Homo sapiens"
"94030","LRRC4B","","leucine rich repeat containing 4B(LRRC4B)","Homo sapiens"
"94031","HTRA3","","HtrA serine peptidase 3(HTRA3)","Homo sapiens"
"94032","CAMK2N2","","calcium/calmodulin dependent protein kinase II inhibitor 2(CAMK2N2)","Homo sapiens"
"94033","FTMT","","ferritin mitochondrial(FTMT)","Homo sapiens"
"94039","ZNF101","","zinc finger protein 101(ZNF101)","Homo sapiens"
"94056","SYAP1","","synapse associated protein 1(SYAP1)","Homo sapiens"
"94059","LENG9","","leukocyte receptor cluster member 9(LENG9)","Homo sapiens"
"94081","SFXN1","","sideroflexin 1(SFXN1)","Homo sapiens"
"94086","HSPB9","","heat shock protein family B (small) member 9(HSPB9)","Homo sapiens"
"94097","SFXN5","","sideroflexin 5(SFXN5)","Homo sapiens"
"94101","ORMDL1","","ORMDL sphingolipid biosynthesis regulator 1(ORMDL1)","Homo sapiens"
"94103","ORMDL3","","ORMDL sphingolipid biosynthesis regulator 3(ORMDL3)","Homo sapiens"
"94104","PAXBP1","","PAX3 and PAX7 binding protein 1(PAXBP1)","Homo sapiens"
"94107","TMEM203","","transmembrane protein 203(TMEM203)","Homo sapiens"
"94115","CGB8","","chorionic gonadotropin subunit beta 8(CGB8)","Homo sapiens"
"94120","SYTL3","","synaptotagmin like 3(SYTL3)","Homo sapiens"
"94121","SYTL4","","synaptotagmin like 4(SYTL4)","Homo sapiens"
"94122","SYTL5","","synaptotagmin like 5(SYTL5)","Homo sapiens"
"94134","ARHGAP12","","Rho GTPase activating protein 12(ARHGAP12)","Homo sapiens"
"94137","RP1L1","","RP1 like 1(RP1L1)","Homo sapiens"
"94150","CDRT7","","CMT1A duplicated region transcript 7(CDRT7)","Homo sapiens"
"94151","CDRT8","","CMT1A duplicated region transcript 8(CDRT8)","Homo sapiens"
"94158","CDRT15P1","","CDRT15 pseudogene 1(CDRT15P1)","Homo sapiens"
"94160","ABCC12","","ATP binding cassette subfamily C member 12(ABCC12)","Homo sapiens"
"94161","SNORD46","","small nucleolar RNA, C/D box 46(SNORD46)","Homo sapiens"
"94162","SNORD38A","","small nucleolar RNA, C/D box 38A(SNORD38A)","Homo sapiens"
"94163","SNORD38B","","small nucleolar RNA, C/D box 38B(SNORD38B)","Homo sapiens"
"94233","OPN4","","opsin 4(OPN4)","Homo sapiens"
"94234","FOXQ1","","forkhead box Q1(FOXQ1)","Homo sapiens"
"94235","GNG8","","G protein subunit gamma 8(GNG8)","Homo sapiens"
"94236","DNAJA1P5","","DnaJ heat shock protein family (Hsp40) member A1 pseudogene 5(DNAJA1P5)","Homo sapiens"
"94240","EPSTI1","","epithelial stromal interaction 1(EPSTI1)","Homo sapiens"
"94241","TP53INP1","","tumor protein p53 inducible nuclear protein 1(TP53INP1)","Homo sapiens"
"94274","PPP1R14A","","protein phosphatase 1 regulatory inhibitor subunit 14A(PPP1R14A)","Homo sapiens"
"95681","CEP41","","centrosomal protein 41(CEP41)","Homo sapiens"
"96459","FNIP1","","folliculin interacting protein 1(FNIP1)","Homo sapiens"
"96610","BMS1P20","","BMS1 pseudogene 20(BMS1P20)","Homo sapiens"
"96626","LIMS3","","LIM zinc finger domain containing 3(LIMS3)","Homo sapiens"
"96764","TGS1","","trimethylguanosine synthase 1(TGS1)","Homo sapiens"
"103910","MYL12B","","myosin light chain 12B(MYL12B)","Homo sapiens"
"112398","EGLN2","","egl-9 family hypoxia inducible factor 2(EGLN2)","Homo sapiens"
"112399","EGLN3","","egl-9 family hypoxia inducible factor 3(EGLN3)","Homo sapiens"
"112401","BIRC8","","baculoviral IAP repeat containing 8(BIRC8)","Homo sapiens"
"112476","PRRT2","","proline rich transmembrane protein 2(PRRT2)","Homo sapiens"
"112479","ERI2","","ERI1 exoribonuclease family member 2(ERI2)","Homo sapiens"
