"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000005",4415.71048559062,0,4.8304365035917,0,1,1
"ENSG00000000419",459.298820250431,-1.325790296873,0.729741169348211,-1.81679525914259,0.0692484690191996,0.207061614643853
"ENSG00000000457",82.516696460861,-0.797880687086196,1.50590703202433,-0.529833960608868,0.596227056849498,0.829973004433409
"ENSG00000000938",7.8269933872225,0.671810959724793,3.08187780160232,0.217987539731623,0.827438819840945,0.952334168846886
"ENSG00000000971",11.8911306734466,-5.32660091014993,1.68433968007935,-3.16242677955493,0.00156460076568207,0.00927443838078163
"ENSG00000001036",721.451921796675,-1.44156552222912,1.05037920040604,-1.37242390335972,0.169931513108826,0.403830328970776
"ENSG00000001084",405.696350501506,-0.272423369567634,2.03526244436995,-0.133851715448897,0.893519832084954,0.983648118801515
"ENSG00000001167",548.836072023676,-0.314824949776034,2.82500168883343,-0.111442393475538,0.911265544275886,0.991152454281808
"ENSG00000001460",114.756538462672,-0.942066666533793,2.460712964336,-0.382842972824342,0.701836196739157,0.889101998932269
"ENSG00000001461",814.405225348454,0.51208307889411,2.00461191686821,0.255452476654002,0.798373644303419,0.940184731318102
"ENSG00000001497",1080.67660826811,-1.44634094124539,0.537511640005411,-2.69080859575586,0.00712790772040667,0.0324121148721775
"ENSG00000001561",94.6366260445904,0.135808006989076,2.05174969563992,0.0661913133349917,0.947225512563526,1
"ENSG00000001617",1112.88626419981,-3.2580573302017,1.02559287841217,-3.17675502509909,0.0014893278138157,0.00891999018492499
"ENSG00000001626",0.548483720628083,1.29564007217585,3.88326999223794,0.333646662417405,0.738646202434693,NA
"ENSG00000001629",464.323182976252,-0.782734810920554,1.54724642363662,-0.505888912692284,0.612934636124048,0.839069052868918
"ENSG00000001630",1309.13257188586,0.810637309122583,3.05092185586992,0.265702416324735,0.79046840230109,0.936443768683195
"ENSG00000001631",178.891907195715,-1.90335824551628,2.68372447971216,-0.70922267166577,0.478186306464266,0.754106854205188
"ENSG00000002016",108.293485506612,-1.75531739710241,1.72132988729423,-1.01974491354566,0.307849454781788,0.592357389244095
"ENSG00000002330",270.211430273447,-0.268418095110965,2.37800435776319,-0.112875358800202,0.910129372287624,0.990766783575921
"ENSG00000002549",507.313364486611,-1.40891925574966,2.48051626509237,-0.567994362938474,0.570038795626486,0.815016927490629
"ENSG00000002586",4555.95158938588,2.68897369737067,1.18318780745954,2.27265162843779,0.0230471817721118,0.0853390568995958
"ENSG00000002587",417.458615689325,-6.28531347910862,1.54860456440112,-4.05869492031318,4.93477330951658e-05,0.000512360771632657
"ENSG00000002726",558.077662985282,1.71198953772904,2.52652938805186,0.677605234209885,0.498022026484219,0.767945984343453
"ENSG00000002745",10.9017427632843,2.82579944002186,2.41809200092793,1.16860708316204,0.242561973137845,0.510377130147302
"ENSG00000002746",25.0342133277155,3.17850448307021,1.83961953739098,1.72780535239265,0.0840231274759931,0.240108316616457
"ENSG00000002822",769.396954386184,-1.79947172900303,1.18224727245021,-1.52207729375735,0.127989714652344,0.329834550378094
"ENSG00000002834",3889.36539652046,-0.471850964295428,0.731245684406381,-0.64527008412839,0.518752175811717,0.782574210339621
"ENSG00000002919",198.405709750439,-0.77503214998873,1.10995444280595,-0.698255820328497,0.485017223039004,0.75938285047891
"ENSG00000002933",253.573787204936,13.9042385993047,2.88456720818624,4.82021655097696,1.43402473556861e-06,2.27972283815749e-05
"ENSG00000003056",703.621312414294,-1.78315332977193,2.14238862174647,-0.832320201700059,0.405228230711939,0.695132747950025
"ENSG00000003096",338.156853900217,0.156923488317367,0.990859144371828,0.158371136007279,0.874164356849932,0.974347769635092
"ENSG00000003137",161.914540229176,0.872865219805668,1.83901153640755,0.474638251324285,0.635044837136221,0.849039217262271
"ENSG00000003147",314.963102751979,7.93101420182783,1.95259809982429,4.06177502812357,4.87009985636961e-05,0.000507046643554192
"ENSG00000003249",846.919069602005,4.62530084125358,2.01417351350385,2.29637655854556,0.0216543601026777,0.0810722543156832
"ENSG00000003393",488.024150138392,-0.990257350850282,1.90100710339531,-0.520911967704711,0.602428098038982,0.834240450103041
"ENSG00000003400",147.122038170694,1.23399625599268,1.7826344692517,0.692231793605265,0.488791775480901,0.76155523334279
"ENSG00000003402",517.925975597994,-0.0600384772717302,1.99755518336621,-0.0300559793149521,0.976022408272904,1
"ENSG00000003436",341.126265961543,4.84087806169598,1.77561381709003,2.72631245325038,0.0064046338334314,0.0296730510836522
"ENSG00000003509",148.76956234055,-3.4154128256755,2.43706557122811,-1.40144478096844,0.16108110909325,0.388426658498009
"ENSG00000003756",1865.35248015118,1.63870639617564,0.947648765195677,1.72923392754832,0.0837672364752683,0.239491990217178
"ENSG00000003987",200.309651238117,-22.4872883999231,2.74600641512151,-8.18908807936199,2.63212866282506e-16,1.00054490829857e-13
"ENSG00000003989",490.327020284405,-0.0375406794850953,1.13584462533075,-0.0330508932717481,0.973634002825336,1
"ENSG00000004059",983.784891823142,0.54382511614636,2.67798199541337,0.203072730540303,0.839078185513178,0.957226177058915
"ENSG00000004139",698.083434499103,0.438731900154924,1.91570694356525,0.229018275278794,0.818854711959317,0.948469741074772
"ENSG00000004142",1203.16086653035,-0.622030822292578,2.10340433551939,-0.295725748867481,0.767439531481135,0.924502653704617
"ENSG00000004399",130.040240882629,-1.66726206645206,2.52071021946739,-0.661425519512648,0.508339464630282,0.77570830842882
"ENSG00000004455",1750.94398463856,-1.6705840915426,3.01024423239132,-0.554966295945859,0.578917714083787,0.820371530520829
"ENSG00000004468",9.68432240512154,-3.96993549947313,2.04927036741583,-1.93724340262593,0.0527155970478486,0.167553256868326
"ENSG00000004478",2938.16212666919,-0.13311983765822,2.98979392977309,-0.0445247534730003,0.964486121121107,1
"ENSG00000004487",2297.21179637942,0.770447958664179,2.09508032154032,0.367741489785814,0.713066000650704,0.895941739867276
"ENSG00000004534",888.303972892797,-2.51479972796909,1.69881659442606,-1.48032444245031,0.138786683298678,0.349580046512746
"ENSG00000004660",225.569775190367,1.0607766773743,1.84347100061893,0.575423577055541,0.56500486252314,0.811901944328675
"ENSG00000004700",230.605135944498,-2.24615216985295,2.73020381305946,-0.822704942066547,0.410675804245715,0.700375517244554
"ENSG00000004776",488.049455610013,8.54459777926315,2.11474861461468,4.04047919464888,5.3342097286757e-05,0.000547706844899541
"ENSG00000004777",585.939200612256,5.84826723196108,1.90532584639907,3.06943153215178,0.00214466558458314,0.0120303282053885
"ENSG00000004779",468.726563576049,0.376896231558171,2.88250388683196,0.130753069676656,0.895970649140778,0.984155157042194
"ENSG00000004799",139.604640028427,6.63681460127498,2.17537290358564,3.05088593791694,0.00228167234952109,0.0126713100316503
"ENSG00000004809",66.2453643015945,2.44529043863667,2.32543971661467,1.05153895031795,0.293011130003755,0.574573246476467
"ENSG00000004838",63.3160945393599,5.31249637993372,1.15778878313069,4.58848492690401,4.46474538324232e-06,6.2318078919537e-05
"ENSG00000004846",10.1574160784623,8.31041436192909,2.7312273281552,3.04273989801587,0.00234434870413071,0.0129431810716932
"ENSG00000004848",491.122871817306,10.0309825522581,1.87337073442759,5.35451011800024,8.57885205941329e-08,1.86686688055393e-06
"ENSG00000004864",377.862826021274,-0.228182200935464,1.99481283270951,-0.114387774729486,0.908930404736702,0.990240295812301
"ENSG00000004866",727.086525619829,3.247907782946,1.9566901339456,1.65989889078487,0.0969347946580167,0.267477289436067
"ENSG00000004897",815.442260243646,-2.40922033315127,2.26027545140728,-1.06589678335499,0.286470303237313,0.567839451475951
"ENSG00000004939",184.473903384794,7.20832060431418,1.97251530425167,3.65438006426463,0.000257804139821492,0.00209837301232382
"ENSG00000004948",0.167535397669586,3.25272425019671,5.24290789380809,0.62040461440076,0.534991435213197,NA
"ENSG00000004961",435.75107639059,-1.34310569222607,1.78372194611692,-0.752979294306463,0.451462356553134,0.735120823578998
"ENSG00000004975",761.908678247627,1.81611465895206,1.97415906627569,0.919943428053246,0.357602322947504,0.648294719169021
"ENSG00000005001",9.15504971465961,-4.42185012192256,1.7020649389511,-2.59793267620419,0.00937868800239104,0.0402787595794996
"ENSG00000005007",1484.890187139,-3.45417343891311,2.47290898973721,-1.39680572687803,0.162471999682322,0.390834084600022
"ENSG00000005020",541.250846486123,0.839995712577379,0.946959819040101,0.887044725328317,0.375054821382309,0.666341431863199
"ENSG00000005022",3114.15401313952,0.157388874913226,1.4690484474314,0.107136612947257,0.914680601382478,0.992691266206983
"ENSG00000005073",176.407656316133,-5.46579066922272,0.961496566154807,-5.68466998387875,1.31065503447941e-08,3.58045303455797e-07
"ENSG00000005075",1031.21583241925,1.94889922104436,2.00345957865975,0.972766928668516,0.330669152774087,0.619324361407048
"ENSG00000005100",574.973371805568,-2.09027629132841,2.83022699376965,-0.738554291203448,0.460177688542213,0.741506074596273
"ENSG00000005102",4.17315822127206,-6.7187824039641,2.25370627919985,-2.98121475099653,0.00287107379818585,0.01533470985901
"ENSG00000005108",1.68889600246091,4.86820312537669,2.19884827960801,2.21397864078396,0.0268302482804392,0.0968186660832817
"ENSG00000005156",475.684603183094,-1.52203227672129,2.8259256126273,-0.538596016087711,0.590165637094672,0.827156353267092
"ENSG00000005175",350.841575791016,-0.231931097865626,1.92244662016988,-0.120643712773221,0.903973243905102,0.987826946701184
"ENSG00000005187",1411.55178314918,7.03766207395668,2.07768278933283,3.38726494250673,0.000705931800308808,0.00480647010073063
"ENSG00000005194",593.758921900054,0.286004013416721,1.9515096601575,0.146555263986569,0.883483066464914,0.979479039821171
"ENSG00000005206",459.787106748463,1.17826155507605,1.96712081765534,0.598977726482732,0.549187737738284,0.80102768572391
"ENSG00000005243",7.49453255740182,0.0173073182979856,1.95109921078943,0.00887054753662831,0.992922419893247,1
"ENSG00000005249",113.830466375343,3.83538501438747,2.32395322333263,1.65037100397717,0.0988670779024652,0.271288467793802
"ENSG00000005302",267.739350672161,-1.86603527871858,2.48625099747037,-0.750541791885526,0.452928463422938,0.736508594476583
"ENSG00000005339",1016.24200608613,-2.8935678958772,2.68699015053682,-1.07688072295282,0.281533556150545,0.562119888118149
"ENSG00000005381",0.239785505024126,1.83642438939824,5.23879801319752,0.350543079685825,0.725931165582015,NA
"ENSG00000005421",124.295025596655,12.868529974873,2.93898561692108,4.37856173939165,1.19465099139364e-05,0.000149151884082731
"ENSG00000005436",361.664580416297,-0.170087871277205,1.91639167265505,-0.0887542320832347,0.929277231585561,0.999835053646401
"ENSG00000005448",189.513027084374,0.251313226661216,1.80026106912625,0.139598212154413,0.888977453283944,0.981467805150689
"ENSG00000005469",3978.29158719429,6.46190780973016,1.98675017323468,3.25250144521661,0.00114394014130236,0.00721922803408972
"ENSG00000005471",6.75033474969471,-1.6943612528638,1.50988143668043,-1.12218165724917,0.261785210025329,0.535337039260206
"ENSG00000005483",559.055157554571,-1.73217326826808,2.58071475376664,-0.671199041172571,0.502093739413303,0.770646224300506
"ENSG00000005486",396.381872211494,1.21588686806352,2.05823419560428,0.590742720464105,0.554692819230353,0.805151792971747
"ENSG00000005513",129.038797162027,9.298981996523,2.62813101671293,3.53824902083971,0.000402789994981461,0.00305962842276309
"ENSG00000005700",650.582526750987,0.158742002466825,2.05399398779334,0.0772845506901244,0.938397180908898,1
"ENSG00000005801",143.55746204153,-1.00041856200287,2.53525917341048,-0.394602087429619,0.693136572753522,0.883348642178337
"ENSG00000005810",760.06095475705,-2.58945564207799,2.53395305499964,-1.02190355775094,0.306826548432749,0.591077611161036
"ENSG00000005812",245.414829843106,-0.505446480027133,1.84846877826181,-0.273440636905117,0.784514518825179,0.932822802646699
"ENSG00000005844",4.96251022801562,-1.7739543839831,1.68507030662558,-1.05274799336742,0.292456506135754,0.57405272891907
"ENSG00000005882",313.012585266514,0.438172025010221,1.86672278074473,0.234727957214628,0.814419887163348,0.946553844916756
"ENSG00000005884",6575.61215620078,-5.99558615537518,1.90847608010413,-3.14155687769901,0.00168052164059654,0.0098634032953015
"ENSG00000005889",296.079399910717,-0.988495671894637,1.93005010496599,-0.512160626996807,0.608538596474346,0.837190884600421
"ENSG00000005893",897.518859228319,-2.05880855202159,2.58609840049744,-0.796106038202404,0.425970404843003,0.714590352387333
"ENSG00000005961",388.338417159057,6.93035548849211,1.74439469250364,3.97292855698003,7.09943477825877e-05,0.000696532134807091
"ENSG00000005981",3.89692767022358,7.8341888792342,2.51586511070021,3.11391451231414,0.00184622974020234,0.0106436723260584
"ENSG00000006007",744.69137060458,-1.51889653933971,2.28703538956908,-0.664133378200981,0.506604948741579,0.774185614080665
"ENSG00000006016",7.66617700861993,2.3278251808795,2.07397626604948,1.12239721301804,0.261693588931779,0.535297582550303
"ENSG00000006025",79.8740668852735,-7.74439621658371,1.53171709041661,-5.05602259388339,4.28090639115431e-07,7.82831868826641e-06
"ENSG00000006042",225.455741370001,1.77152560296585,2.4048574487779,0.736644745353244,0.461338416655904,0.742329293596983
"ENSG00000006047",39.7891334316502,6.9103947040816,1.56534644403146,4.41461040808594,1.01192061244342e-05,0.00012885939887323
"ENSG00000006059",217.333498089269,7.05038699224256,3.15304616884546,2.23605574250889,0.0253481200112435,0.0924600882239438
"ENSG00000006062",260.09186328785,-1.91062469420141,1.35458365951054,-1.41048851489305,0.158395485364244,0.384131090201925
"ENSG00000006071",4.47751921683529,5.6969934549347,2.46738416768788,2.30892032523383,0.0209480028932082,0.0789667422129674
"ENSG00000006116",17.7879731276906,10.0585033866795,3.50242755809793,2.87186621845279,0.00408055672601101,0.0204153532531259
"ENSG00000006118",691.388935404939,-1.16416148530073,2.75802167343744,-0.422100194684036,0.67295188584305,0.870942533063387
"ENSG00000006125",2706.98491941423,-0.470398482761826,2.18740580771491,-0.215048566252656,0.829729453838921,0.953676429637555
"ENSG00000006128",0.0278118150218208,2.90394714316536,5.24705512722114,0.553443231061173,0.579959943196136,NA
"ENSG00000006194",318.124823553979,-1.49298017451402,2.7325104528733,-0.54637674777936,0.584806990128892,0.824940787694021
"ENSG00000006210",505.585060394204,7.01245388757706,1.8978060480511,3.69503190000806,0.000219859182264604,0.00182953150924053
"ENSG00000006282",709.476343035852,0.553092988085447,2.31483872106807,0.238933703264757,0.811156990890998,0.944860686395943
"ENSG00000006283",6.65918981882608,-0.490169697411372,1.31192175109956,-0.373627235771147,0.708681667904018,0.893024875072167
