Rede,Entropia,Network_Density,Average_Path_Length,Global_Clustering_Coefficient,Degree_Assortativity
22Rv1_vs_LNCap,3.8000965907418616,0.002813596861685155,5.554702779811175,0.2329074259164213,0.14342280748023312BPH_vs_22Rv1,3.5265104585838682,0.005256969724376512,5.757057905804147,0.3149096791588029,0.25638650656462164
LNCap_vs_PC3,3.62987088956274,0.004412196862624369,5.561313163823624,0.2559283074863976,0.1945014424169852
Nao_Metastatico_vs_Metastatico,3.5147364136702626,0.003990244544791147,5.865830942021431,0.26931860648590294,0.21842801303852838
Sensivel_vs_Insensivel,2.857014435558817,0.01151761517615176,6.073987293290677,0.40087232355273594,0.43131872674658955


